039	BANCO ITAÚ CHILE
811000000	 1740971933147,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1226418593232,00	
811200100	 1085050705984,00	
811200101	 0896041190603,00	
811200102	 0188698205819,00	
811200103	 0000311309562,00	
811200104	 0000000000000,00	
811200600	 0003983793227,00	
811200700	 0015044851686,00	
811200800	 0000186804037,00	
811200900	 0002573339678,00	
811201000	 0055332491141,00	
811201100	 0059980193393,00	
811201200	 0004266414086,00	
811300000	 0295881131838,00	
811300100	 0001106793919,00	
811300200	 0007867240948,00	
811300300	 0000000000000,00	
811300400	 0273463968430,00	
811300500	 0010031444180,00	
811300600	 0003411684361,00	
811400000	 0218672208077,00	
811400100	 0175754177345,00	
811400200	 0011717380613,00	
811400300	 0029342655973,00	
811400400	 0000031335951,00	
811400500	 0001826658195,00	
812000000	 1154641694832,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0791335247169,00	
812200100	 0692082593871,00	
812200101	 0505801514329,00	
812200102	 0107299326216,00	
812200103	 0078981753326,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000059600870,00	
812200800	 0000147050608,00	
812200900	 0000000000000,00	
812201000	 0060167438510,00	
812201100	 0038878563310,00	
812201200	 0000000000000,00	
812300000	 0258653018591,00	
812300100	 0000832488612,00	
812300200	 0004981862933,00	
812300300	 0000000000000,00	
812300400	 0202474043371,00	
812300500	 0048240821281,00	
812300600	 0002123802394,00	
812400000	 0104653429072,00	
812400100	 0083644228858,00	
812400200	 0000089411301,00	
812400300	 0016493729785,00	
812400400	 0000012298201,00	
812400500	 0004413760927,00	
813000000	 0245724001540,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0077568015134,00	
813200100	 0054925271755,00	
813200101	 0039964427032,00	
813200102	 0013663834758,00	
813200103	 0001297009965,00	
813200104	 0000000000000,00	
813200600	 0010063540378,00	
813200700	 0001658129284,00	
813200800	 0000065726801,00	
813200900	 0000457143100,00	
813201000	 0004051542638,00	
813201100	 0006346661178,00	
813201200	 0000000000000,00	
813300000	 0005698828019,00	
813300100	 0000016552882,00	
813300200	 0000178016407,00	
813300300	 0000000000000,00	
813300400	 0005170145976,00	
813300500	 0000334112754,00	
813300600	 0000000000000,00	
813400000	 0162457158387,00	
813400100	 0112541069815,00	
813400200	 0006689722931,00	
813400300	 0040293394468,00	
813400400	 0000013318742,00	
813400500	 0002919652431,00	
814000000	 0036898381674,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0011811374596,00	
814200100	 0009139150360,00	
814200101	 0005984347849,00	
814200102	 0003154802511,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000150188013,00	
814200800	 0000008695581,00	
814200900	 0000017909440,00	
814201000	 0000510400831,00	
814201100	 0001985030371,00	
814201200	 0000000000000,00	
814300000	 0003744354710,00	
814300100	 0000262001566,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0003175722615,00	
814300500	 0000306630529,00	
814300600	 0000000000000,00	
814400000	 0021342652368,00	
814400100	 0015438287215,00	
814400200	 0001251333902,00	
814400300	 0004362396667,00	
814400400	 0000038053136,00	
814400500	 0000252581448,00	
821000000	 27800745230737,00	
821100000	 0083141547984,00	
821100100	 0060000000000,00	
821100200	 0023141547984,00	
821200000	 16916187764820,00	
821200100	 13269622486356,00	
821200101	 8811247029169,00	
821200102	 3410054134998,00	
821200103	 1048321322189,00	
821200104	 0000000000000,00	
821200600	 1648933990917,00	
821200700	 0110055068140,00	
821200800	 0034898539673,00	
821200900	 0275288346117,00	
821201000	 1006280501754,00	
821201100	 0571108831863,00	
821201200	 0000000000000,00	
821300000	 7346175188428,00	
821300100	 0011055516985,00	
821300200	 0071790951421,00	
821300300	 0000000000000,00	
821300400	 6910397145752,00	
821300500	 0314540673853,00	
821300600	 0038390900417,00	
821400000	 3455240729505,00	
821400100	 2384868837406,00	
821400200	 0161208545197,00	
821400300	 0864968613043,00	
821400400	 0000646215857,00	
821400500	 0043548518002,00	
831000000	 8240409854990,00	
831100000	 0621910948440,00	
831100100	 0176565500981,00	
831100200	 0445345447459,00	
831200000	 0120524302861,00	
831300000	 0009121381225,00	
831500000	 1905441623918,00	
831500100	 1098642650406,00	
831500200	 0806798973512,00	
831600000	 5126812375221,00	
831600100	 0508533394127,00	
831600200	 0135688928719,00	
831600300	 0797368859462,00	
831600400	 3685221192913,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0456599223325,00	
831800100	 0251178691759,00	
831800200	 0205420531566,00	
831900000	 0000000000000,00	
832000000	 1559414054861,00	
832100000	 0016574058023,00	
832100100	 0012534389398,00	
832100200	 0004039668625,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 1037542842976,00	
832500100	 0014340933187,00	
832500200	 0000000000000,00	
832500300	 1023201909789,00	
832700000	 0505297153862,00	
832700100	 0000000000000,00	
832700101	 0000000000000,00	
832700102	 0000000000000,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0505297153862,00	
832700201	 0000000000000,00	
832700202	 0505297153862,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 4496703894989,00	
833050000	 0692265912265,00	
833050100	 0375502800674,00	
833050200	 0316763111591,00	
833100000	 3704057701347,00	
833200000	 0000000000000,00	
833300000	 0100380281377,00	
833300100	 0100380281377,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0139924944221,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0007706346306,00	
833500500	 0000000000000,00	
833500600	 0132218597915,00	
833500700	 0000000000000,00	
841000000	 3656026677885,00	
841000100	 0120355729590,00	
841000200	 0072062173490,00	
841000300	 0012674559058,00	
841000400	 0000000000000,00	
841000500	 0102130800000,00	
841000600	 3348803415747,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
