049	BANCO SECURITY
811000000	 0546735650434,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0512468501783,00	
811200100	 0455309450221,00	
811200101	 0455309450221,00	
811200102	 0000000000000,00	
811200103	 0000000000000,00	
811200104	 0000000000000,00	
811200600	 0004678001075,00	
811200700	 0003189921961,00	
811200800	 0000000000000,00	
811200900	 0000000000000,00	
811201000	 0046333208859,00	
811201100	 0000089093098,00	
811201200	 0002868826569,00	
811300000	 0013980933605,00	
811300100	 0000000000000,00	
811300200	 0007446011326,00	
811300300	 0000000000000,00	
811300400	 0006534922279,00	
811300500	 0000000000000,00	
811300600	 0000000000000,00	
811400000	 0020286215046,00	
811400100	 0016315622588,00	
811400200	 0002419785867,00	
811400300	 0001550806591,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0172125024498,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0161079258471,00	
812200100	 0160640419774,00	
812200101	 0159281263415,00	
812200102	 0000000000000,00	
812200103	 0001359156359,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000000000000,00	
812200800	 0000000000000,00	
812200900	 0000000000000,00	
812201000	 0000438838697,00	
812201100	 0000000000000,00	
812201200	 0000000000000,00	
812300000	 0007567788620,00	
812300100	 0000000000000,00	
812300200	 0004001322999,00	
812300300	 0000000000000,00	
812300400	 0003566465621,00	
812300500	 0000000000000,00	
812300600	 0000000000000,00	
812400000	 0003477977407,00	
812400100	 0003477977407,00	
812400200	 0000000000000,00	
812400300	 0000000000000,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0024201376841,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0016146766191,00	
813200100	 0015457409040,00	
813200101	 0015457409040,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000133351006,00	
813200800	 0000000000000,00	
813200900	 0000000000000,00	
813201000	 0000556006145,00	
813201100	 0000000000000,00	
813201200	 0000000000000,00	
813300000	 0000436261793,00	
813300100	 0000000000000,00	
813300200	 0000056457955,00	
813300300	 0000379803838,00	
813300400	 0000000000000,00	
813300500	 0000000000000,00	
813300600	 0000000000000,00	
813400000	 0007618348857,00	
813400100	 0004356492853,00	
813400200	 0001435332988,00	
813400300	 0001826523016,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0005472356753,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0003763620627,00	
814200100	 0003510788065,00	
814200101	 0003510788065,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000006456497,00	
814200700	 0000155883866,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0000090492199,00	
814201100	 0000000000000,00	
814201200	 0000000000000,00	
814300000	 0000616609306,00	
814300100	 0000000000000,00	
814300200	 0000004852296,00	
814300300	 0000000000000,00	
814300400	 0000611757010,00	
814300500	 0000000000000,00	
814300600	 0000000000000,00	
814400000	 0001092126820,00	
814400100	 0000632257483,00	
814400200	 0000255203772,00	
814400300	 0000204665565,00	
814400400	 0000000000000,00	
814400500	 0000000000000,00	
821000000	 7570678474331,00	
821100000	 0000000000000,00	
821100100	 0000000000000,00	
821100200	 0000000000000,00	
821200000	 5984391593232,00	
821200100	 5173674893491,00	
821200101	 5163170004454,00	
821200102	 0010122733250,00	
821200103	 0000382155787,00	
821200104	 0000000000000,00	
821200600	 0271952375294,00	
821200700	 0041618755661,00	
821200800	 0005639534660,00	
821200900	 0000000000000,00	
821201000	 0485803557669,00	
821201100	 0001805188882,00	
821201200	 0003897287575,00	
821300000	 1062515385277,00	
821300100	 0000414517196,00	
821300200	 0251392731485,00	
821300300	 0000000000000,00	
821300400	 0809270832056,00	
821300500	 0001437304540,00	
821300600	 0000000000000,00	
821400000	 0523771495822,00	
821400100	 0324864817448,00	
821400200	 0074444687350,00	
821400300	 0124461991024,00	
821400400	 0000000000000,00	
821400500	 0000000000000,00	
831000000	 1376549666252,00	
831100000	 0039131715881,00	
831100100	 0010539620325,00	
831100200	 0028592095556,00	
