049	BANCO SECURITY
8110000	 0000000237615,00	
8111000	 0000000000000,00	
8113000	 0000000208569,00	
8114000	 0000000009623,00	
8115000	 0000000019423,00	
8130000	 0000000019745,00	
8131000	 0000000000000,00	
8133000	 0000000009791,00	
8134000	 0000000000121,00	
8135000	 0000000009833,00	
8140000	 0000000001973,00	
8141000	 0000000000000,00	
8143000	 0000000000453,00	
8144000	 0000000000111,00	
8145000	 0000000001409,00	
8310000	 0000001158459,00	
8311000	 0000000021811,00	
8312000	 0000000000000,00	
8314000	 0000000026979,00	
8315000	 0000000247266,00	
8315100	 0000000223893,00	
8315200	 0000000023373,00	
8317000	 0000000862403,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000003205709,00	
8511000	 0000000004027,00	
8513000	 0000003201682,00	
8520000	 0000000660609,00	
8521000	 0000000000000,00	
8523000	 0000000660609,00	
8530000	 0000000167776,00	
8531000	 0000000000000,00	
8533000	 0000000167776,00	
8540000	 0000001410529,00	
8543000	 0000000278685,00	
8544000	 0000000628454,00	
8545000	 0000000503390,00	
8560000	 0000000051001,00	
8563000	 0000000021955,00	
8564000	 0000000009623,00	
8565000	 0000000019423,00	
8610000	 0000000438821,00	
8620000	 0000000015693,00	
8630000	 0000000016009,00	
8640000	 0000000687764,00	
8660000	 0000000000172,00	
8700000	 0000000000066,00	
8710000	 0000000000134,00	
8711000	 0000000000000,00	
8712000	 0000000000025,00	
8713000	 0000000000000,00	
8714000	 0000000000000,00	
8715000	 0000000000021,00	
8716000	 0000000000000,00	
8717000	 0000000000088,00	
8720000	 0000000000068,00	
8721000	 0000000000000,00	
8722000	 0000000000041,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000025,00	
8726000	 0000000000000,00	
8727000	 0000000000002,00	
8910000	 0000000092469,00	
8911000	 0000000000000,00	
8913000	 0000000079445,00	
8914000	 0000000006455,00	
8915000	 0000000006569,00	
