014	SCOTIABANK CHILE
8110000	 0000001003039,00	
8111000	 0000000000000,00	
8113000	 0000000396038,00	
8114000	 0000000346125,00	
8115000	 0000000260876,00	
8130000	 0000000161361,00	
8131000	 0000000000000,00	
8133000	 0000000027475,00	
8134000	 0000000003370,00	
8135000	 0000000130516,00	
8140000	 0000000040185,00	
8141000	 0000000000000,00	
8143000	 0000000006232,00	
8144000	 0000000004205,00	
8145000	 0000000029748,00	
8310000	 0000006832001,00	
8311000	 0000000162576,00	
8312000	 0000000000194,00	
8314000	 0000000089187,00	
8315000	 0000000992347,00	
8315100	 0000000760995,00	
8315200	 0000000231352,00	
8317000	 0000004961644,00	
8318000	 0000000626053,00	
8318100	 0000000548729,00	
8318900	 0000000077324,00	
8319000	 0000000000000,00	
8510000	 0000009658526,00	
8511000	 0000000001391,00	
8513000	 0000009657135,00	
8520000	 0000000230108,00	
8521000	 0000000000000,00	
8523000	 0000000230108,00	
8530000	 0000000095883,00	
8531000	 0000000000000,00	
8533000	 0000000095883,00	
8540000	 0000013168641,00	
8543000	 0000001638772,00	
8544000	 0000008349396,00	
8545000	 0000003180473,00	
8560000	 0000000779487,00	
8563000	 0000000172486,00	
8564000	 0000000346125,00	
8565000	 0000000260876,00	
8610000	 0000002025309,00	
8620000	 0000000006635,00	
8630000	 0000000001495,00	
8640000	 0000004769267,00	
8660000	 0000000029295,00	
8700000	 0000000004826,00	
8710000	 0000000005128,00	
8711000	 0000000000036,00	
8712000	 0000000002020,00	
8713000	 0000000000103,00	
8714000	 0000000000517,00	
8715000	 0000000000211,00	
8716000	 0000000000025,00	
8717000	 0000000002216,00	
8720000	 0000000000302,00	
8721000	 0000000000001,00	
8722000	 0000000000125,00	
8723000	 0000000000001,00	
8724000	 0000000000010,00	
8725000	 0000000000000,00	
8726000	 0000000000002,00	
8727000	 0000000000163,00	
8910000	 0000000405513,00	
8911000	 0000000000000,00	
8913000	 0000000146260,00	
8914000	 0000000175360,00	
8915000	 0000000083893,00	
