504	BANCO BILBAO VIZCAYA ARGENTARIA, CHILE  
4100000	 0000000233776,00	 0000000268635,00	 0000000001618,00	 0000000026225,00
4100100	 0000000001669,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100101	 0000000001669,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100151	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100200	 0000000000055,00	 0000000000000,00	 0000000000000,00	 0000000000127,00
4100201	 0000000000055,00	 0000000000000,00	 0000000000000,00	 0000000000127,00
4100251	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100300	 0000000089429,00	 0000000070641,00	 0000000001618,00	 0000000025612,00
4100301	 0000000066819,00	 0000000025323,00	 0000000000000,00	 0000000017162,00
4100309	 0000000003883,00	 0000000000037,00	 0000000000000,00	 0000000008009,00
4100310	 0000000005237,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100320	 0000000007149,00	 0000000000937,00	 0000000000000,00	 0000000000441,00
4100330	 0000000005795,00	 0000000008186,00	 0000000001618,00	 0000000000000,00
4100340	 0000000000152,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100351	 0000000000000,00	 0000000026670,00	 0000000000000,00	 0000000000000,00
4100359	 0000000000000,00	 0000000000069,00	 0000000000000,00	 0000000000000,00
4100360	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100370	 0000000000000,00	 0000000001479,00	 0000000000000,00	 0000000000000,00
4100380	 0000000000000,00	 0000000007939,00	 0000000000000,00	 0000000000000,00
4100390	 0000000000000,00	 0000000000001,00	 0000000000000,00	 0000000000000,00
4100399	 0000000000394,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100400	 0000000004907,00	 0000000203843,00	 0000000000000,00	 0000000000000,00
4100401	 0000000000000,00	 0000000000563,00	 0000000000000,00	 0000000000000,00
4100402	 0000000000000,00	 0000000000156,00	 0000000000000,00	 0000000000000,00
4100403	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100405	 0000000000000,00	 0000000000969,00	 0000000000000,00	 0000000000000,00
4100407	 0000000000080,00	 0000000100125,00	 0000000000000,00	 0000000000000,00
4100408	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100420	 0000000002683,00	 0000000000012,00	 0000000000000,00	 0000000000000,00
4100430	 0000000000000,00	 0000000000011,00	 0000000000000,00	 0000000000000,00
4100451	 0000000000000,00	 0000000000390,00	 0000000000000,00	 0000000000000,00
4100452	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100455	 0000000000000,00	 0000000000670,00	 0000000000000,00	 0000000000000,00
4100457	 0000000000000,00	 0000000100934,00	 0000000000000,00	 0000000000000,00
4100458	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100480	 0000000001246,00	 0000000000007,00	 0000000000000,00	 0000000000000,00
4100490	 0000000000000,00	 0000000000006,00	 0000000000000,00	 0000000000000,00
4100499	 0000000000898,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100500	 0000000113218,00	 0000000006263,00	 0000000000000,00	 0000000000000,00
4100501	 0000000071065,00	 0000000003661,00	 0000000000000,00	 0000000000000,00
4100510	 0000000015068,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100520	 0000000025349,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100530	 0000000000041,00	 0000000000010,00	 0000000000000,00	 0000000000000,00
4100540	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100590	 0000000000000,00	 0000000002592,00	 0000000000000,00	 0000000000000,00
4100599	 0000000001695,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100600	 0000000020535,00	 0000000000819,00	 0000000000000,00	 0000000000004,00
4100601	 0000000020394,00	 0000000000182,00	 0000000000000,00	 0000000000004,00
4100621	 0000000000000,00	 0000000000156,00	 0000000000000,00	 0000000000000,00
4100651	 0000000000141,00	 0000000000422,00	 0000000000000,00	 0000000000000,00
4100671	 0000000000000,00	 0000000000059,00	 0000000000000,00	 0000000000000,00
4100800	 0000000004357,00	 0000000000555,00	 0000000000000,00	 0000000000482,00
4100801	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4100804	 0000000002340,00	 0000000000000,00	 0000000000000,00	 0000000000115,00
4100810	 0000000001969,00	 0000000000000,00	 0000000000000,00	 0000000000367,00
4100850	 0000000000048,00	 0000000000555,00	 0000000000000,00	 0000000000000,00
4100900	-0000000000394,00	-0000000013486,00	 0000000000000,00	 0000000000000,00
4150000	-0000000154746,00	-0000000163215,00	-0000000000004,00	-0000000005384,00
4150100	-0000000006950,00	-0000000002913,00	 0000000000000,00	 0000000000000,00
4150101	-0000000006947,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150102	-0000000000003,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150103	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150151	 0000000000000,00	-0000000002913,00	 0000000000000,00	 0000000000000,00
4150200	-0000000014000,00	 0000000000000,00	 0000000000000,00	-0000000000034,00
4150201	-0000000014019,00	 0000000000000,00	 0000000000000,00	-0000000000034,00
4150251	 0000000000019,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150300	-0000000123352,00	-0000000030614,00	-0000000000001,00	-0000000001100,00
4150301	-0000000123352,00	-0000000006826,00	-0000000000001,00	-0000000001100,00
4150302	 0000000000000,00	-0000000000096,00	 0000000000000,00	 0000000000000,00
4150309	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150351	 0000000000000,00	-0000000022158,00	 0000000000000,00	 0000000000000,00
4150352	 0000000000000,00	-0000000001313,00	 0000000000000,00	 0000000000000,00
4150359	 0000000000000,00	-0000000000221,00	 0000000000000,00	 0000000000000,00
4150400	-0000000001753,00	 0000000000000,00	 0000000000000,00	-0000000002973,00
4150401	-0000000000720,00	 0000000000000,00	 0000000000000,00	-0000000002973,00
4150451	-0000000001033,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150500	-0000000006958,00	-0000000129017,00	 0000000000000,00	-0000000001244,00
4150501	 0000000000000,00	-0000000001312,00	 0000000000000,00	 0000000000000,00
4150511	-0000000006958,00	-0000000041994,00	 0000000000000,00	-0000000001244,00
4150521	 0000000000000,00	-0000000016063,00	 0000000000000,00	 0000000000000,00
4150522	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150551	 0000000000000,00	-0000000000922,00	 0000000000000,00	 0000000000000,00
4150561	 0000000000000,00	-0000000054016,00	 0000000000000,00	 0000000000000,00
4150571	 0000000000000,00	-0000000014710,00	 0000000000000,00	 0000000000000,00
4150572	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4150600	-0000000001002,00	-0000000000638,00	-0000000000003,00	 0000000000000,00
4150601	-0000000001002,00	-0000000000281,00	-0000000000003,00	 0000000000000,00
4150651	 0000000000000,00	-0000000000357,00	 0000000000000,00	 0000000000000,00
4150800	-0000000000006,00	-0000000000515,00	 0000000000000,00	-0000000000033,00
4150801	-0000000000004,00	 0000000000000,00	 0000000000000,00	-0000000000033,00
4150851	-0000000000002,00	-0000000000515,00	 0000000000000,00	 0000000000000,00
4150900	-0000000000725,00	 0000000000482,00	 0000000000000,00	 0000000000000,00
4200000	 0000000062429,00	 0000000001601,00	 0000000000000,00	 0000000006233,00
4200100	 0000000004027,00	 0000000000000,00	 0000000000000,00	 0000000000025,00
4200200	 0000000001381,00	 0000000001601,00	 0000000000000,00	 0000000004739,00
4200300	 0000000022050,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4200303	 0000000004634,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4200304	 0000000007518,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4200305	 0000000004647,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4200306	 0000000001790,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4200307	 0000000003461,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4200309	 0000000000000,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
4200400	 0000000003821,00	 0000000000000,00	 0000000000000,00	 0000000000026,00
4200500	 0000000012092,00	 0000000000000,00	 0000000000000,00	 0000000000168,00
4200600	 0000000000784,00	 0000000000000,00	 0000000000000,00	 0000000000000,00
