012	BANCO DEL ESTADO DE CHILE
811000000	 2235500827990,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0784407601370,00	
811200100	 0610062872838,00	
811200101	 0557457356083,00	
811200102	 0000000000000,00	
811200103	 0052605516755,00	
811200104	 0000000000000,00	
811200600	 0005335890704,00	
811200700	 0004616486257,00	
811200800	 0000261530109,00	
811200900	 0000110614446,00	
811201000	 0053927829511,00	
811201100	 0109061025677,00	
811201200	 0001031351828,00	
811300000	 1198966671820,00	
811300100	 0041044511452,00	
811300200	 0072368095004,00	
811300300	 0000000000000,00	
811300400	 1057743175848,00	
811300500	 0000000000000,00	
811300600	 0027810889516,00	
811400000	 0252126554800,00	
811400100	 0227575691288,00	
811400200	 0009422386368,00	
811400300	 0015128477144,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0779047419299,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0323478877687,00	
812200100	 0199594738168,00	
812200101	 0183880937800,00	
812200102	 0000000000000,00	
812200103	 0015713800368,00	
812200104	 0000000000000,00	
812200600	 0004290126161,00	
812200700	 0001828653096,00	
812200800	 0000153068278,00	
812200900	 0000064022596,00	
812201000	 0026116416394,00	
812201100	 0089599193014,00	
812201200	 0001832659980,00	
812300000	 0426525410955,00	
812300100	 0014485213151,00	
812300200	 0026636081522,00	
812300300	 0000000000000,00	
812300400	 0376843940945,00	
812300500	 0000000000000,00	
812300600	 0008560175337,00	
812400000	 0029043130657,00	
812400100	 0024790374263,00	
812400200	 0000941275167,00	
812400300	 0003311481227,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0037996360411,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0017887368997,00	
813200100	 0010677609481,00	
813200101	 0010677609481,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000151690287,00	
813200700	 0000000000000,00	
813200800	 0000000000000,00	
813200900	 0000020139368,00	
813201000	 0000742106530,00	
813201100	 0004670617442,00	
813201200	 0001625205889,00	
813300000	 0006831280231,00	
813300100	 0000292935828,00	
813300200	 0000363594945,00	
813300300	 0000000000000,00	
813300400	 0004169623823,00	
813300500	 0000000000000,00	
813300600	 0002005125635,00	
813400000	 0013277711183,00	
813400100	 0011230681118,00	
813400200	 0000371117624,00	
813400300	 0001675912441,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0013453786801,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0006482970040,00	
814200100	 0005445278633,00	
814200101	 0005445278633,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000026570125,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0000157967166,00	
814201100	 0000000000000,00	
814201200	 0000853154116,00	
814300000	 0001929171625,00	
814300100	 0000209641209,00	
814300200	 0000034376204,00	
814300300	 0000000000000,00	
814300400	 0001529011102,00	
814300500	 0000000000000,00	
814300600	 0000156143110,00	
814400000	 0005041645136,00	
814400100	 0003073538368,00	
814400200	 0000549173189,00	
814400300	 0001418933579,00	
814400400	 0000000000000,00	
814400500	 0000000000000,00	
821000000	 29259235107095,00	
821100000	 0837199152083,00	
821100100	 0000000000000,00	
821100200	 0837199152083,00	
821200000	 14704205465375,00	
821200100	 11543137032866,00	
821200101	 10758648985477,00	
821200102	 0030186259657,00	
821200103	 0591089459370,00	
821200104	 0163212328362,00	
821200600	 0898542761092,00	
821200700	 0119931887468,00	
821200800	 0002350054680,00	
821200900	 0331291856795,00	
821201000	 0859660672448,00	
821201100	 0944794586316,00	
821201200	 0004496613710,00	
821300000	 11718065809142,00	
821300100	 0261613887529,00	
821300200	 0483432239846,00	
821300300	 0000000000000,00	
821300400	 10782751493580,00	
821300500	 0000000000000,00	
821300600	 0190268188187,00	
821400000	 1999764680495,00	
821400100	 1641692845563,00	
821400200	 0068703122479,00	
821400300	 0289368712453,00	
821400400	 0000000000000,00	
821400500	 0000000000000,00	
831000000	 5192036699077,00	
831100000	 0487760093342,00	
831100100	 0380886660973,00	
831100200	 0106873432369,00	
831200000	 0340676537699,00	
831300000	 0000000000000,00	
831500000	 1487143311156,00	
831500100	 1330210820788,00	
831500200	 0156932490368,00	
831600000	 0000000000000,00	
831600100	 0000000000000,00	
831600200	 0000000000000,00	
831600300	 0000000000000,00	
831600400	 0000000000000,00	
831600500	 0000000000000,00	
831700000	 1753880295544,00	
831700100	 0569793314461,00	
831700200	 0006313395062,00	
831700300	 0318553395183,00	
831700400	 0859220190838,00	
831700500	 0000000000000,00	
831800000	 1122576461336,00	
831800100	 1038992403516,00	
831800200	 0083584057820,00	
831900000	 0000000000000,00	
832000000	 0147127859604,00	
832100000	 0088776781030,00	
832100100	 0041931852432,00	
832100200	 0046844928598,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0000000000000,00	
832500100	 0000000000000,00	
832500200	 0000000000000,00	
832500300	 0000000000000,00	
832700000	 0058351078574,00	
832700100	 0000000000000,00	
832700101	 0000000000000,00	
832700102	 0000000000000,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0058351078574,00	
832700201	 0000000000000,00	
832700202	 0058351078574,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 7707449828946,00	
833050000	 2535108599981,00	
833050100	 0000000000000,00	
833050200	 2535108599981,00	
833100000	 0766041794110,00	
833200000	 0005236500000,00	
833300000	 4401062934855,00	
833300100	 4400250088457,00	
833300200	 0000812846398,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0000000000000,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0000000000000,00	
833500500	 0000000000000,00	
833500600	 0000000000000,00	
833500700	 0000000000000,00	
841000000	 0129750000000,00	
841000100	 0059850000000,00	
841000200	 0069900000000,00	
841000300	 0000000000000,00	
841000400	 0000000000000,00	
841000500	 0000000000000,00	
841000600	 0000000000000,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0001244797252,00	
844200000	 0039227602516,00	
844300000	 0004306233309,00	
844400000	 0000000000000,00	
844400100	 0000000000000,00	
844400200	 0000000000000,00	
844500000	 3189283199999,00	
844500100	 2750020249999,00	
844500200	 0000000000000,00	
844500300	 0439262950000,00	
844600000	 0000450176162,00	
845250000	 1602179835129,00	
845250100	 0000000000000,00	
845250200	 0000000000000,00	
845250300	 0000000000000,00	
845250400	 0000000000000,00	
845250500	 1598390137979,00	
845250501	 0989613195229,00	
845250502	 0001302438743,00	
845250503	 0153658058986,00	
845250504	 0103200548781,00	
845250505	 0005813420358,00	
845250509	 0344802475882,00	
845250600	 0003789697150,00	
845250601	 0000000000000,00	
845250602	 0003789697150,00	
845250603	 0000000000000,00	
845250609	 0000000000000,00	
845500000	 0088276021361,00	
845500100	 0000000000000,00	
845500200	 0000000000000,00	
845500300	 0020029372694,00	
845500400	 0000000000000,00	
845500500	 0068246648667,00	
845500501	 0010039443736,00	
845500502	 0000000000000,00	
845500503	 0000009389073,00	
845500504	 0000000000000,00	
845500509	 0058197815858,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0000778631484,00	
847100000	 0001348688404,00	
847100100	 0000005021135,00	
847100200	 0000963993902,00	
847100300	 0000017443073,00	
847100400	 0000010171457,00	
847100500	 0000125395618,00	
847100600	 0000065122325,00	
847100700	 0000161540894,00	
847200000	 0000570056920,00	
847200100	 0000000000000,00	
847200200	 0000224581650,00	
847200300	 0000000000000,00	
847200400	 0000000000000,00	
847200500	 0000000000000,00	
847200600	 0000041796005,00	
847200700	 0000303679265,00	
851000000	 10008928676341,00	
851100000	 0837199152083,00	
851200000	 9171729524258,00	
852000000	 0512716718730,00	
852100000	 0000000000000,00	
852200000	 0512716718730,00	
853000000	 0264513688077,00	
853100000	 0000000000000,00	
853200000	 0264513688077,00	
854000000	 16539738732239,00	
854200000	 4285598208291,00	
854300000	 10507137802282,00	
854400000	 1747002721666,00	
855000000	 1915803947194,00	
855200000	 0464710720574,00	
855300000	 1198966671820,00	
855400000	 0252126554800,00	
856050000	 3292394166903,00	
856050100	 0487221915685,00	
856050200	 0339593438633,00	
856050300	 0000000000000,00	
856050400	 1428746323931,00	
856050500	 0477318844350,00	
856050600	 0000000000000,00	
856050800	 0559513644304,00	
856050900	 0000000000000,00	
856150000	 0047902621261,00	
856150100	 0000538177657,00	
856150200	 0000163399195,00	
856150300	 0000000000000,00	
856150400	 0044172981779,00	
856150500	 0001114523190,00	
856150600	 0000000000000,00	
856150800	 0001913539440,00	
856150900	 0000000000000,00	
856250000	 0001599794801,00	
856250100	 0000000000000,00	
856250200	 0000034761316,00	
856250300	 0000000000000,00	
856250400	 0001216117662,00	
856250500	 0000048640703,00	
856250600	 0000000000000,00	
856250800	 0000300275120,00	
856250900	 0000000000000,00	
856350000	 0664972390201,00	
856350100	 0000000000000,00	
856350200	 0000884938555,00	
856350300	 0000000000000,00	
856350400	 0012713124066,00	
856350500	 0095970166823,00	
856350600	 0000000000000,00	
856350700	 0539608405752,00	
856350800	 0015795755005,00	
856350900	 0000000000000,00	
856450000	 0007394139890,00	
856450100	 0000000000000,00	
856450200	 0000000000000,00	
856450300	 0000000000000,00	
856450400	 0000294763718,00	
856450500	 0001654534457,00	
856450600	 0000000000000,00	
856450700	 0005427846711,00	
856450800	 0000016995004,00	
856450900	 0000000000000,00	
856550000	 1154828397428,00	
856550100	 0293629508335,00	
