039	ITAÚ CORPBANCA
411000000	 0229515504867,00	
411100000	 0206257075791,00	
411150000	 0002234608208,00	
411150100	 0000000000000,00	
411150101	 0000000000000,00	
411150102	 0000000000000,00	
411150103	 0000000000000,00	
411150200	 0000574003076,00	
411150201	 0000574003076,00	
411150202	 0000000000000,00	
411150203	 0000000000000,00	
411150300	 0001660605132,00	
411150301	 0001660605132,00	
411150302	 0000000000000,00	
411150400	 0000000000000,00	
411150401	 0000000000000,00	
411150402	 0000000000000,00	
411200000	 0002875044098,00	
411200100	 0000285781497,00	
411200101	 0000000000000,00	
411200102	 0000285781497,00	
411200109	 0000000000000,00	
411200200	 0000000000000,00	
411200201	 0000000000000,00	
411200202	 0000000000000,00	
411200209	 0000000000000,00	
411200300	 0002589262601,00	
411200301	 0000000000000,00	
411200302	 0000000000000,00	
411200303	 0000000000000,00	
411200304	 0000000000000,00	
411200309	 0002589262601,00	
411250000	 0000143754891,00	
411250100	 0000008888889,00	
411250101	 0000008888889,00	
411250102	 0000000000000,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0000134866002,00	
411250201	 0000134866002,00	
411250202	 0000000000000,00	
411250203	 0000000000000,00	
411250204	 0000000000000,00	
411250205	 0000000000000,00	
411250206	 0000000000000,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0000000000000,00	
411250301	 0000000000000,00	
411250302	 0000000000000,00	
411250309	 0000000000000,00	
411250400	 0000000000000,00	
411250401	 0000000000000,00	
411250402	 0000000000000,00	
411250409	 0000000000000,00	
411280000	 0107255575896,00	
411280100	 0085012552203,00	
411280101	 0053514906600,00	
411280102	 0026717673448,00	
411280103	 0000000000000,00	
411280104	 0000000567946,00	
411280105	 0000000050900,00	
411280106	 0004779353309,00	
411280200	 0004394766736,00	
411280201	 0004245648253,00	
411280202	 0000000000000,00	
411280203	 0000000000000,00	
411280204	 0000000000000,00	
411280205	 0000000000000,00	
411280209	 0000149118483,00	
411280300	 0002605971952,00	
411280400	 0000113712245,00	
411280500	 0002368279076,00	
411280501	 0001856627196,00	
411280502	 0000511651880,00	
411280600	 0008503623619,00	
411280601	 0001556153410,00	
411280602	 0006947470209,00	
411280700	 0004256670065,00	
411280701	 0004224405062,00	
411280702	 0000032265003,00	
411280709	 0000000000000,00	
411280900	 0000000000000,00	
411280901	 0000000000000,00	
411280902	 0000000000000,00	
411280990	 0000000000000,00	
411350000	 0031969373054,00	
411350100	 0000136679874,00	
411350200	 0000514385341,00	
411350300	 0000000000000,00	
411350400	 0027546983028,00	
411350401	 0022641158762,00	
411350402	 0004905824266,00	
411350500	 0003771324811,00	
411350900	 0000000000000,00	
411350901	 0000000000000,00	
411350902	 0000000000000,00	
411350903	 0000000000000,00	
411350990	 0000000000000,00	
411380000	 0056644560367,00	
411380100	 0039177047718,00	
411380200	 0005077802133,00	
411380300	 0012346333321,00	
411380400	 0000013020570,00	
411380900	 0000030356625,00	
411380901	 0000030356625,00	
411380990	 0000000000000,00	
411450000	 0005134159277,00	
411450100	 0004471750000,00	
411450101	 0000000000000,00	
411450102	 0004471750000,00	
411450109	 0000000000000,00	
411450200	 0000028868302,00	
411450201	 0000000000000,00	
411450202	 0000028868302,00	
411450209	 0000000000000,00	
411450300	 0000000000000,00	
411450400	 0000195877144,00	
411450900	 0000437663831,00	
411700000	 0017413045081,00	
411720000	 0017249317255,00	
411720100	 0017068458054,00	
411720101	 0016018824123,00	
411720102	 0000678649762,00	
411720109	 0000370984169,00	
411720200	 0000100983985,00	
411720201	 0000052835363,00	
411720202	 0000000000000,00	
411720209	 0000048148622,00	
411720300	 0000079875216,00	
411720301	 0000000000000,00	
411720302	 0000005182424,00	
411720303	 0000054949903,00	
411720304	 0000000000000,00	
411720309	 0000019742889,00	
411740000	 0000163727826,00	
411740100	 0000000000000,00	
411740101	 0000000000000,00	
411740102	 0000000000000,00	
411740103	 0000000000000,00	
411740104	 0000000000000,00	
411740200	 0000163727826,00	
411800000	 0005845383995,00	
411800100	 0046089913550,00	
411800200	-0034588227440,00	
411800300	-0005656302115,00	
412000000	-0100056074425,00	
412100000	-0105188993578,00	
412150000	-0009504722459,00	
412150100	-0001050018907,00	
412150101	 0000000000000,00	
412150102	 0000000000000,00	
412150103	-0001049912232,00	
412150104	-0000000106675,00	
412150200	-0008311776824,00	
412150201	 0000000000000,00	
412150202	-0008311776824,00	
412150300	 0000000000000,00	
412150500	-0000142926728,00	
412180000	-0057564318903,00	
412180100	-0057564053072,00	
412180200	-0000000001275,00	
412180201	-0000000001275,00	
412180202	 0000000000000,00	
412180300	-0000000264556,00	
