039	ITAÚ CORPBANCA
811000000	 1559373737046,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1223756890961,00	
811200100	 1100309881818,00	
811200101	 0868946335894,00	
811200102	 0230803454193,00	
811200103	 0000560091731,00	
811200104	 0000000000000,00	
811200600	 0000956383139,00	
811200700	 0007296161921,00	
811200800	 0000271900451,00	
811200900	 0000550527075,00	
811201000	 0060339419150,00	
811201100	 0052713821259,00	
811201200	 0001318796148,00	
811300000	 0213320254956,00	
811300100	 0001224659030,00	
811300200	 0006728435369,00	
811300300	 0000000000000,00	
811300400	 0193897150385,00	
811300500	 0008550390531,00	
811300600	 0002919619641,00	
811400000	 0122296591129,00	
811400100	 0099818768433,00	
811400200	 0007169321359,00	
811400300	 0014191207719,00	
811400400	 0000009600609,00	
811400500	 0001107693009,00	
812000000	 0831303086644,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0709596600477,00	
812200100	 0578413188782,00	
812200101	 0476873368576,00	
812200102	 0101406307018,00	
812200103	 0000133513188,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000038072308,00	
812200800	 0000239327682,00	
812200900	 0000000000000,00	
812201000	 0023794939629,00	
812201100	 0107111072076,00	
812201200	 0000000000000,00	
812300000	 0063447236918,00	
812300100	 0000508909183,00	
812300200	 0000610220359,00	
812300300	 0000000000000,00	
812300400	 0032690881574,00	
812300500	 0028787360997,00	
812300600	 0000849864805,00	
812400000	 0058259249249,00	
812400100	 0043207366864,00	
812400200	 0000078757860,00	
812400300	 0011719789909,00	
812400400	 0000042504643,00	
812400500	 0003210829973,00	
813000000	 0044864255218,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0021619906863,00	
813200100	 0017964976321,00	
813200101	 0003035991563,00	
813200102	 0014480308999,00	
813200103	 0000448675759,00	
813200104	 0000000000000,00	
813200600	 0000040154823,00	
813200700	 0000545325646,00	
813200800	 0000145796767,00	
813200900	 0000002203795,00	
813201000	 0001167345806,00	
813201100	 0001754103705,00	
813201200	 0000000000000,00	
813300000	 0001332069375,00	
813300100	 0000001554467,00	
813300200	 0000034686822,00	
813300300	 0000000000000,00	
813300400	 0001249913949,00	
813300500	 0000045914137,00	
813300600	 0000000000000,00	
813400000	 0021912278980,00	
813400100	 0016680893859,00	
813400200	 0001064972152,00	
813400300	 0003787187550,00	
813400400	 0000002049344,00	
813400500	 0000377176075,00	
814000000	 0009839639175,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0003645811843,00	
814200100	 0002519628626,00	
814200101	 0000926832936,00	
814200102	 0001299051392,00	
814200103	 0000293744298,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000061174270,00	
814200800	 0000036057751,00	
814200900	 0000005347112,00	
814201000	 0000206582111,00	
814201100	 0000817021973,00	
814201200	 0000000000000,00	
814300000	 0000984417774,00	
814300100	 0000051372883,00	
814300200	 0000110512291,00	
814300300	 0000000000000,00	
814300400	 0000719449036,00	
814300500	 0000103083564,00	
814300600	 0000000000000,00	
814400000	 0005209409558,00	
814400100	 0004060485693,00	
814400200	 0000275678855,00	
814400300	 0000779657577,00	
814400400	 0000009292617,00	
814400500	 0000084294816,00	
821000000	 25036721382713,00	
821100000	 0087387221662,00	
821100100	 0000000000000,00	
821100200	 0087387221662,00	
821200000	 15594941084005,00	
821200100	 12546346402001,00	
821200101	 8469622492020,00	
821200102	 3117022808104,00	
821200103	 0959701101877,00	
821200104	 0000000000000,00	
821200600	 1134110451881,00	
821200700	 0088958011370,00	
821200800	 0023453072053,00	
821200900	 0244072992559,00	
821201000	 0946998079462,00	
821201100	 0611002074679,00	
821201200	 0000000000000,00	
821300000	 6375708709282,00	
821300100	 0016122796959,00	
821300200	 0078680770129,00	
821300300	 0000000000000,00	
821300400	 5921624599320,00	
821300500	 0303401576104,00	
821300600	 0055878966770,00	
821400000	 2978684367764,00	
821400100	 2181650163381,00	
821400200	 0123645961973,00	
821400300	 0635361108440,00	
821400400	 0000848389547,00	
821400500	 0037178744423,00	
831000000	 7686453224219,00	
831100000	 0509598103558,00	
831100100	 0145520481076,00	
831100200	 0364077622482,00	
831200000	 0247029249714,00	
831300000	 0016254331109,00	
831500000	 1789077473557,00	
831500100	 1129830947858,00	
831500200	 0659246525699,00	
831600000	 4463833042872,00	
831600100	 0477553048562,00	
831600200	 0123874879611,00	
831600300	 2847018324293,00	
831600400	 1015386790406,00	
