028	BANCO BICE
811000000	 0173337493224,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0158994860757,00	
811200100	 0142365818367,00	
811200101	 0140455720208,00	
811200102	 0000000000000,00	
811200103	 0001910098159,00	
811200104	 0000000000000,00	
811200600	 0000779867172,00	
811200700	 0000619315127,00	
811200800	 0000011830115,00	
811200900	 0000438067396,00	
811201000	 0013753788926,00	
811201100	 0000000000000,00	
811201200	 0001026173654,00	
811300000	 0009741001728,00	
811300100	 0000000000000,00	
811300200	 0003249271528,00	
811300300	 0000000000000,00	
811300400	 0006410306984,00	
811300500	 0000000000000,00	
811300600	 0000081423216,00	
811400000	 0004601630739,00	
811400100	 0003606559153,00	
811400200	 0000432104662,00	
811400300	 0000562966924,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0070336379271,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0063842246016,00	
812200100	 0061309881205,00	
812200101	 0061097311808,00	
812200102	 0000000000000,00	
812200103	 0000212569397,00	
812200104	 0000000000000,00	
812200600	 0000779867172,00	
812200700	 0000171330384,00	
812200800	 0000004002753,00	
812200900	 0000000000000,00	
812201000	 0001577164502,00	
812201100	 0000000000000,00	
812201200	 0000000000000,00	
812300000	 0005641350800,00	
812300100	 0000000000000,00	
812300200	 0002343263184,00	
812300300	 0000000000000,00	
812300400	 0003297920611,00	
812300500	 0000000000000,00	
812300600	 0000000167005,00	
812400000	 0000852782455,00	
812400100	 0000641227819,00	
812400200	 0000106491228,00	
812400300	 0000105063408,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0000695605499,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0000359949820,00	
813200100	 0000203364521,00	
813200101	 0000203364521,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000026414908,00	
813200800	 0000000000000,00	
813200900	 0000076945020,00	
813201000	 0000000000000,00	
813201100	 0000000000000,00	
813201200	 0000053225371,00	
813300000	 0000000000000,00	
813300100	 0000000000000,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0000000000000,00	
813300500	 0000000000000,00	
813300600	 0000000000000,00	
813400000	 0000335655679,00	
813400100	 0000210341276,00	
813400200	 0000050764670,00	
813400300	 0000074549733,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0000258257879,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0000030369376,00	
814200100	 0000000000000,00	
814200101	 0000000000000,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000000000000,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0000019721848,00	
814201100	 0000000000000,00	
