028	BANCO BICE
8110000	 0000000143868,00	
8111000	 0000000000000,00	
8113000	 0000000134449,00	
8114000	 0000000006481,00	
8115000	 0000000002938,00	
8130000	 0000000001410,00	
8131000	 0000000000000,00	
8133000	 0000000000894,00	
8134000	 0000000000019,00	
8135000	 0000000000497,00	
8140000	 0000000000494,00	
8141000	 0000000000000,00	
8143000	 0000000000423,00	
8144000	 0000000000000,00	
8145000	 0000000000071,00	
8310000	 0000001573742,00	
8311000	 0000000033086,00	
8312000	 0000000016894,00	
8314000	 0000000034430,00	
8315000	 0000000405349,00	
8315100	 0000000396133,00	
8315200	 0000000009216,00	
8317000	 0000000922391,00	
8318000	 0000000147802,00	
8318100	 0000000000000,00	
8318900	 0000000147802,00	
8319000	 0000000013790,00	
8510000	 0000004656476,00	
8511000	 0000000000000,00	
8513000	 0000004656476,00	
8520000	 0000000172149,00	
8521000	 0000000000000,00	
8523000	 0000000172149,00	
8530000	 0000000082585,00	
8531000	 0000000000000,00	
8533000	 0000000082585,00	
8540000	 0000001711305,00	
8543000	 0000000390815,00	
8544000	 0000001157010,00	
8545000	 0000000163480,00	
8560000	 0000000021170,00	
8563000	 0000000011751,00	
8564000	 0000000006481,00	
8565000	 0000000002938,00	
8610000	 0000001126706,00	
8620000	 0000000022081,00	
8630000	 0000000000005,00	
8640000	 0000000424413,00	
8660000	 0000000000537,00	
8700000	 0000000000110,00	
8710000	 0000000000181,00	
8711000	 0000000000000,00	
8712000	 0000000000088,00	
8713000	 0000000000000,00	
8714000	 0000000000003,00	
8715000	 0000000000000,00	
8716000	 0000000000022,00	
8717000	 0000000000068,00	
8720000	 0000000000071,00	
8721000	 0000000000000,00	
8722000	 0000000000068,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000000,00	
8727000	 0000000000003,00	
8910000	 0000000023195,00	
8911000	 0000000000000,00	
8913000	 0000000018779,00	
8914000	 0000000003788,00	
8915000	 0000000000628,00	
