055	BANCO CONSORCIO
8110000	 0000000048412,00	
8111000	 0000000000000,00	
8113000	 0000000046281,00	
8114000	 0000000000626,00	
8115000	 0000000001505,00	
8130000	 0000000002918,00	
8131000	 0000000000000,00	
8133000	 0000000001270,00	
8134000	 0000000000036,00	
8135000	 0000000001612,00	
8140000	 0000000000512,00	
8141000	 0000000000000,00	
8143000	 0000000000004,00	
8144000	 0000000000005,00	
8145000	 0000000000503,00	
8310000	 0000000077763,00	
8311000	 0000000000000,00	
8312000	 0000000007510,00	
8314000	 0000000000000,00	
8315000	 0000000058079,00	
8315100	 0000000056928,00	
8315200	 0000000001151,00	
8317000	 0000000012174,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002009373,00	
8511000	 0000000000000,00	
8513000	 0000002009373,00	
8520000	 0000000166493,00	
8521000	 0000000000000,00	
8523000	 0000000166493,00	
8530000	 0000000027158,00	
8531000	 0000000000000,00	
8533000	 0000000027158,00	
8540000	 0000000237192,00	
8543000	 0000000010473,00	
8544000	 0000000149271,00	
8545000	 0000000077448,00	
8560000	 0000000002192,00	
8563000	 0000000000061,00	
8564000	 0000000000626,00	
8565000	 0000000001505,00	
8610000	 0000000075895,00	
8620000	 0000000000508,00	
8630000	 0000000000115,00	
8640000	 0000000001244,00	
8660000	 0000000000001,00	
