028	BANCO BICE
8110000	 0000000112172,00	
8111000	 0000000000000,00	
8113000	 0000000104072,00	
8114000	 0000000005271,00	
8115000	 0000000002829,00	
8130000	 0000000002885,00	
8131000	 0000000000000,00	
8133000	 0000000001322,00	
8134000	 0000000000014,00	
8135000	 0000000001549,00	
8140000	 0000000000956,00	
8141000	 0000000000000,00	
8143000	 0000000000290,00	
8144000	 0000000000137,00	
8145000	 0000000000529,00	
8310000	 0000001453206,00	
8311000	 0000000016352,00	
8312000	 0000000015061,00	
8314000	 0000000049558,00	
8315000	 0000000339248,00	
8315100	 0000000318660,00	
8315200	 0000000020588,00	
8317000	 0000000882822,00	
8318000	 0000000140890,00	
8318100	 0000000000000,00	
8318900	 0000000140890,00	
8319000	 0000000009275,00	
8510000	 0000003463065,00	
8511000	 0000000000000,00	
8513000	 0000003463065,00	
8520000	 0000000254319,00	
8521000	 0000000000000,00	
8523000	 0000000254319,00	
8530000	 0000000036134,00	
8531000	 0000000000000,00	
8533000	 0000000036134,00	
8540000	 0000001450747,00	
8543000	 0000000338497,00	
8544000	 0000000968868,00	
8545000	 0000000143382,00	
8560000	 0000000016223,00	
8563000	 0000000008123,00	
8564000	 0000000005271,00	
8565000	 0000000002829,00	
8610000	 0000001095618,00	
8620000	 0000000024841,00	
8630000	 0000000000127,00	
8640000	 0000000332272,00	
8660000	 0000000000348,00	
