999	SISTEMA FINANCIERO
8110000	 0000008688132,00	
8111000	 0000000000000,00	
8113000	 0000004552937,00	
8114000	 0000002517547,00	
8115000	 0000001617648,00	
8130000	 0000001459330,00	
8131000	 0000000000000,00	
8133000	 0000000405017,00	
8134000	 0000000051477,00	
8135000	 0000001002836,00	
8140000	 0000000323679,00	
8141000	 0000000000000,00	
8143000	 0000000093924,00	
8144000	 0000000042694,00	
8145000	 0000000187061,00	
8310000	 0000052205458,00	
8311000	 0000001920851,00	
8312000	 0000000304509,00	
8314000	 0000001202986,00	
8315000	 0000010108234,00	
8315100	 0000007806402,00	
8315200	 0000002301832,00	
8317000	 0000034371847,00	
8318000	 0000004287756,00	
8318100	 0000002538010,00	
8318900	 0000001749746,00	
8319000	 0000000009275,00	
8510000	 0000074807332,00	
8511000	 0000001496291,00	
8513000	 0000073311041,00	
8520000	 0000003888969,00	
8521000	 0000000000000,00	
8523000	 0000003888969,00	
8530000	 0000001931512,00	
8531000	 0000000000000,00	
8533000	 0000001931512,00	
8540000	 0000084551115,00	
8543000	 0000017550913,00	
8544000	 0000046178656,00	
8545000	 0000020821546,00	
8560000	 0000005872839,00	
8563000	 0000001737646,00	
8564000	 0000002517546,00	
8565000	 0000001617647,00	
8610000	 0000021716747,00	
8620000	 0000000398172,00	
8630000	 0000000032251,00	
8640000	 0000029970554,00	
8660000	 0000000087734,00	
