012	BANCO DEL ESTADO DE CHILE
811000000	 2711111936896,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1063118769986,00	
811200100	 0832861737562,00	
811200101	 0768746423670,00	
811200102	 0000000000000,00	
811200103	 0064115313892,00	
811200104	 0000000000000,00	
811200600	 0006173651227,00	
811200700	 0007717711745,00	
811200800	 0000589986088,00	
811200900	 0001349515197,00	
811201000	 0064621091481,00	
811201100	 0144843949876,00	
811201200	 0004961126810,00	
811300000	 1323551326634,00	
811300100	 0037827729063,00	
811300200	 0072568537763,00	
811300300	 0000000000000,00	
811300400	 1186788556231,00	
811300500	 0000000000000,00	
811300600	 0026366503577,00	
811400000	 0324441840276,00	
811400100	 0288207195100,00	
811400200	 0013682103374,00	
811400300	 0022552541802,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 1010238908736,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0440195997716,00	
812200100	 0290545356585,00	
812200101	 0268514189495,00	
812200102	 0000000000000,00	
812200103	 0022031167090,00	
812200104	 0000000000000,00	
812200600	 0004362983397,00	
812200700	 0003707450979,00	
812200800	 0000378884234,00	
812200900	 0000623502212,00	
812201000	 0021633882821,00	
812201100	 0116993911252,00	
812201200	 0001950026236,00	
812300000	 0525753237536,00	
812300100	 0015047246779,00	
812300200	 0030922549712,00	
812300300	 0000000000000,00	
812300400	 0470502776115,00	
812300500	 0000000000000,00	
812300600	 0009280664930,00	
812400000	 0044289673484,00	
812400100	 0035674434252,00	
812400200	 0001949418705,00	
812400300	 0006665820527,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0223624296963,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0090234143252,00	
813200100	 0058400882983,00	
813200101	 0058400882983,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0001862114954,00	
813200700	 0000000000000,00	
813200800	 0000000000000,00	
813200900	 0000025791828,00	
813201000	 0004150369032,00	
813201100	 0013882572313,00	
813201200	 0011912412142,00	
813300000	 0030248358125,00	
813300100	 0001340053540,00	
813300200	 0001723163019,00	
813300300	 0000000000000,00	
813300400	 0022057020339,00	
813300500	 0000000000000,00	
813300600	 0005128121227,00	
813400000	 0103141795586,00	
813400100	 0085015738787,00	
813400200	 0003361867684,00	
813400300	 0014764189115,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0070655939552,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0032278354084,00	
814200100	 0025675687427,00	
814200101	 0025675687427,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000049494454,00	
814200700	 0000156098267,00	
814200800	 0000000000000,00	
814200900	 0000596874414,00	
814201000	 0001358125621,00	
814201100	 0000000000000,00	
814201200	 0004442073901,00	
814300000	 0012719953711,00	
814300100	 0000916240072,00	
814300200	 0000425005835,00	
814300300	 0000000000000,00	
814300400	 0009704851777,00	
814300500	 0000000000000,00	
814300600	 0001673856027,00	
814400000	 0025657631757,00	
814400100	 0016282249165,00	
814400200	 0002466802796,00	
814400300	 0006908579796,00	
814400400	 0000000000000,00	
814400500	 0000000000000,00	
821000000	 32027077439673,00	
821100000	 0940732203025,00	
821100100	 0000000000000,00	
821100200	 0940732203025,00	
821200000	 15771734748220,00	
821200100	 12257390502190,00	
821200101	 11313956247449,00	
821200102	 0024778373892,00	
821200103	 0696817308960,00	
821200104	 0221838571889,00	
821200600	 0883986885225,00	
821200700	 0277316329294,00	
821200800	 0005436434105,00	
821200900	 0299491116107,00	
821201000	 0949549073317,00	
821201100	 1089826788730,00	
821201200	 0008737619252,00	
821300000	 13041839795316,00	
821300100	 0230635527125,00	
821300200	 0478725454703,00	
821300300	 0000000000000,00	
821300400	 12145714312409,00	
821300500	 0000000000000,00	
821300600	 0186764501079,00	
821400000	 2272770693112,00	
821400100	 1791171897767,00	
821400200	 0096166438528,00	
821400300	 0385432356817,00	
821400400	 0000000000000,00	
821400500	 0000000000000,00	
831000000	 6276536346510,00	
831100000	 0576569182576,00	
831100100	 0457276475311,00	
831100200	 0119292707265,00	
831200000	 0244055512764,00	
831300000	 0000000000000,00	
831500000	 1875096539329,00	
831500100	 1540513461620,00	
