039	ITAÚ CORPBANCA
811000000	 1605122338171,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1209320481156,00	
811200100	 1066607741400,00	
811200101	 0901768101479,00	
811200102	 0164492902055,00	
811200103	 0000346737866,00	
811200104	 0000000000000,00	
811200600	 0007162527279,00	
811200700	 0011352363464,00	
811200800	 0000206161592,00	
811200900	 0002937025006,00	
811201000	 0058196191172,00	
811201100	 0060429772613,00	
811201200	 0002428698630,00	
811300000	 0245180915911,00	
811300100	 0001255287573,00	
811300200	 0007567773247,00	
811300300	 0000000000000,00	
811300400	 0223530099265,00	
811300500	 0009581506585,00	
811300600	 0003246249241,00	
811400000	 0150620941104,00	
811400100	 0118042637963,00	
811400200	 0009907374788,00	
811400300	 0021397076045,00	
811400400	 0000018684408,00	
811400500	 0001255167900,00	
812000000	 0937047329473,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0657660416928,00	
812200100	 0574096067731,00	
812200101	 0460417462763,00	
812200102	 0064992814986,00	
812200103	 0048685789982,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000174170566,00	
812200800	 0000171320289,00	
812200900	 0000000000000,00	
812201000	 0040231346827,00	
812201100	 0042987511515,00	
812201200	 0000000000000,00	
812300000	 0197679366900,00	
812300100	 0000782857089,00	
812300200	 0003854432102,00	
812300300	 0000000000000,00	
812300400	 0144689883048,00	
812300500	 0047524933930,00	
812300600	 0000827260731,00	
812400000	 0081707545645,00	
812400100	 0065538119636,00	
812400200	 0000063788819,00	
812400300	 0012665116734,00	
812400400	 0000022802471,00	
812400500	 0003417717985,00	
813000000	 0280618397297,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0130651808937,00	
813200100	 0098765306315,00	
813200101	 0038372494416,00	
813200102	 0057191649507,00	
813200103	 0003201162392,00	
813200104	 0000000000000,00	
813200600	 0018107386142,00	
813200700	 0002966150590,00	
813200800	 0000078411169,00	
813200900	 0000139371372,00	
813201000	 0002541318471,00	
813201100	 0008053864878,00	
813201200	 0000000000000,00	
813300000	 0008362771492,00	
813300100	 0000018674603,00	
813300200	 0000206272278,00	
813300300	 0000000000000,00	
813300400	 0007303572965,00	
813300500	 0000834251646,00	
813300600	 0000000000000,00	
813400000	 0141603816868,00	
813400100	 0103745045519,00	
813400200	 0006038686345,00	
813400300	 0029557792531,00	
813400400	 0000007294436,00	
813400500	 0002254998037,00	
814000000	 0080623229895,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0042159225804,00	
814200100	 0037154222478,00	
814200101	 0032946795163,00	
814200102	 0004207427315,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000374825756,00	
814200800	 0000056515321,00	
814200900	 0000011291038,00	
814201000	 0001553420813,00	
814201100	 0003008950398,00	
814201200	 0000000000000,00	
814300000	 0006974492438,00	
814300100	 0000287563547,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0005877719760,00	
814300500	 0000809209131,00	
814300600	 0000000000000,00	
814400000	 0031489511653,00	
814400100	 0023551619984,00	
814400200	 0001750351612,00	
814400300	 0005416259640,00	
814400400	 0000112394381,00	
814400500	 0000658886036,00	
821000000	 27388842171238,00	
821100000	 0008356872000,00	
821100100	 0000000000000,00	
821100200	 0008356872000,00	
821200000	 17100200716359,00	
821200100	 13369013924216,00	
821200101	 9153065554513,00	
821200102	 3191225955892,00	
821200103	 1024722413811,00	
821200104	 0000000000000,00	
821200600	 1692339755503,00	
821200700	 0107120699589,00	
821200800	 0030531026900,00	
821200900	 0329519063119,00	
821201000	 0967172808185,00	
821201100	 0604503438847,00	
821201200	 0000000000000,00	
821300000	 7021452458207,00	
821300100	 0013723859415,00	
821300200	 0077069967293,00	
821300300	 0000000000000,00	
821300400	 6594267869488,00	
821300500	 0288446363723,00	
821300600	 0047944398288,00	
821400000	 3258832124672,00	
821400100	 2300553548636,00	
821400200	 0153653747318,00	
821400300	 0765218099008,00	
821400400	 0000629478036,00	
821400500	 0038777251674,00	
831000000	 8091794785358,00	
831100000	 0533696404085,00	
831100100	 0111065446556,00	
831100200	 0422630957529,00	
831200000	 0159874619888,00	
831300000	 0047842793610,00	
831500000	 1856063053876,00	
831500100	 1141022011306,00	
831500200	 0715041042570,00	
831600000	 4870326086427,00	
831600100	 0465857482044,00	
831600200	 0130148800603,00	
831600300	 3293494018572,00	
831600400	 0980825785208,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0623991827472,00	
831800100	 0347949769639,00	
831800200	 0276042057833,00	
831900000	 0000000000000,00	
832000000	 1387960350256,00	
832100000	 0016817998990,00	
832100100	 0012525767241,00	
832100200	 0004292231749,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 1131485201801,00	
832500100	 0015519548888,00	
832500200	 0000000000000,00	
832500300	 1115965652913,00	
832700000	 0239657149465,00	
832700100	 0000000000000,00	
832700101	 0000000000000,00	
832700102	 0000000000000,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0239657149465,00	
832700201	 0000000000000,00	
832700202	 0239657149465,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 6916408608267,00	
833050000	 0576879088456,00	
833050100	 0291686095792,00	
833050200	 0285192992664,00	
833100000	 6237365605620,00	
833200000	 0000000000000,00	
833300000	 0102163914191,00	
833300100	 0102163914191,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0253802345072,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0014456501931,00	
833500500	 0000000000000,00	
833500600	 0239345843141,00	
833500700	 0000000000000,00	
841000000	 3384984132604,00	
841000100	 0097824229305,00	
841000200	 0063281412353,00	
841000300	 0000000000000,00	
841000400	 0000000000000,00	
841000500	 0063252452640,00	
841000600	 3160626038306,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0005306572784,00	
844200000	 0001229472432,00	
844300000	 0000902365703,00	
844400000	 0296042789478,00	
844400100	 0013517398000,00	
844400200	 0282525391478,00	
844500000	 2387928648934,00	
844500100	 2353116848934,00	
844500200	 0000000000000,00	
844500300	 0034811800000,00	
844600000	 0000000000000,00	
845250000	 0432227652623,00	
845250100	 0000000000000,00	
845250200	 0000000000000,00	
845250300	 0000794643222,00	
845250400	 0002568749042,00	
845250500	 0373181567040,00	
845250501	 0200823662667,00	
845250502	 0006491176274,00	
845250503	 0011004093635,00	
845250504	 0018536534261,00	
845250505	 0000004483970,00	
845250509	 0136321616233,00	
845250600	 0055682693319,00	
845250601	 0020495428719,00	
845250602	 0016973063568,00	
845250603	 0000000000000,00	
845250609	 0018214201032,00	
845500000	 0171528035095,00	
845500100	 0000000000000,00	
845500200	 0000000000000,00	
845500300	 0043449559607,00	
845500400	 0000000000000,00	
845500500	 0128078475488,00	
845500501	 0003248296416,00	
845500502	 0023214247210,00	
845500503	 0001033366824,00	
845500504	 0000000000000,00	
845500509	 0100582565038,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0014674599995,00	
847100000	 0017300628173,00	
847100100	 0003401353426,00	
847100200	 0009206602021,00	
847100300	 0000723999894,00	
847100400	 0000015300000,00	
847100500	 0000094671411,00	
847100600	 0000194580827,00	
847100700	 0003664120594,00	
847200000	 0002626028178,00	
847200100	 0000000000000,00	
847200200	 0002472604617,00	
847200300	 0000059396839,00	
847200400	 0000000000000,00	
847200500	 0000000000000,00	
847200600	 0000000571888,00	
847200700	 0000093454834,00	
851000000	 12691999588217,00	
851100000	 0008356872000,00	
851200000	 12683642716217,00	
852000000	 0750147984950,00	
852100000	 0000000000000,00	
852200000	 0750147984950,00	
853000000	 0734429888587,00	
853100000	 0000000000000,00	
853200000	 0734429888587,00	
854000000	 12125512995712,00	
854200000	 2399654264058,00	
854300000	 6757317187784,00	
854400000	 2968541543870,00	
855000000	 0669485638828,00	
855200000	 0273683781813,00	
855300000	 0245180915911,00	
855400000	 0150620941104,00	
856050000	 3096420903898,00	
856050100	 0519191532786,00	
856050200	 0157364069456,00	
856050300	 0047842793610,00	
856050400	 1730024054170,00	
856050500	 0000000000000,00	
856050600	 0368539013520,00	
856050800	 0273459440356,00	
856050900	 0000000000000,00	
856150000	 0063541641726,00	
856150100	 0000625647888,00	
856150200	 0000198595125,00	
856150300	 0000000000000,00	
856150400	 0057339316236,00	
856150500	 0000000000000,00	
856150600	 0005378082477,00	
856150800	 0000000000000,00	
856150900	 0000000000000,00	
856250000	 0019363511460,00	
856250100	 0012976340223,00	
856250200	 0000000000000,00	
856250300	 0000000000000,00	
856250400	 0003574320450,00	
856250500	 0000000000000,00	
856250600	 0000230233310,00	
856250800	 0002582617477,00	
856250900	 0000000000000,00	
856350000	 0634393409652,00	
856350100	 0000902883188,00	
856350200	 0002311955307,00	
856350300	 0000000000000,00	
856350400	 0063060780029,00	
856350500	 0000000000000,00	
856350600	 0220969059415,00	
856350700	 0347148731713,00	
856350800	 0000000000000,00	
856350900	 0000000000000,00	
856450000	 0003755514842,00	
856450100	 0000000000000,00	
856450200	 0000000000000,00	
856450300	 0000000000000,00	
856450400	 0002064582991,00	
856450500	 0000000000000,00	
856450600	 0000889893925,00	
856450700	 0000801037926,00	
856450800	 0000000000000,00	
856450900	 0000000000000,00	
856550000	 4262651621475,00	
856550100	 0000000000000,00	
856550200	 0000000000000,00	
856550300	 0000000000000,00	
856550400	 3151490535940,00	
856550500	 0459252568980,00	
856550600	 0651908516555,00	
856650000	 0011668182305,00	
856650100	 0000000000000,00	
856650200	 0000000000000,00	
856650300	 0000000000000,00	
856650400	 0001425304843,00	
856650500	 0010242877462,00	
856650600	 0000000000000,00	
856750000	 0000000000000,00	
856750100	 0000000000000,00	
856750200	 0000000000000,00	
856750300	 0000000000000,00	
856750400	 0000000000000,00	
856750500	 0000000000000,00	
856750600	 0000000000000,00	
856750800	 0000000000000,00	
856750900	 0000000000000,00	
856850000	 0000000000000,00	
856850100	 0000000000000,00	
856850200	 0000000000000,00	
856850300	 0000000000000,00	
856850400	 0000000000000,00	
856850500	 0000000000000,00	
856850600	 0000000000000,00	
856850800	 0000000000000,00	
856850900	 0000000000000,00	
856950000	 0000000000000,00	
856950100	 0000000000000,00	
856950200	 0000000000000,00	
856950300	 0000000000000,00	
856950400	 0000000000000,00	
856950500	 0000000000000,00	
856950600	 0000000000000,00	
856950800	 0000000000000,00	
856950900	 0000000000000,00	
857000000	 0544550169154,00	
857100000	 0000000000000,00	
857100100	 0000000000000,00	
857100200	 0000000000000,00	
857200000	 0410490971461,00	
857200100	 0330813707498,00	
857200101	 0250225073783,00	
857200102	 0059290656486,00	
857200103	 0021297977229,00	
857200104	 0000000000000,00	
857200600	 0001946095365,00	
857200700	 0002014165743,00	
857200800	 0001208365078,00	
857200900	 0002602888697,00	
857201000	 0014586865660,00	
857201100	 0057318883420,00	
857201200	 0000000000000,00	
857300000	 0071607305259,00	
857300100	 0000477024637,00	
857300200	 0001665943973,00	
857300300	 0000000000000,00	
857300400	 0060057691477,00	
857300500	 0008282230377,00	
857300600	 0001124414795,00	
857400000	 0062451892434,00	
857400100	 0046738889760,00	
857400200	 0002168420072,00	
857400300	 0012577936520,00	
857400400	 0000016057707,00	
857400500	 0000950588375,00	
858000000	 0000000000000,00	
858100000	 0000000000000,00	
858200000	 0000000000000,00	
858300000	 0000000000000,00	
858400000	 0000000000000,00	
859000000	 0000000000000,00	
859100000	 0000000000000,00	
859200000	 0000000000000,00	
859300000	 0000000000000,00	
859400000	 0000000000000,00	
