014	SCOTIABANK CHILE
8110000	 0000001049877,00	
8111000	 0000000000000,00	
8113000	 0000000416200,00	
8114000	 0000000360996,00	
8115000	 0000000272681,00	
8130000	 0000000238059,00	
8131000	 0000000000000,00	
8133000	 0000000035947,00	
8134000	 0000000004819,00	
8135000	 0000000197293,00	
8140000	 0000000056130,00	
8141000	 0000000000000,00	
8143000	 0000000008375,00	
8144000	 0000000005772,00	
8145000	 0000000041983,00	
8310000	 0000006641581,00	
8311000	 0000000172908,00	
8312000	 0000000000778,00	
8314000	 0000000075030,00	
8315000	 0000000963509,00	
8315100	 0000000738073,00	
8315200	 0000000225436,00	
8317000	 0000005141762,00	
8318000	 0000000287594,00	
8318100	 0000000237062,00	
8318900	 0000000050532,00	
8319000	 0000000000000,00	
8510000	 0000010091160,00	
8511000	 0000000001945,00	
8513000	 0000010089215,00	
8520000	 0000000215450,00	
8521000	 0000000000000,00	
8523000	 0000000215450,00	
8530000	 0000000099970,00	
8531000	 0000000000000,00	
8533000	 0000000099970,00	
8540000	 0000013282286,00	
8543000	 0000001579987,00	
8544000	 0000008525539,00	
8545000	 0000003176760,00	
8560000	 0000000817734,00	
8563000	 0000000184057,00	
8564000	 0000000360996,00	
8565000	 0000000272681,00	
8610000	 0000002040966,00	
8620000	 0000000005014,00	
8630000	 0000000001553,00	
8640000	 0000004566295,00	
8660000	 0000000027753,00	
8700000	 0000000005706,00	
8710000	 0000000006937,00	
8711000	 0000000000037,00	
8712000	 0000000002876,00	
8713000	 0000000000160,00	
8714000	 0000000000809,00	
8715000	 0000000000226,00	
8716000	 0000000000167,00	
8717000	 0000000002662,00	
8720000	 0000000001231,00	
8721000	 0000000000004,00	
8722000	 0000000000142,00	
8723000	 0000000000001,00	
8724000	 0000000000010,00	
8725000	 0000000000000,00	
8726000	 0000000000005,00	
8727000	 0000000001069,00	
8910000	 0000000439977,00	
8911000	 0000000000000,00	
8913000	 0000000158089,00	
8914000	 0000000185986,00	
8915000	 0000000095902,00	
