039	ITAÚ CORPBANCA
8110000	 0000001533667,00	
8111000	 0000000000000,00	
8113000	 0000001126454,00	
8114000	 0000000239974,00	
8115000	 0000000167239,00	
8130000	 0000000234606,00	
8131000	 0000000000000,00	
8133000	 0000000094582,00	
8134000	 0000000007321,00	
8135000	 0000000132703,00	
8140000	 0000000043397,00	
8141000	 0000000000000,00	
8143000	 0000000017526,00	
8144000	 0000000001836,00	
8145000	 0000000024035,00	
8310000	 0000005650187,00	
8311000	 0000000560460,00	
8312000	 0000000002444,00	
8314000	 0000000082502,00	
8315000	 0000001459432,00	
8315100	 0000000961742,00	
8315200	 0000000497690,00	
8317000	 0000002726505,00	
8318000	 0000000818844,00	
8318100	 0000000540706,00	
8318900	 0000000278138,00	
8319000	 0000000000000,00	
8510000	 0000012152672,00	
8511000	 0000000087244,00	
8513000	 0000012065428,00	
8520000	 0000001084897,00	
8521000	 0000000000000,00	
8523000	 0000001084897,00	
8530000	 0000000539602,00	
8531000	 0000000000000,00	
8533000	 0000000539602,00	
8540000	 0000009126967,00	
8543000	 0000001951226,00	
8544000	 0000004888095,00	
8545000	 0000002287646,00	
8560000	 0000000628311,00	
8563000	 0000000221098,00	
8564000	 0000000239974,00	
8565000	 0000000167239,00	
8610000	 0000002669756,00	
8620000	 0000000067513,00	
8630000	 0000000017117,00	
8640000	 0000002888846,00	
8660000	 0000000006955,00	
8700000	 0000000002178,00	
8710000	 0000000005001,00	
8711000	 0000000000168,00	
8712000	 0000000002137,00	
8713000	 0000000000259,00	
8714000	 0000000000000,00	
8715000	 0000000000227,00	
8716000	 0000000000479,00	
8717000	 0000000001731,00	
8720000	 0000000002823,00	
8721000	 0000000000001,00	
8722000	 0000000001482,00	
8723000	 0000000000340,00	
8724000	 0000000000000,00	
8725000	 0000000000005,00	
8726000	 0000000000000,00	
8727000	 0000000000995,00	
8910000	 0000000502006,00	
8911000	 0000000000000,00	
8913000	 0000000388520,00	
8914000	 0000000082627,00	
8915000	 0000000030859,00	
