049	BANCO SECURITY
8110000	 0000000394978,00	
8111000	 0000000000000,00	
8113000	 0000000355095,00	
8114000	 0000000012320,00	
8115000	 0000000027563,00	
8130000	 0000000034093,00	
8131000	 0000000000000,00	
8133000	 0000000013764,00	
8134000	 0000000000551,00	
8135000	 0000000019778,00	
8140000	 0000000002975,00	
8141000	 0000000000000,00	
8143000	 0000000001078,00	
8144000	 0000000000009,00	
8145000	 0000000001888,00	
8310000	 0000001184981,00	
8311000	 0000000018736,00	
8312000	 0000000000000,00	
8314000	 0000000009382,00	
8315000	 0000000208820,00	
8315100	 0000000161655,00	
8315200	 0000000047165,00	
8317000	 0000000948043,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000003827602,00	
8511000	 0000000000240,00	
8513000	 0000003827362,00	
8520000	 0000000795932,00	
8521000	 0000000000000,00	
8523000	 0000000795932,00	
8530000	 0000000277227,00	
8531000	 0000000000000,00	
8533000	 0000000277227,00	
8540000	 0000001353847,00	
8543000	 0000000226172,00	
8544000	 0000000686806,00	
8545000	 0000000440869,00	
8560000	 0000000057340,00	
8563000	 0000000017457,00	
8564000	 0000000012320,00	
8565000	 0000000027563,00	
8610000	 0000000363475,00	
8620000	 0000000023708,00	
8630000	 0000000003978,00	
8640000	 0000000792260,00	
8660000	 0000000001560,00	
8700000	 0000000000311,00	
8710000	 0000000000446,00	
8711000	 0000000000005,00	
8712000	 0000000000268,00	
8713000	 0000000000000,00	
8714000	 0000000000003,00	
8715000	 0000000000057,00	
8716000	 0000000000001,00	
8717000	 0000000000112,00	
8720000	 0000000000135,00	
8721000	 0000000000000,00	
8722000	 0000000000048,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000076,00	
8726000	 0000000000000,00	
8727000	 0000000000011,00	
8910000	 0000000151080,00	
8911000	 0000000000000,00	
8913000	 0000000135047,00	
8914000	 0000000008817,00	
8915000	 0000000007216,00	
