028	BANCO BICE
811000000	 0204572895833,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0184400190163,00	
811200100	 0153784140353,00	
811200101	 0151866703901,00	
811200102	 0000000000000,00	
811200103	 0001917436452,00	
811200104	 0000000000000,00	
811200600	 0006415019459,00	
811200700	 0001416705751,00	
811200800	 0000088707853,00	
811200900	 0001557885230,00	
811201000	 0015350252034,00	
811201100	 0000058962563,00	
811201200	 0005728516920,00	
811300000	 0014792510836,00	
811300100	 0000000000000,00	
811300200	 0004670241318,00	
811300300	 0000000000000,00	
811300400	 0009991285068,00	
811300500	 0000000000000,00	
811300600	 0000130984450,00	
811400000	 0005380194834,00	
811400100	 0003797317881,00	
811400200	 0000564981304,00	
811400300	 0001017895649,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0092543392523,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0081626673931,00	
812200100	 0074992597844,00	
812200101	 0073966416733,00	
812200102	 0000000000000,00	
812200103	 0001026181111,00	
812200104	 0000000000000,00	
812200600	 0004299860678,00	
812200700	 0000431727740,00	
812200800	 0000057507832,00	
812200900	 0000000000000,00	
812201000	 0001796114381,00	
812201100	 0000048865456,00	
812201200	 0000000000000,00	
812300000	 0009312380491,00	
812300100	 0000000000000,00	
812300200	 0003803782139,00	
812300300	 0000000000000,00	
812300400	 0005508552911,00	
812300500	 0000000000000,00	
812300600	 0000000045441,00	
812400000	 0001604338101,00	
812400100	 0001207909792,00	
812400200	 0000093048721,00	
812400300	 0000303379588,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0001529875939,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0000700099931,00	
813200100	 0000128578955,00	
813200101	 0000128578955,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000040000000,00	
813200800	 0000000000000,00	
813200900	 0000296956421,00	
