039	ITAÚ CORPBANCA
811000000	 1619212470705,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1193140584842,00	
811200100	 1055048388689,00	
811200101	 0909850250820,00	
811200102	 0144881052724,00	
811200103	 0000317085145,00	
811200104	 0000000000000,00	
811200600	 0009236267799,00	
811200700	 0014223181386,00	
811200800	 0000171243027,00	
811200900	 0002972810537,00	
811201000	 0047354290155,00	
811201100	 0060851186017,00	
811201200	 0003283217232,00	
811300000	 0254340864826,00	
811300100	 0001244301496,00	
811300200	 0007851613066,00	
811300300	 0000000000000,00	
811300400	 0232981738396,00	
811300500	 0008924501995,00	
811300600	 0003338709873,00	
811400000	 0171731021037,00	
811400100	 0133014402233,00	
811400200	 0011693394918,00	
811400300	 0025747088393,00	
811400400	 0000013883968,00	
811400500	 0001262251525,00	
812000000	 0986793813843,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0701947926402,00	
812200100	 0607816966405,00	
812200101	 0467550777818,00	
812200102	 0078251551485,00	
812200103	 0062014637102,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000139084081,00	
812200800	 0000163189970,00	
812200900	 0000000000000,00	
812201000	 0049333510428,00	
812201100	 0044495175518,00	
812201200	 0000000000000,00	
812300000	 0193941272494,00	
812300100	 0000846956773,00	
812300200	 0004346996626,00	
812300300	 0000000000000,00	
812300400	 0158827898135,00	
812300500	 0028999974161,00	
812300600	 0000919446799,00	
812400000	 0090904614947,00	
812400100	 0074364652461,00	
812400200	 0000059563161,00	
812400300	 0013118861200,00	
812400400	 0000022306539,00	
812400500	 0003339231586,00	
813000000	 0045115530800,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0011026058336,00	
813200100	 0008642757766,00	
813200101	 0006894536064,00	
813200102	 0001425435449,00	
813200103	 0000322786253,00	
813200104	 0000000000000,00	
813200600	 0000095192364,00	
813200700	 0000229164610,00	
813200800	 0000003175064,00	
813200900	 0000170846290,00	
813201000	 0000517013708,00	
813201100	 0001367908534,00	
813201200	 0000000000000,00	
813300000	 0001120071711,00	
813300100	 0000000000000,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0001042872065,00	
813300500	 0000077199646,00	
813300600	 0000000000000,00	
813400000	 0032969400753,00	
813400100	 0023563926377,00	
813400200	 0001384204260,00	
813400300	 0007468903561,00	
813400400	 0000001308572,00	
813400500	 0000551057983,00	
814000000	 0008133740902,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0002817011634,00	
814200100	 0002119736393,00	
814200101	 0001797872112,00	
814200102	 0000321864281,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000039789595,00	
814200800	 0000005064775,00	
814200900	 0000000000000,00	
814201000	 0000272828448,00	
814201100	 0000379592423,00	
814201200	 0000000000000,00	
814300000	 0000654212929,00	
814300100	 0000028502356,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0000474753737,00	
814300500	 0000150956836,00	
814300600	 0000000000000,00	
814400000	 0004662516339,00	
814400100	 0003435058273,00	
814400200	 0000250640948,00	
814400300	 0000920380927,00	
814400400	 0000009910997,00	
814400500	 0000046525194,00	
821000000	 27012786759002,00	
821100000	 0044267597704,00	
821100100	 0000000000000,00	
821100200	 0044267597704,00	
821200000	 16579761362639,00	
821200100	 12900051709286,00	
821200101	 8949610263614,00	
821200102	 2904306590813,00	
821200103	 1046134854859,00	
821200104	 0000000000000,00	
821200600	 1709472053371,00	
821200700	 0112942137025,00	
821200800	 0030752428982,00	
821200900	 0277895554776,00	
821201000	 0956155981577,00	
821201100	 0592491497622,00	
821201200	 0000000000000,00	
821300000	 7101018110596,00	
821300100	 0012915137029,00	
821300200	 0075898820854,00	
821300300	 0000000000000,00	
821300400	 6699702179219,00	
821300500	 0267114266526,00	
821300600	 0045387706968,00	
821400000	 3287739688063,00	
821400100	 2304278968335,00	
821400200	 0160114219185,00	
821400300	 0786764598564,00	
821400400	 0000648043318,00	
821400500	 0035933858661,00	
831000000	 7754265064670,00	
831100000	 0517220186795,00	
831100100	 0137616308947,00	
831100200	 0379603877848,00	
831200000	 0152267678964,00	
831300000	 0015432418955,00	
831500000	 1782235754076,00	
831500100	 1136581467140,00	
831500200	 0645654286936,00	
831600000	 4746027578180,00	
831600100	 0455478351974,00	
831600200	 0125331410546,00	
831600300	 0778253021361,00	
831600400	 3386964794299,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0541081447700,00	
831800100	 0326840272950,00	
831800200	 0214241174750,00	
831900000	 0000000000000,00	
832000000	 1604939375308,00	
832100000	 0015532059150,00	
832100100	 0011375311768,00	
832100200	 0004156747382,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 1108988400736,00	
832500100	 0015247851307,00	
832500200	 0000000000000,00	
832500300	 1093740549429,00	
832700000	 0480418915422,00	
832700100	 0000000000000,00	
832700101	 0000000000000,00	
832700102	 0000000000000,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0480418915422,00	
832700201	 0000000000000,00	
832700202	 0480418915422,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 5774921468095,00	
833050000	 0629427976088,00	
833050100	 0335431753974,00	
833050200	 0293996222114,00	
833100000	 5045825100879,00	
833200000	 0000000000000,00	
833300000	 0099668391128,00	
833300100	 0099668391128,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0132157109034,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0007706346306,00	
833500500	 0000000000000,00	
833500600	 0124450762728,00	
833500700	 0000000000000,00	
841000000	 3399800896260,00	
841000100	 0081387978593,00	
841000200	 0068793097221,00	
841000300	 0000000000000,00	
841000400	 0000000000000,00	
841000500	 0083287000000,00	
841000600	 3166332820446,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0003567679350,00	
844200000	 0001013055594,00	
844300000	 0000902365703,00	
844400000	 0295079643478,00	
844400100	 0012554252000,00	
844400200	 0282525391478,00	
844500000	 2326231435526,00	
844500100	 2290721755526,00	
844500200	 0000000000000,00	
844500300	 0035509680000,00	
844600000	 0000000000000,00	
845250000	 0475496001210,00	
845250100	 0000000000000,00	
845250200	 0000000000000,00	
845250300	 0000692266689,00	
845250400	 0002966288914,00	
845250500	 0348559819500,00	
845250501	 0209191297136,00	
845250502	 0003887668821,00	
845250503	 0013194645237,00	
845250504	 0012896375140,00	
845250505	 0000000003942,00	
845250509	 0109389829224,00	
845250600	 0123277626107,00	
845250601	 0090349482776,00	
845250602	 0015949360642,00	
845250603	 0000000000000,00	
845250609	 0016978782689,00	
845500000	 0176397831006,00	
845500100	 0000000000000,00	
845500200	 0000000000000,00	
845500300	 0043968259894,00	
845500400	 0000000000000,00	
845500500	 0132429571112,00	
845500501	 0004958844810,00	
845500502	 0029651371327,00	
845500503	 0000479789081,00	
845500504	 0000000000000,00	
845500509	 0097339565894,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0001375802381,00	
847100000	 0001897350263,00	
847100100	 0000000000000,00	
847100200	 0001284180987,00	
847100300	 0000117964824,00	
847100400	 0000000000000,00	
847100500	 0000006760363,00	
847100600	 0000259699300,00	
847100700	 0000228744789,00	
847200000	 0000521547882,00	
847200100	 0000000000000,00	
847200200	 0000485307304,00	
847200300	 0000012489828,00	
847200400	 0000000000000,00	
847200500	 0000000000000,00	
847200600	 0000000051630,00	
847200700	 0000023699120,00	
851000000	 12087949202465,00	
851100000	 0044267597704,00	
851200000	 12043681604761,00	
852000000	 0697629376285,00	
852100000	 0000000000000,00	
852200000	 0697629376285,00	
853000000	 0715414145992,00	
