039	ITAÚ CORPBANCA
8110000	 0000000850997,00	
8111000	 0000000000000,00	
8113000	 0000000667019,00	
8114000	 0000000110426,00	
8115000	 0000000073552,00	
8130000	 0000000098174,00	
8131000	 0000000000000,00	
8133000	 0000000042549,00	
8134000	 0000000001774,00	
8135000	 0000000053851,00	
8140000	 0000000008854,00	
8141000	 0000000000000,00	
8143000	 0000000003301,00	
8144000	 0000000000480,00	
8145000	 0000000005073,00	
8310000	 0000005349717,00	
8311000	 0000000229662,00	
8312000	 0000000001337,00	
8314000	 0000000060566,00	
8315000	 0000001127874,00	
8315100	 0000000851675,00	
8315200	 0000000276199,00	
8317000	 0000002605464,00	
8318000	 0000001324814,00	
8318100	 0000000766339,00	
8318900	 0000000558475,00	
8319000	 0000000000000,00	
8510000	 0000012398601,00	
8511000	 0000000285054,00	
8513000	 0000012113547,00	
8520000	 0000000512211,00	
8521000	 0000000000000,00	
8523000	 0000000512211,00	
8530000	 0000000343516,00	
8531000	 0000000000000,00	
8533000	 0000000343516,00	
8540000	 0000008290002,00	
8543000	 0000002229791,00	
8544000	 0000003704495,00	
8545000	 0000002355716,00	
8560000	 0000000327877,00	
8563000	 0000000143899,00	
8564000	 0000000110426,00	
8565000	 0000000073552,00	
8610000	 0000002458646,00	
8620000	 0000000031638,00	
8630000	 0000000011946,00	
8640000	 0000002844121,00	
8660000	 0000000003366,00	
