028	BANCO BICE
8110000	 0000000078906,00	
8111000	 0000000000000,00	
8113000	 0000000073613,00	
8114000	 0000000002816,00	
8115000	 0000000002477,00	
8130000	 0000000001680,00	
8131000	 0000000000000,00	
8133000	 0000000000930,00	
8134000	 0000000000000,00	
8135000	 0000000000750,00	
8140000	 0000000000687,00	
8141000	 0000000000000,00	
8143000	 0000000000370,00	
8144000	 0000000000097,00	
8145000	 0000000000220,00	
8310000	 0000001136985,00	
8311000	 0000000015636,00	
8312000	 0000000006494,00	
8314000	 0000000030609,00	
8315000	 0000000235098,00	
8315100	 0000000205733,00	
8315200	 0000000029365,00	
8317000	 0000000687967,00	
8318000	 0000000156954,00	
8318100	 0000000000000,00	
8318900	 0000000156954,00	
8319000	 0000000004227,00	
8510000	 0000002889471,00	
8511000	 0000000002393,00	
8513000	 0000002887078,00	
8520000	 0000000150617,00	
8521000	 0000000000000,00	
8523000	 0000000150617,00	
8530000	 0000000040580,00	
8531000	 0000000000000,00	
8533000	 0000000040580,00	
8540000	 0000000971346,00	
8543000	 0000000202777,00	
8544000	 0000000652552,00	
8545000	 0000000116017,00	
8560000	 0000000012573,00	
8563000	 0000000007281,00	
8564000	 0000000002816,00	
8565000	 0000000002476,00	
8610000	 0000000835352,00	
8620000	 0000000024785,00	
8630000	 0000000000286,00	
8640000	 0000000276338,00	
8660000	 0000000000224,00	
