014	SCOTIABANK CHILE
8110000	 0000000495754,00	
8111000	 0000000000000,00	
8113000	 0000000242014,00	
8114000	 0000000172370,00	
8115000	 0000000081370,00	
8130000	 0000000053490,00	
8131000	 0000000000000,00	
8133000	 0000000008899,00	
8134000	 0000000001060,00	
8135000	 0000000043531,00	
8140000	 0000000022517,00	
8141000	 0000000000000,00	
8143000	 0000000004934,00	
8144000	 0000000001862,00	
8145000	 0000000015721,00	
8310000	 0000003703202,00	
8311000	 0000000119869,00	
8312000	 0000000005911,00	
8314000	 0000000042373,00	
8315000	 0000000251874,00	
8315100	 0000000130949,00	
8315200	 0000000120925,00	
8317000	 0000002832208,00	
8318000	 0000000450967,00	
8318100	 0000000450967,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002847227,00	
8511000	 0000000072015,00	
8513000	 0000002775212,00	
8520000	 0000000150059,00	
8521000	 0000000000000,00	
8523000	 0000000150059,00	
8530000	 0000000043901,00	
8531000	 0000000000000,00	
8533000	 0000000043901,00	
8540000	 0000005145411,00	
8543000	 0000001121024,00	
8544000	 0000002728996,00	
8545000	 0000001295391,00	
8560000	 0000000353664,00	
8563000	 0000000099924,00	
8564000	 0000000172370,00	
8565000	 0000000081370,00	
8610000	 0000000503608,00	
8620000	 0000000004719,00	
8630000	 0000000000240,00	
8640000	 0000003184798,00	
8660000	 0000000009837,00	
