012	BANCO DEL ESTADO DE CHILE
811000000	 2479191033169,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0928641379483,00	
811200100	 0732390462686,00	
811200101	 0674389266294,00	
811200102	 0000000000000,00	
811200103	 0058001196392,00	
811200104	 0000000000000,00	
811200600	 0005369391500,00	
811200700	 0006566752801,00	
811200800	 0000416370261,00	
811200900	 0000717341934,00	
811201000	 0060692639006,00	
811201100	 0120907395062,00	
811201200	 0001581026233,00	
811300000	 1258343191299,00	
811300100	 0038312039280,00	
811300200	 0071170874264,00	
811300300	 0000000000000,00	
811300400	 1122894672434,00	
811300500	 0000000000000,00	
811300600	 0025965605321,00	
811400000	 0292206462387,00	
811400100	 0261518491655,00	
811400200	 0012229461037,00	
811400300	 0018458509695,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0979366010698,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0441578942173,00	
812200100	 0302386485314,00	
812200101	 0279548827041,00	
812200102	 0000000000000,00	
812200103	 0022837658273,00	
812200104	 0000000000000,00	
812200600	 0004226499024,00	
812200700	 0002492740146,00	
812200800	 0000237687201,00	
812200900	 0000399236177,00	
812201000	 0028081976533,00	
812201100	 0101684876515,00	
812201200	 0002069441263,00	
812300000	 0495255103638,00	
812300100	 0015050060321,00	
812300200	 0030025751975,00	
812300300	 0000000000000,00	
812300400	 0441383509426,00	
812300500	 0000000000000,00	
812300600	 0008795781916,00	
812400000	 0042531964887,00	
812400100	 0035853666375,00	
812400200	 0001855387460,00	
812400300	 0004822911052,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0153159816183,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0064309227320,00	
813200100	 0040891834980,00	
813200101	 0040891834980,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0001619764725,00	
813200700	 0000000000000,00	
813200800	 0000000000000,00	
813200900	 0000025791828,00	
