039	ITAÚ CORPBANCA
411000000	 1197697876604,00	
411100000	 1025014872329,00	
411150000	 0011810918007,00	
411150100	 0000000090528,00	
411150101	 0000000090528,00	
411150102	 0000000000000,00	
411150103	 0000000000000,00	
411150200	 0004590713737,00	
411150201	 0004590713737,00	
411150202	 0000000000000,00	
411150203	 0000000000000,00	
411150300	 0007220113742,00	
411150301	 0007220113742,00	
411150302	 0000000000000,00	
411150400	 0000000000000,00	
411150401	 0000000000000,00	
411150402	 0000000000000,00	
411200000	 0018269546372,00	
411200100	 0001399408175,00	
411200101	 0000444173758,00	
411200102	 0000955234417,00	
411200109	 0000000000000,00	
411200200	 0000000000000,00	
411200201	 0000000000000,00	
411200202	 0000000000000,00	
411200209	 0000000000000,00	
411200300	 0016870138197,00	
411200301	 0000000000000,00	
411200302	 0000000000000,00	
411200303	 0000000000000,00	
411200304	 0000000000000,00	
411200309	 0016870138197,00	
411250000	 0000974698895,00	
411250100	 0000231215277,00	
411250101	 0000231215277,00	
411250102	 0000000000000,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0000743483618,00	
411250201	 0000743405346,00	
411250202	 0000000078272,00	
411250203	 0000000000000,00	
411250204	 0000000000000,00	
411250205	 0000000000000,00	
411250206	 0000000000000,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0000000000000,00	
411250301	 0000000000000,00	
411250302	 0000000000000,00	
411250309	 0000000000000,00	
411250400	 0000000000000,00	
411250401	 0000000000000,00	
411250402	 0000000000000,00	
411250409	 0000000000000,00	
411280000	 0557072863294,00	
411280100	 0439543324332,00	
411280101	 0264879983582,00	
411280102	 0154502828075,00	
411280103	 0000000000000,00	
411280104	 0000003429218,00	
411280105	 0000001932739,00	
411280106	 0020155150718,00	
411280200	 0029385412808,00	
411280201	 0026926111445,00	
411280202	 0000872339629,00	
411280203	 0000000000000,00	
411280204	 0000000000000,00	
411280205	 0000000000000,00	
411280209	 0001586961734,00	
411280300	 0013732648967,00	
411280400	 0000467940792,00	
411280500	 0014634744003,00	
411280501	 0011237909857,00	
411280502	 0003396834146,00	
411280600	 0041785463507,00	
411280601	 0007303694289,00	
411280602	 0034481769218,00	
411280700	 0017523328885,00	
411280701	 0017299519742,00	
411280702	 0000223809143,00	
411280709	 0000000000000,00	
411280900	 0000000000000,00	
411280901	 0000000000000,00	
