999	SISTEMA FINANCIERO
811000000	 10875802481016,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 6667737565376,00	
811200100	 5776974454116,00	
811200101	 5390794555519,00	
811200102	 0215288571510,00	
811200103	 0170891327087,00	
811200104	 0000000000000,00	
811200600	 0061566225730,00	
811200700	 0050015596320,00	
811200800	 0018891072097,00	
811200900	 0018003941928,00	
811201000	 0423002932889,00	
811201100	 0289822735536,00	
811201200	 0029460606760,00	
811300000	 2711940992378,00	
811300100	 0054062892550,00	
811300200	 0114508578752,00	
811300300	 0001820293591,00	
811300400	 2482102131835,00	
811300500	 0014260801125,00	
811300600	 0045186294525,00	
811400000	 1496123923262,00	
811400100	 0993089274187,00	
811400200	 0055190046139,00	
811400300	 0445178260838,00	
811400400	 0000018377589,00	
811400500	 0002647964509,00	
812000000	 4885015604358,00	
812100000	 0000003617869,00	
812100100	 0000003617869,00	
812100200	 0000000000000,00	
812200000	 2956784151192,00	
812200100	 2436594438560,00	
812200101	 2243606786996,00	
812200102	 0096844417443,00	
812200103	 0096143234121,00	
812200104	 0000000000000,00	
812200600	 0041455216040,00	
812200700	 0007126031100,00	
812200800	 0011859075164,00	
812200900	 0000519702176,00	
812201000	 0192386747512,00	
812201100	 0256709291384,00	
812201200	 0010133649256,00	
812300000	 1338064444053,00	
812300100	 0017288754376,00	
812300200	 0039571948716,00	
812300300	 0001332324683,00	
812300400	 1214625878321,00	
812300500	 0052856557782,00	
812300600	 0012388980175,00	
812400000	 0590163391244,00	
812400100	 0391651450499,00	
812400200	 0006814135653,00	
812400300	 0188128514831,00	
812400400	 0000038385438,00	
812400500	 0003530904823,00	
813000000	 1280877214650,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0454893935057,00	
813200100	 0324085753599,00	
813200101	 0276576213497,00	
813200102	 0039224517607,00	
813200103	 0008285022495,00	
813200104	 0000000000000,00	
813200600	 0020764418633,00	
813200700	 0007805914390,00	
813200800	 0005584046626,00	
813200900	 0006302060516,00	
813201000	 0020198013149,00	
813201100	 0040974615078,00	
813201200	 0029179113066,00	
813300000	 0063165677617,00	
813300100	 0001186959167,00	
813300200	 0002846020096,00	
813300300	 0000231279800,00	
813300400	 0053606050308,00	
813300500	 0000878631593,00	
813300600	 0004416736653,00	
813400000	 0762817601976,00	
813400100	 0405114018341,00	
813400200	 0021112791325,00	
813400300	 0332148670582,00	
813400400	 0000025375426,00	
813400500	 0004416746302,00	
814000000	 0364385187038,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0126735929523,00	
814200100	 0096677336531,00	
814200101	 0089838766916,00	
814200102	 0003380956908,00	
