016	BANCO DE CRÉDITO E INVERSIONES
411000000	 1736459145115,00	
411100000	 1492732837061,00	
411150000	 0002972501416,00	
411150100	 0000000000000,00	
411150101	 0000000000000,00	
411150102	 0000000000000,00	
411150103	 0000000000000,00	
411150200	 0000000000000,00	
411150201	 0000000000000,00	
411150202	 0000000000000,00	
411150203	 0000000000000,00	
411150300	 0002956159479,00	
411150301	 0002956159479,00	
411150302	 0000000000000,00	
411150400	 0000016341937,00	
411150401	 0000016341937,00	
411150402	 0000000000000,00	
411200000	 0025207111047,00	
411200100	 0010628830061,00	
411200101	 0000000000000,00	
411200102	 0010628830061,00	
411200109	 0000000000000,00	
411200200	 0000000000000,00	
411200201	 0000000000000,00	
411200202	 0000000000000,00	
411200209	 0000000000000,00	
411200300	 0014578280986,00	
411200301	 0000000000000,00	
411200302	 0003060236196,00	
411200303	 0000000000000,00	
411200304	 0000000000000,00	
411200309	 0011518044790,00	
411250000	 0009131916093,00	
411250100	 0000142812499,00	
411250101	 0000142812499,00	
411250102	 0000000000000,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0008931525095,00	
411250201	 0002970734252,00	
411250202	 0000000000000,00	
411250203	 0000000000000,00	
411250204	 0000000000000,00	
411250205	 0000000000000,00	
411250206	 0005960790843,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0000000000000,00	
411250301	 0000000000000,00	
411250302	 0000000000000,00	
411250309	 0000000000000,00	
411250400	 0000057578499,00	
411250401	 0000000000000,00	
411250402	 0000057578499,00	
411250409	 0000000000000,00	
411280000	 0916392655581,00	
411280100	 0736625961563,00	
411280101	 0669171615554,00	
411280102	 0066651979026,00	
411280103	 0000000000000,00	
411280104	 0000043199117,00	
411280105	 0000759167866,00	
411280106	 0000000000000,00	
411280200	 0031000078463,00	
411280201	 0000000000000,00	
411280202	 0000000000000,00	
411280203	 0000406391517,00	
411280204	 0008609293906,00	
411280205	 0000119739588,00	
411280209	 0021864653452,00	
411280300	 0018200199667,00	
411280400	 0005511154315,00	
411280500	 0048686634893,00	
411280501	 0038556390326,00	
411280502	 0010130244567,00	
411280600	 0071441435795,00	
411280601	 0045202024742,00	
411280602	 0026239411053,00	
411280700	 0004927183779,00	
411280701	 0004885260404,00	
411280702	 0000002597683,00	
411280709	 0000039325692,00	
411280900	 0000000007106,00	
411280901	 0000000000000,00	
411280902	 0000000007106,00	
411280990	 0000000000000,00	
411350000	 0176580738779,00	
411350100	 0000167882723,00	
411350200	 0001501350574,00	
411350300	 0000000000000,00	
411350400	 0173900226913,00	
411350401	 0000000000000,00	
411350402	 0173900226913,00	
411350500	 0000000000000,00	
411350900	 0001011278569,00	
411350901	 0000000000000,00	
411350902	 0000000000000,00	
411350903	 0000000000000,00	
411350990	 0001011278569,00	
411380000	 0326672750837,00	
411380100	 0138465918879,00	
411380200	 0019967423316,00	
411380300	 0163277334920,00	
411380400	 0000018292963,00	
411380900	 0004943780759,00	
411380901	 0000798156510,00	
411380990	 0004145624249,00	
411450000	 0035775163308,00	
411450100	 0004424550550,00	
411450101	 0000000000000,00	
411450102	 0004424550550,00	
411450109	 0000000000000,00	
411450200	 0000032451332,00	
411450201	 0000000177309,00	
411450202	 0000032274023,00	
411450209	 0000000000000,00	
411450300	 0000000000000,00	
411450400	 0000735101682,00	
411450900	 0030583059744,00	
411700000	 0204689786812,00	
411720000	 0204689786812,00	
411720100	 0114832336081,00	
411720101	 0088654296337,00	
411720102	 0026068940660,00	
411720109	 0000109099084,00	
411720200	 0021965846051,00	
411720201	 0021948244361,00	
411720202	 0000017601690,00	
411720209	 0000000000000,00	
411720300	 0067891604680,00	
411720301	 0000014038917,00	
411720302	 0044855582394,00	
411720303	 0000202510788,00	
411720304	 0000103101396,00	
411720309	 0022716371185,00	
411740000	 0000000000000,00	
411740100	 0000000000000,00	
411740101	 0000000000000,00	
411740102	 0000000000000,00	
411740103	 0000000000000,00	
411740104	 0000000000000,00	
411740200	 0000000000000,00	
411800000	 0039036521242,00	
411800100	 0854797880480,00	
411800200	-0815761359238,00	
411800300	 0000000000000,00	
412000000	-0717678981481,00	
412100000	-0605618957070,00	
412150000	-0038301701167,00	
412150100	-0038291020417,00	
412150101	 0000000000000,00	
412150102	 0000000000000,00	
412150103	-0038256203516,00	
412150104	-0000034816901,00	
412150200	-0000010680750,00	
412150201	 0000000000000,00	
412150202	-0000010680750,00	
412150300	 0000000000000,00	
412150500	 0000000000000,00	
412180000	-0375750882217,00	
412180100	-0375672815020,00	
412180200	-0000078067197,00	
412180201	-0000051371006,00	
412180202	-0000026696191,00	
412180300	 0000000000000,00	
412180301	 0000000000000,00	
412180302	 0000000000000,00	
412180390	 0000000000000,00	
412250000	-0011198281208,00	
412250100	-0000696882423,00	
412250101	 0000000000000,00	
412250102	-0000696882423,00	
412250103	 0000000000000,00	
412250200	-0001341560070,00	
412250201	 0000000000000,00	
412250202	 0000000000000,00	
412250203	-0001341560070,00	
412250300	-0009159838715,00	
412250301	-0009159838715,00	
412250302	 0000000000000,00	
412250400	 0000000000000,00	
412250401	 0000000000000,00	
412250402	 0000000000000,00	
412280000	-0052787915674,00	
412280100	-0040367647587,00	
412280110	 0000000000000,00	
412280111	 0000000000000,00	
412280112	 0000000000000,00	
412280113	 0000000000000,00	
412280120	-0040367647587,00	
412280121	-0036108743218,00	
412280122	 0000000000000,00	
412280123	-0000050926236,00	
412280124	 0000000000000,00	
412280129	-0004207978133,00	
412280200	-0012420268087,00	
412280210	-0011131534646,00	
412280211	-0003186199558,00	
412280212	-0000567461479,00	
412280213	-0007377873609,00	
412280220	-0001288733441,00	
412280221	 0000000000000,00	
412280222	-0000078239495,00	
412280223	 0000000000000,00	
412280224	 0000000000000,00	
412280229	-0001210493946,00	
412280300	 0000000000000,00	
412280301	 0000000000000,00	
412280302	 0000000000000,00	
412280400	 0000000000000,00	
412280401	 0000000000000,00	
412280402	 0000000000000,00	
412350000	-0118071391413,00	
412350100	-0000331906486,00	
412350101	-0000317210193,00	
412350102	-0000014696293,00	
412350200	-0117739484927,00	
412350201	-0117739484927,00	
412350203	 0000000000000,00	
412380000	-0009508785391,00	
412380100	-0000031602932,00	
412380101	-0000000000043,00	
412380102	-0000031602889,00	
412380200	 0000000000000,00	
412380201	 0000000000000,00	
412380202	 0000000000000,00	
412380203	 0000000000000,00	
412380204	 0000000000000,00	
412380205	 0000000000000,00	
412380206	 0000000000000,00	
412380207	 0000000000000,00	
412380208	 0000000000000,00	
412380290	 0000000000000,00	
412380300	-0009477182459,00	
412380301	 0000000000000,00	
412380302	 0000000000000,00	
412380303	 0000000000000,00	
