001	BANCO DE CHILE
8110000	 0000001043018,00	
8111000	 0000000000000,00	
8113000	 0000000499546,00	
8114000	 0000000288622,00	
8115000	 0000000254850,00	
8130000	 0000000118384,00	
8131000	 0000000000000,00	
8133000	 0000000034921,00	
8134000	 0000000005053,00	
8135000	 0000000078410,00	
8140000	 0000000031000,00	
8141000	 0000000000000,00	
8143000	 0000000005510,00	
8144000	 0000000001860,00	
8145000	 0000000023630,00	
8310000	 0000011029062,00	
8311000	 0000000336782,00	
8312000	 0000000141048,00	
8314000	 0000000391295,00	
8315000	 0000002183091,00	
8315100	 0000001811094,00	
8315200	 0000000371997,00	
8317000	 0000007905881,00	
8318000	 0000000070965,00	
8318100	 0000000000000,00	
8318900	 0000000070965,00	
8319000	 0000000000000,00	
8510000	 0000013240955,00	
8511000	 0000000247414,00	
8513000	 0000012993541,00	
8520000	 0000000196194,00	
8521000	 0000000000000,00	
8523000	 0000000196194,00	
8530000	 0000000179803,00	
8531000	 0000000000000,00	
8533000	 0000000179803,00	
8540000	 0000018071416,00	
8543000	 0000004859651,00	
8544000	 0000009583118,00	
8545000	 0000003628647,00	
8560000	 0000000823685,00	
8563000	 0000000280213,00	
8564000	 0000000288622,00	
8565000	 0000000254850,00	
8610000	 0000004290648,00	
8620000	 0000000031088,00	
8630000	 0000000008925,00	
8640000	 0000006675379,00	
8660000	 0000000023022,00	
8700000	 0000000003610,00	
8710000	 0000000005799,00	
8711000	 0000000000000,00	
8712000	 0000000004099,00	
8713000	 0000000000173,00	
8714000	 0000000000048,00	
8715000	 0000000000402,00	
8716000	 0000000000075,00	
8717000	 0000000001002,00	
8720000	 0000000002189,00	
8721000	 0000000000000,00	
8722000	 0000000001783,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000335,00	
8726000	 0000000000015,00	
8727000	 0000000000056,00	
8910000	 0000000336995,00	
8911000	 0000000000000,00	
8913000	 0000000211069,00	
8914000	 0000000077063,00	
8915000	 0000000048863,00	
