028	BANCO BICE
8110000	 0000000159755,00	
8111000	 0000000000000,00	
8113000	 0000000144005,00	
8114000	 0000000010184,00	
8115000	 0000000005566,00	
8130000	 0000000008696,00	
8131000	 0000000000000,00	
8133000	 0000000007729,00	
8134000	 0000000000088,00	
8135000	 0000000000879,00	
8140000	 0000000000455,00	
8141000	 0000000000000,00	
8143000	 0000000000025,00	
8144000	 0000000000000,00	
8145000	 0000000000430,00	
8310000	 0000001339586,00	
8311000	 0000000012802,00	
8312000	 0000000020500,00	
8314000	 0000000054580,00	
8315000	 0000000366809,00	
8315100	 0000000356721,00	
8315200	 0000000010088,00	
8317000	 0000000749707,00	
8318000	 0000000127939,00	
8318100	 0000000000000,00	
8318900	 0000000127939,00	
8319000	 0000000007249,00	
8510000	 0000004226420,00	
8511000	 0000000000000,00	
8513000	 0000004226420,00	
8520000	 0000000232899,00	
8521000	 0000000000000,00	
8523000	 0000000232899,00	
8530000	 0000000095044,00	
8531000	 0000000000000,00	
8533000	 0000000095044,00	
8540000	 0000001983024,00	
8543000	 0000000435571,00	
8544000	 0000001371805,00	
8545000	 0000000175648,00	
8560000	 0000000028328,00	
8563000	 0000000012578,00	
8564000	 0000000010184,00	
8565000	 0000000005566,00	
8610000	 0000000907872,00	
8620000	 0000000023324,00	
8630000	 0000000001928,00	
8640000	 0000000405864,00	
8660000	 0000000000598,00	
8700000	 0000000000183,00	
8710000	 0000000000304,00	
8711000	 0000000000000,00	
8712000	 0000000000185,00	
8713000	 0000000000000,00	
8714000	 0000000000005,00	
8715000	 0000000000000,00	
8716000	 0000000000015,00	
8717000	 0000000000099,00	
8720000	 0000000000121,00	
8721000	 0000000000000,00	
8722000	 0000000000105,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000000,00	
8727000	 0000000000016,00	
8910000	 0000000043739,00	
8911000	 0000000000000,00	
8913000	 0000000037555,00	
8914000	 0000000004765,00	
8915000	 0000000001419,00	
