039	ITAÚ CORPBANCA
411000000	 0229876554708,00	
411100000	 0188705175168,00	
411150000	 0001219317891,00	
411150100	 0000000011755,00	
411150101	 0000000011755,00	
411150102	 0000000000000,00	
411150103	 0000000000000,00	
411150200	 0000681334006,00	
411150201	 0000020516700,00	
411150202	 0000660817306,00	
411150203	 0000000000000,00	
411150300	 0000481070223,00	
411150301	 0000481070223,00	
411150302	 0000000000000,00	
411150400	 0000056901907,00	
411150401	 0000056901907,00	
411150402	 0000000000000,00	
411200000	 0003242487738,00	
411200100	 0000223256375,00	
411200101	 0000000000000,00	
411200102	 0000223256375,00	
411200109	 0000000000000,00	
411200200	 0000000000000,00	
411200201	 0000000000000,00	
411200202	 0000000000000,00	
411200209	 0000000000000,00	
411200300	 0003019231363,00	
411200301	 0000000000000,00	
411200302	 0000000000000,00	
411200303	 0000000000000,00	
411200304	 0000000000000,00	
411200309	 0003019231363,00	
411250000	 0000239207958,00	
411250100	 0000000000000,00	
411250101	 0000000000000,00	
411250102	 0000000000000,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0000239207958,00	
411250201	 0000239207958,00	
411250202	 0000000000000,00	
411250203	 0000000000000,00	
411250204	 0000000000000,00	
411250205	 0000000000000,00	
411250206	 0000000000000,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0000000000000,00	
411250301	 0000000000000,00	
411250302	 0000000000000,00	
411250309	 0000000000000,00	
411250400	 0000000000000,00	
411250401	 0000000000000,00	
411250402	 0000000000000,00	
411250409	 0000000000000,00	
411280000	 0114130167186,00	
411280100	 0090689824654,00	
411280101	 0060800323111,00	
411280102	 0027108795477,00	
411280103	 0000000000000,00	
411280104	 0000000157701,00	
411280105	 0000000131967,00	
411280106	 0002780416398,00	
411280200	 0008835391230,00	
411280201	 0007811786533,00	
411280202	 0000188783399,00	
411280203	 0000000000000,00	
411280204	 0000000000000,00	
411280205	 0000000000000,00	
411280209	 0000834821298,00	
411280300	 0002119302027,00	
411280400	 0000064411880,00	
411280500	 0003414100733,00	
411280501	 0002267151059,00	
411280502	 0001146949674,00	
411280600	 0006880979658,00	
411280601	 0000958569096,00	
411280602	 0005922410562,00	
411280700	 0002126157004,00	
411280701	 0002073301006,00	
411280702	 0000052855998,00	
411280709	 0000000000000,00	
411280900	 0000000000000,00	
411280901	 0000000000000,00	
411280902	 0000000000000,00	
411280990	 0000000000000,00	
411350000	 0019890525258,00	
411350100	 0000054666820,00	
411350200	 0000288764968,00	
411350300	 0000000000000,00	
411350400	 0017451216498,00	
411350401	 0014728630816,00	
411350402	 0002722585682,00	
411350500	 0002095876972,00	
411350900	 0000000000000,00	
411350901	 0000000000000,00	
411350902	 0000000000000,00	
411350903	 0000000000000,00	
411350990	 0000000000000,00	
411380000	 0040977396041,00	
411380100	 0026498579447,00	
411380200	 0004310128655,00	
411380300	 0010140036363,00	
411380400	 0000004790683,00	
411380900	 0000023860893,00	
411380901	 0000023860893,00	
411380990	 0000000000000,00	
411450000	 0009006073096,00	
411450100	 0004077638890,00	
411450101	 0000000000000,00	
411450102	 0004077638890,00	
411450109	 0000000000000,00	
411450200	 0000012777155,00	
411450201	 0000000000000,00	
411450202	 0000012777155,00	
411450209	 0000000000000,00	
411450300	 0000000000000,00	
411450400	 0002572264466,00	
411450900	 0002343392585,00	
411700000	 0035286966075,00	
411720000	 0034988838100,00	
411720100	 0033441721412,00	
411720101	 0029691567912,00	
411720102	 0003501530590,00	
411720109	 0000248622910,00	
411720200	 0000806622869,00	
411720201	 0000538662783,00	
411720202	 0000000000000,00	
411720209	 0000267960086,00	
411720300	 0000740493819,00	
411720301	 0000000000000,00	
411720302	 0000174203484,00	
411720303	 0000018966241,00	
411720304	 0000000000000,00	
411720309	 0000547324094,00	
411740000	 0000298127975,00	
411740100	 0000000000000,00	
411740101	 0000000000000,00	
411740102	 0000000000000,00	
411740103	 0000000000000,00	
411740104	 0000000000000,00	
411740200	 0000298127975,00	
411800000	 0005884413465,00	
411800100	 0020282054110,00	
411800200	-0020551538509,00	
411800300	 0006153897864,00	
412000000	-0145173130737,00	
412100000	-0138253424562,00	
412150000	-0008730322894,00	
412150100	-0001723566806,00	
412150101	 0000000000000,00	
412150102	-0000193211533,00	
412150103	-0001530330777,00	
412150104	-0000000024496,00	
412150200	-0006892227050,00	
412150201	 0000000000000,00	
412150202	-0006892227050,00	
412150300	 0000000000000,00	
412150500	-0000114529038,00	
412180000	-0095694359796,00	
412180100	-0095690170875,00	
412180200	-0000000002090,00	
412180201	-0000000002090,00	
412180202	 0000000000000,00	
412180300	-0000004186831,00	
412180301	 0000000000000,00	
412180302	 0000000000000,00	
412180390	-0000004186831,00	
412250000	-0002024691647,00	
412250100	-0000562594179,00	
412250101	-0000562594179,00	
412250102	 0000000000000,00	
412250103	 0000000000000,00	
412250200	-0001015471305,00	
412250201	-0000022028233,00	
412250202	-0000993443072,00	
412250203	 0000000000000,00	
412250300	-0000429899962,00	
412250301	-0000429899962,00	
412250302	 0000000000000,00	
412250400	-0000016726201,00	
412250401	-0000016726201,00	
412250402	 0000000000000,00	
412280000	-0008166265979,00	
412280100	-0000097793843,00	
412280110	 0000000000000,00	
412280111	 0000000000000,00	
412280112	 0000000000000,00	
