999	SISTEMA FINANCIERO
811000000	 11867194702430,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 7047236471258,00	
811200100	 6005445748283,00	
811200101	 5653727685030,00	
811200102	 0158518353061,00	
811200103	 0193199710192,00	
811200104	 0000000000000,00	
811200600	 0097118171285,00	
811200700	 0056747113217,00	
811200800	 0022946268887,00	
811200900	 0022265113290,00	
811201000	 0437812768674,00	
811201100	 0356709910127,00	
811201200	 0048191377495,00	
811300000	 2962558803070,00	
811300100	 0054191722461,00	
811300200	 0122596700260,00	
811300300	 0002389082864,00	
811300400	 2725999683751,00	
811300500	 0012060946828,00	
811300600	 0045320666906,00	
811400000	 1857399428102,00	
811400100	 1161880649092,00	
811400200	 0072396970370,00	
811400300	 0618989088620,00	
811400400	 0000026242341,00	
811400500	 0004106477679,00	
812000000	 5402360969196,00	
812100000	 0000007908373,00	
812100100	 0000007908373,00	
812100200	 0000000000000,00	
812200000	 3081250599650,00	
812200100	 2524222706347,00	
812200101	 2342286497743,00	
812200102	 0059934856973,00	
812200103	 0122001351631,00	
812200104	 0000000000000,00	
812200600	 0054816118915,00	
812200700	 0008224313146,00	
812200800	 0014876926109,00	
812200900	 0000408730896,00	
812201000	 0154331476219,00	
812201100	 0302976670771,00	
812201200	 0021393657247,00	
812300000	 1618182022591,00	
812300100	 0017630315461,00	
812300200	 0046781558723,00	
812300300	 0001710346058,00	
812300400	 1497419415877,00	
812300500	 0038777806813,00	
812300600	 0015862579659,00	
812400000	 0702920438582,00	
812400100	 0453056308350,00	
812400200	 0009240502416,00	
812400300	 0236565273742,00	
812400400	 0000031317034,00	
812400500	 0004027037040,00	
813000000	 0245175426648,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0057661292949,00	
813200100	 0044064829593,00	
813200101	 0041658144073,00	
813200102	 0001197681733,00	
813200103	 0001209003787,00	
813200104	 0000000000000,00	
813200600	 0000146952061,00	
813200700	 0001160856129,00	
813200800	 0000372419326,00	
813200900	 0001707399622,00	
813201000	 0003073111770,00	
813201100	 0003548479219,00	
813201200	 0003587245229,00	
813300000	 0009483090806,00	
813300100	 0000167652581,00	
813300200	 0000230782939,00	
813300300	 0000000000000,00	
813300400	 0007295629188,00	
813300500	 0000075116295,00	
813300600	 0001713909803,00	
813400000	 0178031042893,00	
813400100	 0079197710496,00	
813400200	 0004850506410,00	
813400300	 0093348951270,00	
813400400	 0000000000000,00	
813400500	 0000633874717,00	
814000000	 0042430226357,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0014894354846,00	
814200100	 0011282986723,00	
814200101	 0010663161980,00	
814200102	 0000223524722,00	
814200103	 0000396300021,00	
814200104	 0000000000000,00	
814200600	 0000025793174,00	
814200700	 0000095224804,00	
814200800	 0000029471527,00	
814200900	 0000239094608,00	
814201000	 0000878737480,00	
814201100	 0000938987228,00	
814201200	 0001404059302,00	
814300000	 0004806931858,00	
814300100	 0000152017241,00	
814300200	 0000017701852,00	
814300300	 0000000000000,00	
814300400	 0004487429641,00	
814300500	 0000129439167,00	
814300600	 0000020343957,00	
814400000	 0022728939653,00	
814400100	 0012923618873,00	
814400200	 0000758077760,00	
814400300	 0008982929513,00	
814400400	 0000000285870,00	
814400500	 0000064027637,00	
821000000	 247636643968723,00	
821100000	 1808764784120,00	
821100100	 0148349075056,00	
821100200	 1660415709064,00	
821200000	 136237388808522,00	
821200100	 108898508180320,00	
821200101	 88691711235833,00	
821200102	 8354974832377,00	
821200103	 11379434947918,00	
821200104	 0472387164192,00	
821200600	 9638025765683,00	
821200700	 1076410466689,00	
821200800	 0342324198264,00	
821200900	 3728491069177,00	
821201000	 9265233676689,00	
821201100	 2985611526957,00	
821201200	 0302783924743,00	
821300000	 79471368561525,00	
821300100	 0403174804435,00	
821300200	 5718075165136,00	
821300300	 10001534749681,00	
821300400	 62338453540963,00	
821300500	 0308396033970,00	
821300600	 0701734267340,00	
821400000	 30119121814556,00	
821400100	 16521726900143,00	
821400200	 1041188105584,00	
821400300	 12466845073534,00	
821400400	 0004144221395,00	
821400500	 0085217513900,00	
831000000	 66423691642395,00	
831100000	 3095248681411,00	
831100100	 1438949202937,00	
831100200	 1656299478474,00	
831200000	 1412600649858,00	
831300000	 0013124247274,00	
831500000	 12012518784447,00	
831500100	 9089788181692,00	
831500200	 2922730602755,00	
831600000	 38842031008932,00	
831600100	 4792267165159,00	
831600200	 0869028016452,00	
831600300	 4089567398048,00	
831600400	 29091168429273,00	
831600500	 0000000000000,00	
831700000	 6760012413516,00	
831700100	 4675175023286,00	
831700200	 0347173106056,00	
831700300	 0744173801357,00	
831700400	 0993490482817,00	
831700500	 0000000000000,00	
831800000	 4247940848231,00	
831800100	 1768810852589,00	
831800200	 2479129995642,00	
