039	ITAÚ CORPBANCA
811000000	 1601878892187,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1186723815700,00	
811200100	 1041417905829,00	
811200101	 0892241072719,00	
811200102	 0148851409062,00	
811200103	 0000325424048,00	
811200104	 0000000000000,00	
811200600	 0007739223923,00	
811200700	 0013162118620,00	
811200800	 0000173010543,00	
811200900	 0003034919973,00	
811201000	 0055013799478,00	
811201100	 0063306583905,00	
811201200	 0002876253429,00	
811300000	 0250600923106,00	
811300100	 0001242051235,00	
811300200	 0007692517260,00	
811300300	 0000000000000,00	
811300400	 0229583149758,00	
811300500	 0008835139631,00	
811300600	 0003248065222,00	
811400000	 0164554153381,00	
811400100	 0127173507625,00	
811400200	 0011161436281,00	
811400300	 0024891632570,00	
811400400	 0000014957862,00	
811400500	 0001312619043,00	
812000000	 0909299406921,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0626071556179,00	
812200100	 0532321280702,00	
812200101	 0413506411711,00	
812200102	 0059934856973,00	
812200103	 0058880012018,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000079270950,00	
812200800	 0000149324513,00	
812200900	 0000000000000,00	
812201000	 0047895736313,00	
812201100	 0045625943701,00	
812201200	 0000000000000,00	
812300000	 0196708033561,00	
812300100	 0000808082932,00	
812300200	 0004184070859,00	
812300300	 0000000000000,00	
812300400	 0153602781352,00	
812300500	 0037226462057,00	
812300600	 0000886636361,00	
812400000	 0086519817181,00	
812400100	 0071126425517,00	
812400200	 0000056433901,00	
812400300	 0011970163834,00	
812400400	 0000020032555,00	
812400500	 0003346761374,00	
813000000	 0022225513672,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0005824200286,00	
813200100	 0004886929492,00	
813200101	 0003856210686,00	
813200102	 0000822902342,00	
813200103	 0000207816464,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000147133712,00	
813200800	 0000001122822,00	
813200900	 0000116044914,00	
813201000	 0000117346934,00	
813201100	 0000555622412,00	
813201200	 0000000000000,00	
813300000	 0000395206935,00	
813300100	 0000000000000,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0000358764939,00	
813300500	 0000036441996,00	
813300600	 0000000000000,00	
813400000	 0016006106451,00	
813400100	 0011311830649,00	
813400200	 0000719727864,00	
813400300	 0003741591770,00	
813400400	 0000000000000,00	
813400500	 0000232956168,00	
814000000	 0004551652489,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0001893003683,00	
814200100	 0001571573651,00	
814200101	 0001348048929,00	
814200102	 0000223524722,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000030128771,00	
814200800	 0000000180431,00	
814200900	 0000000000000,00	
814201000	 0000202885522,00	
814201100	 0000088235308,00	
814201200	 0000000000000,00	
814300000	 0000447849600,00	
814300100	 0000000522738,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0000317887695,00	
814300500	 0000129439167,00	
814300600	 0000000000000,00	
814400000	 0002210799206,00	
814400100	 0001637353778,00	
814400200	 0000140846143,00	
814400300	 0000413599508,00	
814400400	 0000000285870,00	
814400500	 0000018713907,00	
821000000	 26808554659493,00	
821100000	 0035890005747,00	
821100100	 0000000000000,00	
821100200	 0035890005747,00	
821200000	 16432583386928,00	
821200100	 12848442043985,00	
821200101	 8969761067039,00	
821200102	 2846972082472,00	
821200103	 1031708894474,00	
821200104	 0000000000000,00	
821200600	 1610781367833,00	
821200700	 0111637211417,00	
821200800	 0030643630996,00	
821200900	 0282318361171,00	
821201000	 0949887779002,00	
821201100	 0598872992524,00	
821201200	 0000000000000,00	
821300000	 7057948760158,00	
821300100	 0013180025616,00	
821300200	 0076312820919,00	
821300300	 0000000000000,00	
821300400	 6655373106414,00	
821300500	 0267178447719,00	
821300600	 0045904359490,00	
821400000	 3282132506660,00	
821400100	 2300549572539,00	
821400200	 0155973688751,00	
821400300	 0788892918178,00	
821400400	 0000682600650,00	
821400500	 0036033726542,00	
831000000	 7759803573596,00	
831100000	 0543659708848,00	
831100100	 0182629009465,00	
831100200	 0361030699383,00	
831200000	 0169330859846,00	
831300000	 0013124247274,00	
831500000	 1819885134894,00	
831500100	 1163250214073,00	
831500200	 0656634920821,00	
831600000	 4653824378790,00	
831600100	 0459143141139,00	
831600200	 0123478893370,00	
831600300	 0783177716642,00	
831600400	 3288024627639,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0559979243944,00	
831800100	 0335058394330,00	
831800200	 0224920849614,00	
831900000	 0000000000000,00	
832000000	 1616549649181,00	
832100000	 0016732778727,00	
832100100	 0012545261360,00	
832100200	 0004187517367,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 1117752621525,00	
832500100	 0015303883528,00	
832500200	 0000000000000,00	
832500300	 1102448737997,00	
832700000	 0482064248929,00	
832700100	 0000000000000,00	
832700101	 0000000000000,00	
832700102	 0000000000000,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0482064248929,00	
832700201	 0000000000000,00	
832700202	 0482064248929,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 5968091526766,00	
833050000	 0599765299937,00	
833050100	 0320293235553,00	
833050200	 0279472064384,00	
833100000	 5270003472374,00	
833200000	 0000000000000,00	
833300000	 0098322754455,00	
833300100	 0098322754455,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0056991965361,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0007706346306,00	
833500500	 0000000000000,00	
833500600	 0049285619055,00	
833500700	 0000000000000,00	
841000000	 3472994786714,00	
841000100	 0099547797616,00	
841000200	 0134976938212,00	
841000300	 0000000000000,00	
841000400	 0000000000000,00	
841000500	 0047905800000,00	
841000600	 3190564250886,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0005016830290,00	
844200000	 0000658127263,00	
844300000	 0000902365703,00	
844400000	 0294561673478,00	
844400100	 0012036282000,00	
844400200	 0282525391478,00	
844500000	 2323224732068,00	
844500100	 2287937232068,00	
844500200	 0000000000000,00	
844500300	 0035287500000,00	
844600000	 0000000000000,00	
845250000	 0472916242312,00	
845250100	 0000000000000,00	
845250200	 0000000000000,00	
845250300	 0000715979070,00	
845250400	 0003015910869,00	
845250500	 0345922721328,00	
845250501	 0205785848385,00	
845250502	 0004241621020,00	
845250503	 0012533852137,00	
845250504	 0020147444061,00	
845250505	 0000000003938,00	
845250509	 0103213951787,00	
845250600	 0123261631045,00	
845250601	 0091544908093,00	
845250602	 0015568911507,00	
845250603	 0000000000000,00	
845250609	 0016147811445,00	
845500000	 0167162582854,00	
845500100	 0000000000000,00	
845500200	 0000000000000,00	
845500300	 0044736572389,00	
845500400	 0000000000000,00	
845500500	 0122426010465,00	
845500501	 0003894464197,00	
845500502	 0033195025894,00	
845500503	 0000446764397,00	
845500504	 0000000000000,00	
845500509	 0084889755977,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	-0000067290279,00	
847100000	 0000445560306,00	
847100100	 0000000000000,00	
847100200	 0000332888717,00	
847100300	 0000036498564,00	
847100400	 0000000000000,00	
847100500	 0000000000000,00	
847100600	 0000033855440,00	
847100700	 0000042317585,00	
847200000	 0000512850585,00	
847200100	 0000000000000,00	
847200200	 0000477118466,00	
847200300	 0000012033000,00	
847200400	 0000000000000,00	
847200500	 0000000000000,00	
847200600	 0000000000000,00	
847200700	 0000023699119,00	
851000000	 11951208516430,00	
851100000	 0035890005747,00	
851200000	 11915318510683,00	
852000000	 0698893505861,00	
852100000	 0000000000000,00	
852200000	 0698893505861,00	
853000000	 0703009150568,00	
853100000	 0000000000000,00	
853200000	 0703009150568,00	
854000000	 12303994963756,00	
854200000	 2551523809739,00	
854300000	 6787721695790,00	
854400000	 2964749458227,00	
855000000	 0725154051677,00	
