037	BANCO SANTANDER-CHILE
811000000	 1888606335151,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1256692782862,00	
811200100	 1074756719891,00	
811200101	 1074753101493,00	
811200102	 0000000000000,00	
811200103	 0000003618398,00	
811200104	 0000000000000,00	
811200600	 0029110910467,00	
811200700	 0010314182871,00	
811200800	 0009301960353,00	
811200900	 0006714932754,00	
811201000	 0104232130747,00	
811201100	 0008192694194,00	
811201200	 0014069251585,00	
811300000	 0446817870028,00	
811300100	 0000091001539,00	
811300200	 0000227552334,00	
811300300	 0002389082864,00	
811300400	 0440783711047,00	
811300500	 0000000000000,00	
811300600	 0003326522244,00	
811400000	 0185095682261,00	
811400100	 0153027374880,00	
811400200	 0006729370024,00	
811400300	 0024485876834,00	
811400400	 0000011284479,00	
811400500	 0000841776044,00	
812000000	 1079640984255,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0636740541025,00	
812200100	 0589469810553,00	
812200101	 0589466192155,00	
812200102	 0000000000000,00	
812200103	 0000003618398,00	
812200104	 0000000000000,00	
812200600	 0004572499859,00	
812200700	 0000159402572,00	
812200800	 0004135139816,00	
812200900	 0000007201902,00	
812201000	 0029375207256,00	
812201100	 0006955615549,00	
812201200	 0002065663518,00	
812300000	 0271340425000,00	
812300100	 0000077544861,00	
812300200	 0000179843364,00	
812300300	 0001710346058,00	
812300400	 0267388247444,00	
812300500	 0000000000000,00	
812300600	 0001984443273,00	
812400000	 0171560018230,00	
812400100	 0156325459460,00	
812400200	 0000005066773,00	
812400300	 0015207134286,00	
812400400	 0000011284479,00	
812400500	 0000011073232,00	
813000000	 0033505988517,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0011494008168,00	
813200100	 0007843166678,00	
813200101	 0007842957493,00	
813200102	 0000000000000,00	
813200103	 0000000209185,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000354485268,00	
813200800	 0000228469202,00	
813200900	 0000069760593,00	
813201000	 0000777980041,00	
813201100	 0000057780313,00	
813201200	 0002162366073,00	
813300000	 0001714330083,00	
813300100	 0000006631941,00	
813300200	 0000000000913,00	
813300300	 0000000000000,00	
813300400	 0001699133110,00	
813300500	 0000000000000,00	
813300600	 0000008564119,00	
813400000	 0020297650266,00	
813400100	 0014287023122,00	
813400200	 0000985608953,00	
813400300	 0004862757468,00	
813400400	 0000000000000,00	
813400500	 0000162260723,00	
814000000	 0007194846986,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0003782233806,00	
814200100	 0002498627561,00	
814200101	 0002498627561,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000019638213,00	
814200800	 0000029291096,00	
814200900	 0000000000000,00	
814201000	 0000349553939,00	
814201100	 0000000559690,00	
814201200	 0000884563307,00	
814300000	 0001834079026,00	
814300100	 0000050567767,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0001774716285,00	
814300500	 0000000000000,00	
814300600	 0000008794974,00	
814400000	 0001578534154,00	
814400100	 0001189417500,00	
814400200	 0000086447823,00	
814400300	 0000288007017,00	
814400400	 0000000000000,00	
814400500	 0000014661814,00	
821000000	 39508303250923,00	
821100000	 0000218412367,00	
821100100	 0000000000000,00	
821100200	 0000218412367,00	
821200000	 18363855919232,00	
821200100	 14091523815078,00	
821200101	 14091406860909,00	
821200102	 0000000000000,00	
821200103	 0000116954169,00	
821200104	 0000000000000,00	
821200600	 1572975758610,00	
821200700	 0145155002489,00	
821200800	 0135167188279,00	
821200900	 0780084350321,00	
821201000	 1335823877488,00	
821201100	 0053282614728,00	
821201200	 0249843312239,00	
821300000	 15861114256527,00	
821300100	 0001811797136,00	
821300200	 0002152433473,00	
821300300	 0087531344329,00	
821300400	 15691868424830,00	
