039	ITAÚ CORPBANCA
8110000	 0000000840950,00	
8111000	 0000000000000,00	
8113000	 0000000650308,00	
8114000	 0000000107613,00	
8115000	 0000000083029,00	
8130000	 0000000059581,00	
8131000	 0000000000000,00	
8133000	 0000000024659,00	
8134000	 0000000001107,00	
8135000	 0000000033815,00	
8140000	 0000000003856,00	
8141000	 0000000000000,00	
8143000	 0000000001461,00	
8144000	 0000000000207,00	
8145000	 0000000002188,00	
8310000	 0000005437014,00	
8311000	 0000000236648,00	
8312000	 0000000001033,00	
8314000	 0000000047519,00	
8315000	 0000001097982,00	
8315100	 0000000769345,00	
8315200	 0000000328637,00	
8317000	 0000002615924,00	
8318000	 0000001437908,00	
8318100	 0000000912910,00	
8318900	 0000000524998,00	
8319000	 0000000000000,00	
8510000	 0000012451060,00	
8511000	 0000000245842,00	
8513000	 0000012205218,00	
8520000	 0000000464975,00	
8521000	 0000000000000,00	
8523000	 0000000464975,00	
8530000	 0000000349148,00	
8531000	 0000000000000,00	
8533000	 0000000349148,00	
8540000	 0000008240986,00	
8543000	 0000002166318,00	
8544000	 0000003696592,00	
8545000	 0000002378076,00	
8560000	 0000000332632,00	
8563000	 0000000141990,00	
8564000	 0000000107613,00	
8565000	 0000000083029,00	
8610000	 0000002387172,00	
8620000	 0000000032807,00	
8630000	 0000000012357,00	
8640000	 0000003001439,00	
8660000	 0000000003239,00	
