055	BANCO CONSORCIO
8110000	 0000000022018,00	
8111000	 0000000000000,00	
8113000	 0000000019372,00	
8114000	 0000000000165,00	
8115000	 0000000002481,00	
8130000	 0000000001982,00	
8131000	 0000000000000,00	
8133000	 0000000000473,00	
8134000	 0000000000005,00	
8135000	 0000000001504,00	
8140000	 0000000000391,00	
8141000	 0000000000000,00	
8143000	 0000000000041,00	
8144000	 0000000000000,00	
8145000	 0000000000350,00	
8310000	 0000000070184,00	
8311000	 0000000003300,00	
8312000	 0000000007566,00	
8314000	 0000000000000,00	
8315000	 0000000046074,00	
8315100	 0000000042400,00	
8315200	 0000000003674,00	
8317000	 0000000013244,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000001445718,00	
8511000	 0000000000000,00	
8513000	 0000001445718,00	
8520000	 0000000017943,00	
8521000	 0000000000000,00	
8523000	 0000000017943,00	
8530000	 0000000018650,00	
8531000	 0000000000000,00	
8533000	 0000000018650,00	
8540000	 0000000146896,00	
8543000	 0000000003745,00	
8544000	 0000000075775,00	
8545000	 0000000067376,00	
8560000	 0000000002817,00	
8563000	 0000000000171,00	
8564000	 0000000000165,00	
8565000	 0000000002481,00	
8610000	 0000000067275,00	
8620000	 0000000001261,00	
8630000	 0000000000222,00	
8640000	 0000000001426,00	
8660000	 0000000000000,00	
