049	BANCO SECURITY
8110000	 0000000173490,00	
8111000	 0000000000000,00	
8113000	 0000000157993,00	
8114000	 0000000007287,00	
8115000	 0000000008210,00	
8130000	 0000000007721,00	
8131000	 0000000000000,00	
8133000	 0000000003664,00	
8134000	 0000000000178,00	
8135000	 0000000003879,00	
8140000	 0000000001472,00	
8141000	 0000000000000,00	
8143000	 0000000000405,00	
8144000	 0000000000000,00	
8145000	 0000000001067,00	
8310000	 0000001033812,00	
8311000	 0000000005463,00	
8312000	 0000000000000,00	
8314000	 0000000017203,00	
8315000	 0000000214822,00	
8315100	 0000000199135,00	
8315200	 0000000015687,00	
8317000	 0000000796324,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002078532,00	
8511000	 0000000000000,00	
8513000	 0000002078532,00	
8520000	 0000000745698,00	
8521000	 0000000000000,00	
8523000	 0000000745698,00	
8530000	 0000000138419,00	
8531000	 0000000000000,00	
8533000	 0000000138419,00	
8540000	 0000001126449,00	
8543000	 0000000212332,00	
8544000	 0000000552714,00	
8545000	 0000000361403,00	
8560000	 0000000022750,00	
8563000	 0000000007253,00	
8564000	 0000000007287,00	
8565000	 0000000008210,00	
8610000	 0000000379094,00	
8620000	 0000000023161,00	
8630000	 0000000001894,00	
8640000	 0000000629249,00	
8660000	 0000000000414,00	
