009	BANCO INTERNACIONAL
8110000	 0000000044349,00	
8111000	 0000000000000,00	
8113000	 0000000042957,00	
8114000	 0000000001158,00	
8115000	 0000000000234,00	
8130000	 0000000001772,00	
8131000	 0000000000000,00	
8133000	 0000000001498,00	
8134000	 0000000000012,00	
8135000	 0000000000262,00	
8140000	 0000000000692,00	
8141000	 0000000000000,00	
8143000	 0000000000463,00	
8144000	 0000000000000,00	
8145000	 0000000000229,00	
8310000	 0000000084707,00	
8311000	 0000000001513,00	
8312000	 0000000000000,00	
8314000	 0000000002820,00	
8315000	 0000000045786,00	
8315100	 0000000041326,00	
8315200	 0000000004460,00	
8317000	 0000000034588,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000000714031,00	
8511000	 0000000000000,00	
8513000	 0000000714031,00	
8520000	 0000000081256,00	
8521000	 0000000000000,00	
8523000	 0000000081256,00	
8530000	 0000000035942,00	
8531000	 0000000000000,00	
8533000	 0000000035942,00	
8540000	 0000000033453,00	
8543000	 0000000007754,00	
8544000	 0000000019475,00	
8545000	 0000000006224,00	
8560000	 0000000001878,00	
8563000	 0000000000486,00	
8564000	 0000000001158,00	
8565000	 0000000000234,00	
8610000	 0000000068509,00	
8620000	 0000000008252,00	
8630000	 0000000000147,00	
8640000	 0000000007769,00	
8660000	 0000000000030,00	
