028	BANCO BICE
8110000	 0000000078454,00	
8111000	 0000000000000,00	
8113000	 0000000073715,00	
8114000	 0000000002315,00	
8115000	 0000000002424,00	
8130000	 0000000001074,00	
8131000	 0000000000000,00	
8133000	 0000000000545,00	
8134000	 0000000000000,00	
8135000	 0000000000529,00	
8140000	 0000000000541,00	
8141000	 0000000000000,00	
8143000	 0000000000319,00	
8144000	 0000000000092,00	
8145000	 0000000000130,00	
8310000	 0000001121204,00	
8311000	 0000000015883,00	
8312000	 0000000011675,00	
8314000	 0000000033509,00	
8315000	 0000000257773,00	
8315100	 0000000226185,00	
8315200	 0000000031588,00	
8317000	 0000000662975,00	
8318000	 0000000135734,00	
8318100	 0000000000000,00	
8318900	 0000000135734,00	
8319000	 0000000003655,00	
8510000	 0000002871125,00	
8511000	 0000000002376,00	
8513000	 0000002868749,00	
8520000	 0000000122367,00	
8521000	 0000000000000,00	
8523000	 0000000122367,00	
8530000	 0000000040341,00	
8531000	 0000000000000,00	
8533000	 0000000040341,00	
8540000	 0000000963205,00	
8543000	 0000000202782,00	
8544000	 0000000640116,00	
8545000	 0000000120307,00	
8560000	 0000000012407,00	
8563000	 0000000007668,00	
8564000	 0000000002315,00	
8565000	 0000000002424,00	
8610000	 0000000827755,00	
8620000	 0000000025435,00	
8630000	 0000000000283,00	
8640000	 0000000267550,00	
8660000	 0000000000181,00	
