012	BANCO DEL ESTADO DE CHILE
8110000	 0000001597551,00	
8111000	 0000000000000,00	
8113000	 0000000440852,00	
8114000	 0000001009117,00	
8115000	 0000000147582,00	
8130000	 0000000058571,00	
8131000	 0000000000000,00	
8133000	 0000000018416,00	
8134000	 0000000005677,00	
8135000	 0000000034478,00	
8140000	 0000000025222,00	
8141000	 0000000000000,00	
8143000	 0000000009915,00	
8144000	 0000000007535,00	
8145000	 0000000007772,00	
8310000	 0000003405765,00	
8311000	 0000000246023,00	
8312000	 0000000060464,00	
8314000	 0000000064371,00	
8315000	 0000001082772,00	
8315100	 0000000928462,00	
8315200	 0000000154310,00	
8317000	 0000001274931,00	
8318000	 0000000677204,00	
8318100	 0000000365423,00	
8318900	 0000000311781,00	
8319000	 0000000000000,00	
8510000	 0000008221029,00	
8511000	 0000000547028,00	
8513000	 0000007674001,00	
8520000	 0000000333470,00	
8521000	 0000000000000,00	
8523000	 0000000333470,00	
8530000	 0000000134237,00	
8531000	 0000000000000,00	
8533000	 0000000134237,00	
8540000	 0000010385758,00	
8543000	 0000002374248,00	
8544000	 0000006592250,00	
8545000	 0000001419260,00	
8560000	 0000001355030,00	
8563000	 0000000198331,00	
8564000	 0000001009117,00	
8565000	 0000000147582,00	
8610000	 0000002183459,00	
8620000	 0000000033672,00	
8630000	 0000000000502,00	
8640000	 0000001181549,00	
8660000	 0000000006583,00	
