039	ITAÚ CORPBANCA
8110000	 0000001026038,00	
8111000	 0000000000000,00	
8113000	 0000000788303,00	
8114000	 0000000138714,00	
8115000	 0000000099021,00	
8130000	 0000000065143,00	
8131000	 0000000000000,00	
8133000	 0000000034173,00	
8134000	 0000000000678,00	
8135000	 0000000030292,00	
8140000	 0000000006548,00	
8141000	 0000000000000,00	
8143000	 0000000002438,00	
8144000	 0000000000350,00	
8145000	 0000000003760,00	
8310000	 0000005332939,00	
8311000	 0000000268363,00	
8312000	 0000000000223,00	
8314000	 0000000069070,00	
8315000	 0000001164422,00	
8315100	 0000000797706,00	
8315200	 0000000366716,00	
8317000	 0000002622474,00	
8318000	 0000001208387,00	
8318100	 0000000853911,00	
8318900	 0000000354476,00	
8319000	 0000000000000,00	
8510000	 0000011483995,00	
8511000	 0000000167097,00	
8513000	 0000011316898,00	
8520000	 0000000818691,00	
8521000	 0000000000000,00	
8523000	 0000000818691,00	
8530000	 0000000407908,00	
8531000	 0000000000000,00	
8533000	 0000000407908,00	
8540000	 0000008173675,00	
8543000	 0000001922852,00	
8544000	 0000003817124,00	
8545000	 0000002433699,00	
8560000	 0000000398709,00	
8563000	 0000000160974,00	
8564000	 0000000138714,00	
8565000	 0000000099021,00	
8610000	 0000002286515,00	
8620000	 0000000102869,00	
8630000	 0000000005885,00	
8640000	 0000002932556,00	
8660000	 0000000005114,00	
