037	BANCO SANTANDER-CHILE
811000000	 2341574897783,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1405510218058,00	
811200100	 1213787533644,00	
811200101	 1213786330607,00	
811200102	 0000000000000,00	
811200103	 0000001203037,00	
811200104	 0000000000000,00	
811200600	 0043424165072,00	
811200700	 0011395457501,00	
811200800	 0011953981204,00	
811200900	 0008750733354,00	
811201000	 0088008917526,00	
811201100	 0010375986871,00	
811201200	 0017813442886,00	
811300000	 0656821631468,00	
811300100	 0000048902789,00	
811300200	 0000102641702,00	
811300300	 0002689349717,00	
811300400	 0648575894387,00	
811300500	 0000000000000,00	
811300600	 0005404842873,00	
811400000	 0279243048257,00	
811400100	 0235980888935,00	
811400200	 0008902887055,00	
811400300	 0033903145152,00	
811400400	 0000037907859,00	
811400500	 0000418219256,00	
812000000	 1329867914624,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0728012104574,00	
812200100	 0673685538699,00	
812200101	 0673685216372,00	
812200102	 0000000000000,00	
812200103	 0000000322327,00	
812200104	 0000000000000,00	
812200600	 0000300289178,00	
812200700	 0000214341472,00	
812200800	 0006129028884,00	
812200900	 0000007201902,00	
812201000	 0034260204564,00	
812201100	 0009182627097,00	
812201200	 0004232872778,00	
812300000	 0404164510216,00	
812300100	 0000047432575,00	
812300200	 0000083845447,00	
812300300	 0001396260066,00	
812300400	 0398464445669,00	
812300500	 0000000000000,00	
812300600	 0004172526459,00	
812400000	 0197691299834,00	
812400100	 0176914774921,00	
812400200	 0000000082193,00	
812400300	 0020747727501,00	
812400400	 0000028587247,00	
812400500	 0000000127972,00	
813000000	 0047631133414,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0017920667766,00	
813200100	 0013338562216,00	
813200101	 0013338562179,00	
813200102	 0000000000000,00	
813200103	 0000000000037,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000409659058,00	
813200800	 0000417350393,00	
813200900	 0000279962988,00	
813201000	 0000998068090,00	
813201100	 0000478003852,00	
813201200	 0001999061169,00	
813300000	 0003248500464,00	
813300100	 0000000020534,00	
813300200	 0000015067672,00	
813300300	 0000000000000,00	
813300400	 0003226251010,00	
813300500	 0000000000000,00	
813300600	 0000007161248,00	
813400000	 0026461965184,00	
813400100	 0018194847550,00	
813400200	 0001145687515,00	
813400300	 0006915347253,00	
813400400	 0000000000000,00	
813400500	 0000206082866,00	
814000000	 0010431536762,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0004515785695,00	
814200100	 0003586562952,00	
814200101	 0003586562952,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000072287444,00	
814200800	 0000126420962,00	
814200900	 0000000000000,00	
814201000	 0000486719592,00	
814201100	 0000000550185,00	
814201200	 0000243244560,00	
814300000	 0003472762509,00	
814300100	 0000000927189,00	
814300200	 0000009191161,00	
814300300	 0000000000000,00	
814300400	 0003462510608,00	
814300500	 0000000000000,00	
814300600	 0000000133551,00	
814400000	 0002442988558,00	
814400100	 0001565134481,00	
814400200	 0000125474770,00	
814400300	 0000717496955,00	
814400400	 0000000197029,00	
814400500	 0000034685323,00	
821000000	 41821150469943,00	
821100000	 0000542988324,00	
821100100	 0000000000000,00	
821100200	 0000542988324,00	
821200000	 19103500311215,00	
821200100	 14232658728204,00	
821200101	 14232622049793,00	
821200102	 0000000000000,00	
821200103	 0000036678411,00	
821200104	 0000000000000,00	
821200600	 2086689062965,00	
821200700	 0155887937206,00	
821200800	 0143314888684,00	
821200900	 0926633380570,00	
821201000	 1226710145694,00	
821201100	 0046850418851,00	
821201200	 0284755749041,00	
821300000	 17106423724420,00	
821300100	 0000428321306,00	
821300200	 0001004687395,00	
821300300	 0089872499174,00	
821300400	 16940351180082,00	
821300500	 0000000000000,00	
821300600	 0074767036463,00	
821400000	 5610683445984,00	
821400100	 3709521313347,00	
821400200	 0149714982181,00	
821400300	 1748875993494,00	
821400400	 0002071812640,00	
821400500	 0000499344322,00	
831000000	 12404008528799,00	
831100000	 0401634356950,00	
831100100	 0192848460000,00	
831100200	 0208785896950,00	
831200000	 0209738696905,00	
831300000	 0000000000000,00	
831500000	 1674919053682,00	
831500100	 1157800477900,00	
831500200	 0517118575782,00	
831600000	 9735676734628,00	
831600100	 1735582531576,00	
831600200	 0422326676741,00	
831600300	 0839796520196,00	
831600400	 6737971006115,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0382039686634,00	
831800100	 0000770413196,00	
831800200	 0381269273438,00	
831900000	 0000000000000,00	
832000000	 1470384593523,00	
832100000	 0083046332472,00	
832100100	 0068928566247,00	
832100200	 0014117766225,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0007372206622,00	
832500100	 0000806091155,00	
832500200	 0000000000000,00	
832500300	 0006566115467,00	
832700000	 1379966054429,00	
832700100	 1379966054429,00	
832700101	 0000000000000,00	
832700102	 1379930973614,00	
832700103	 0000000000000,00	
832700104	 0000035080815,00	
832700200	 0000000000000,00	
832700201	 0000000000000,00	
832700202	 0000000000000,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 28239463139991,00	
833050000	 0779528037710,00	
833050100	 0000000000000,00	
833050200	 0779528037710,00	
833100000	 8827374379528,00	
833200000	 0000000000000,00	
833300000	 18632560722753,00	
833300100	 15121226272997,00	
833300200	 0000000000000,00	
833300300	 3511334449756,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0048663632760,00	
833500100	 0048663632760,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0000000000000,00	
833500500	 0000000000000,00	
833500600	 0000000000000,00	
833500700	 0000000000000,00	
841000000	 0246130240000,00	
