028	BANCO BICE
811000000	 0228123121538,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0201879890494,00	
811200100	 0172739511144,00	
811200101	 0160898496045,00	
811200102	 0000000000000,00	
811200103	 0011841015099,00	
811200104	 0000000000000,00	
811200600	 0004793567024,00	
811200700	 0001009125217,00	
811200800	 0000236708099,00	
811200900	 0000137293253,00	
811201000	 0015830950716,00	
811201100	 0000197306666,00	
811201200	 0006935428375,00	
811300000	 0019707470144,00	
811300100	 0000000000000,00	
811300200	 0006161077222,00	
811300300	 0000000000000,00	
811300400	 0013438314149,00	
811300500	 0000000000000,00	
811300600	 0000108078773,00	
811400000	 0006535760900,00	
811400100	 0004720176982,00	
811400200	 0000676891593,00	
811400300	 0001138692325,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0091008876144,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0076503351895,00	
812200100	 0068018953704,00	
812200101	 0066155115070,00	
812200102	 0000000000000,00	
812200103	 0001863838634,00	
812200104	 0000000000000,00	
812200600	 0004203597479,00	
812200700	 0000668794170,00	
812200800	 0000144073437,00	
812200900	 0000000000000,00	
812201000	 0003424090909,00	
812201100	 0000043842196,00	
812201200	 0000000000000,00	
812300000	 0012044573832,00	
812300100	 0000000000000,00	
812300200	 0003998756151,00	
812300300	 0000000000000,00	
812300400	 0008045631917,00	
812300500	 0000000000000,00	
812300600	 0000000185764,00	
812400000	 0002460950417,00	
812400100	 0001886916187,00	
812400200	 0000110064214,00	
812400300	 0000463970016,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0001321533665,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0000548881547,00	
813200100	 0000419866336,00	
813200101	 0000419866336,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000011882601,00	
813200800	 0000000000000,00	
813200900	 0000057841605,00	
813201000	 0000000000000,00	
813201100	 0000000000000,00	
813201200	 0000059291005,00	
813300000	 0000129183562,00	
813300100	 0000000000000,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0000129183562,00	
813300500	 0000000000000,00	
813300600	 0000000000000,00	
813400000	 0000643468556,00	
813400100	 0000497410741,00	
813400200	 0000048749214,00	
813400300	 0000097308601,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0000083340191,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0000037368245,00	
814200100	 0000000079938,00	
814200101	 0000000079938,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000000000000,00	
814200800	 0000000000000,00	
814200900	 0000034426788,00	
814201000	 0000000000000,00	
814201100	 0000000000000,00	
814201200	 0000002861519,00	
814300000	 0000000000000,00	
814300100	 0000000000000,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0000000000000,00	
814300500	 0000000000000,00	
814300600	 0000000000000,00	
814400000	 0000045971946,00	
814400100	 0000030872850,00	
814400200	 0000001626443,00	
814400300	 0000013472653,00	
814400400	 0000000000000,00	
814400500	 0000000000000,00	
821000000	 9025317816266,00	
821100000	 0000000000000,00	
821100100	 0000000000000,00	
821100200	 0000000000000,00	
821200000	 6344147567112,00	
821200100	 5199523536990,00	
821200101	 5199523536990,00	
821200102	 0000000000000,00	
821200103	 0000000000000,00	
821200104	 0000000000000,00	
821200600	 0415997381940,00	
821200700	 0055396775120,00	
821200800	 0000000000000,00	
821200900	 0148105771842,00	
821201000	 0498380187189,00	
821201100	 0013276830335,00	
821201200	 0013467083696,00	
821300000	 2426958968272,00	
821300100	 0000088550704,00	
821300200	 0889108475174,00	
821300300	 0000000000000,00	
821300400	 1533751789325,00	
821300500	 0000000000000,00	
821300600	 0004010153069,00	
821400000	 0254211280882,00	
821400100	 0156378580182,00	
821400200	 0013946588266,00	
821400300	 0083886112434,00	
821400400	 0000000000000,00	
821400500	 0000000000000,00	
831000000	 1585657288507,00	
831100000	 0033322505686,00	
831100100	 0000000000000,00	
831100200	 0033322505686,00	
831200000	 0052580604023,00	
831300000	 0000000000000,00	
831500000	 0481483811731,00	
831500100	 0468109324554,00	
831500200	 0013374487177,00	
831600000	 0874570866341,00	
831600100	 0450356408812,00	
831600200	 0026632979691,00	
831600300	 0079046980835,00	
831600400	 0318534497003,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0137013043639,00	
831800100	 0000000000000,00	
831800200	 0137013043639,00	
831900000	 0006686457087,00	
832000000	 5267854985777,00	
832100000	 0039011516881,00	
832100100	 0038751714802,00	
832100200	 0000259802079,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0000263755213,00	
832500100	 0000263755213,00	
832500200	 0000000000000,00	
832500300	 0000000000000,00	
832700000	 5228579713683,00	
832700100	 1233932453326,00	
832700101	 0000000000000,00	
832700102	 1233932453326,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 3994647260357,00	
832700201	 0000000000000,00	
832700202	 3994647260357,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 7957305851837,00	
833050000	 0000000000000,00	
833050100	 0000000000000,00	
833050200	 0000000000000,00	
833100000	 2221697857319,00	
833200000	 1729855677681,00	
833300000	 4005752316837,00	
833300100	 4005752316837,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0007254578950,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0007254578950,00	
833500500	 0000000000000,00	
833500600	 0000000000000,00	
833500700	 0000000000000,00	
841000000	 0832072825771,00	
841000100	 0003044884594,00	
841000200	 0007312714638,00	
841000300	 0000000000000,00	
841000400	 0000000000000,00	
841000500	 0000000000000,00	
841000600	 0821715226539,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0001129900000,00	
844200000	 0000007852914,00	
844300000	 0000000000000,00	
844400000	 0046607500000,00	
844400100	 0046607500000,00	
844400200	 0000000000000,00	
