999	SISTEMA FINANCIERO
811000000	 14673184562470,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 8611890408873,00	
811200100	 7398522686378,00	
811200101	 6711982302298,00	
811200102	 0416405018795,00	
811200103	 0270135365285,00	
811200104	 0000000000000,00	
811200600	 0124655786379,00	
811200700	 0071921389162,00	
811200800	 0032395604004,00	
811200900	 0023786229933,00	
811201000	 0447499311935,00	
811201100	 0441452216527,00	
811201200	 0071657184555,00	
811300000	 3768830078694,00	
811300100	 0045344360245,00	
811300200	 0128181844147,00	
811300300	 0002689349717,00	
811300400	 3530602274465,00	
811300500	 0017020858399,00	
811300600	 0044991391721,00	
811400000	 2292464074903,00	
811400100	 1515413705542,00	
811400200	 0083550962693,00	
811400300	 0688812487168,00	
811400400	 0000104667770,00	
811400500	 0004582251730,00	
812000000	 7053355257129,00	
812100000	 0000018512366,00	
812100100	 0000018512366,00	
812100200	 0000000000000,00	
812200000	 3900988561475,00	
812200100	 3182232474834,00	
812200101	 2844932771042,00	
812200102	 0145734642092,00	
812200103	 0191565061700,00	
812200104	 0000000000000,00	
812200600	 0071111569887,00	
812200700	 0013971520208,00	
812200800	 0022945043007,00	
812200900	 0000551783457,00	
812201000	 0190241119900,00	
812201100	 0383742006025,00	
812201200	 0036193044157,00	
812300000	 2432965898845,00	
812300100	 0018351206284,00	
812300200	 0065017939531,00	
812300300	 0001396260066,00	
812300400	 2270516353951,00	
812300500	 0056216069700,00	
812300600	 0021468069313,00	
812400000	 0719382284443,00	
812400100	 0552600476171,00	
812400200	 0012106614152,00	
812400300	 0149633140858,00	
812400400	 0000046625510,00	
812400500	 0004995427752,00	
813000000	 0325879269267,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0100190441110,00	
813200100	 0082263868730,00	
813200101	 0068321770268,00	
813200102	 0013186011011,00	
813200103	 0000756087451,00	
813200104	 0000000000000,00	
813200600	 0000542236323,00	
813200700	 0000949438490,00	
813200800	 0001317711359,00	
813200900	 0000560240046,00	
813201000	 0002791232507,00	
813201100	 0009026143451,00	
813201200	 0002739570204,00	
813300000	 0007878460812,00	
813300100	 0000112835336,00	
813300200	 0000188312232,00	
813300300	 0000000000000,00	
813300400	 0007011230738,00	
813300500	 0000017272997,00	
813300600	 0000548809509,00	
813400000	 0217810367345,00	
813400100	 0109418724881,00	
813400200	 0008134700138,00	
813400300	 0099188863846,00	
813400400	 0000001291156,00	
813400500	 0001066787324,00	
814000000	 0076452244930,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0036916483807,00	
814200100	 0031112305858,00	
814200101	 0011938452041,00	
814200102	 0018509900143,00	
814200103	 0000663953674,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000199042687,00	
814200800	 0000131409446,00	
814200900	 0000201973257,00	
814201000	 0002918939872,00	
814201100	 0001790570605,00	
814201200	 0000562242082,00	
814300000	 0009147642273,00	
814300100	 0000257417538,00	
814300200	 0000025574399,00	
814300300	 0000000000000,00	
814300400	 0008757436148,00	
814300500	 0000055902702,00	
814300600	 0000051311486,00	
814400000	 0030388118850,00	
814400100	 0014760681022,00	
814400200	 0001103831166,00	
814400300	 0014376544143,00	
814400400	 0000001751352,00	
814400500	 0000145311167,00	
821000000	 261735777624558,00	
821100000	 1985624993933,00	
821100100	 0033136384037,00	
821100200	 1952488609896,00	
821200000	 143212130723143,00	
821200100	 113296371295117,00	
821200101	 89169685411366,00	
821200102	 10480466994685,00	
821200103	 13069269522206,00	
821200104	 0576949366860,00	
821200600	 11854154665652,00	
821200700	 0924512577005,00	
821200800	 0389095465027,00	
821200900	 3915831365776,00	
821201000	 9602251742975,00	
821201100	 2872946066612,00	
821201200	 0356967544979,00	
821300000	 85595314249966,00	
821300100	 0330510312994,00	
821300200	 6698272628111,00	
821300300	 10549801502717,00	
821300400	 66996726049616,00	
821300500	 0389047915404,00	
821300600	 0630955841124,00	
821400000	 30942707657516,00	
821400100	 17045318207918,00	
821400200	 1053287434364,00	
821400300	 12745320105340,00	
821400400	 0003770770097,00	
821400500	 0095011139797,00	
831000000	 70022881540247,00	
831100000	 2712799574455,00	
831100100	 0762517584309,00	
831100200	 1950281990146,00	
831200000	 1796752805129,00	
831300000	 0006797247090,00	
831500000	 12587177779684,00	
831500100	 8986127375231,00	
831500200	 3601050404453,00	
831600000	 42412682815132,00	
831600100	 5863530501414,00	
831600200	 0991849093184,00	
831600300	 4106244575251,00	
831600400	 31451058645283,00	
831600500	 0000000000000,00	
831700000	 6828005737053,00	
831700100	 4623687069271,00	
831700200	 0369828487951,00	
831700300	 0737006976087,00	
831700400	 1097483203744,00	
831700500	 0000000000000,00	
831800000	 3642290825991,00	
831800100	 1209595202897,00	
831800200	 2432695623094,00	
831900000	 0036374755713,00	
832000000	 19260147228568,00	
832100000	 0692841539835,00	
832100100	 0271411237561,00	
832100200	 0421430302274,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 3035951045595,00	
832500100	 0673612356631,00	
