012	BANCO DEL ESTADO DE CHILE
811000000	 3444745527239,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1419052555346,00	
811200100	 1099365104710,00	
811200101	 1003553900764,00	
811200102	 0000000000000,00	
811200103	 0095811203946,00	
811200104	 0000000000000,00	
811200600	 0015949664071,00	
811200700	 0011880014973,00	
811200800	 0002022749615,00	
811200900	 0001562141942,00	
811201000	 0069323682088,00	
811201100	 0207728068721,00	
811201200	 0011221129226,00	
811300000	 1581560837411,00	
811300100	 0029668893587,00	
811300200	 0070194951032,00	
811300300	 0000000000000,00	
811300400	 1457609702279,00	
811300500	 0000000000000,00	
811300600	 0024087290513,00	
811400000	 0444132134482,00	
811400100	 0396338608030,00	
811400200	 0017738162709,00	
811400300	 0030055363743,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 1616018360030,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0693598538148,00	
812200100	 0451360754968,00	
812200101	 0408089583194,00	
812200102	 0000000000000,00	
812200103	 0043271171774,00	
812200104	 0000000000000,00	
812200600	 0009488577535,00	
812200700	 0007187106310,00	
812200800	 0001502244248,00	
812200900	 0000124123527,00	
812201000	 0029482774608,00	
812201100	 0181926225662,00	
812201200	 0012526731290,00	
812300000	 0819239557342,00	
812300100	 0016934480800,00	
812300200	 0041825333204,00	
812300300	 0000000000000,00	
812300400	 0748477785911,00	
812300500	 0000000000000,00	
812300600	 0012001957427,00	
812400000	 0103180264540,00	
812400100	 0089045818884,00	
812400200	 0003833473687,00	
812400300	 0010300971969,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0048745661981,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0014830077711,00	
813200100	 0010811165583,00	
813200101	 0010811165583,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000000000000,00	
813200800	 0000000000000,00	
813200900	 0000000000000,00	
813201000	 0001024508312,00	
813201100	 0002914004609,00	
813201200	 0000080399207,00	
813300000	 0002572475186,00	
813300100	 0000084223129,00	
813300200	 0000142244653,00	
813300300	 0000000000000,00	
813300400	 0001810145371,00	
813300500	 0000000000000,00	
813300600	 0000535862033,00	
813400000	 0031343109084,00	
813400100	 0026376990858,00	
813400200	 0001367062591,00	
