049	BANCO SECURITY
8110000	 0000000233392,00	
8111000	 0000000000000,00	
8113000	 0000000206484,00	
8114000	 0000000008636,00	
8115000	 0000000018272,00	
8130000	 0000000009345,00	
8131000	 0000000000000,00	
8133000	 0000000004502,00	
8134000	 0000000000121,00	
8135000	 0000000004722,00	
8140000	 0000000000757,00	
8141000	 0000000000000,00	
8143000	 0000000000150,00	
8144000	 0000000000079,00	
8145000	 0000000000528,00	
8310000	 0000001197301,00	
8311000	 0000000019772,00	
8312000	 0000000000000,00	
8314000	 0000000020313,00	
8315000	 0000000251239,00	
8315100	 0000000224767,00	
8315200	 0000000026472,00	
8317000	 0000000905977,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000003063895,00	
8511000	 0000000002339,00	
8513000	 0000003061556,00	
8520000	 0000000708206,00	
8521000	 0000000000000,00	
8523000	 0000000708206,00	
8530000	 0000000165261,00	
8531000	 0000000000000,00	
8533000	 0000000165261,00	
8540000	 0000001377081,00	
8543000	 0000000277266,00	
8544000	 0000000604358,00	
8545000	 0000000495457,00	
8560000	 0000000047782,00	
8563000	 0000000020874,00	
8564000	 0000000008636,00	
8565000	 0000000018272,00	
8610000	 0000000445633,00	
8620000	 0000000012215,00	
8630000	 0000000016246,00	
8640000	 0000000722956,00	
8660000	 0000000000251,00	
8700000	 0000000000042,00	
8710000	 0000000000067,00	
8711000	 0000000000000,00	
8712000	 0000000000016,00	
8713000	 0000000000000,00	
8714000	 0000000000000,00	
8715000	 0000000000021,00	
8716000	 0000000000000,00	
8717000	 0000000000030,00	
8720000	 0000000000025,00	
8721000	 0000000000000,00	
8722000	 0000000000025,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000000,00	
8727000	 0000000000000,00	
8910000	 0000000093491,00	
8911000	 0000000000000,00	
8913000	 0000000080305,00	
8914000	 0000000006660,00	
8915000	 0000000006526,00	
