028	BANCO BICE
8110000	 0000000140815,00	
8111000	 0000000000000,00	
8113000	 0000000131859,00	
8114000	 0000000006554,00	
8115000	 0000000002402,00	
8130000	 0000000000904,00	
8131000	 0000000000000,00	
8133000	 0000000000370,00	
8134000	 0000000000009,00	
8135000	 0000000000525,00	
8140000	 0000000000208,00	
8141000	 0000000000000,00	
8143000	 0000000000028,00	
8144000	 0000000000000,00	
8145000	 0000000000180,00	
8310000	 0000001560388,00	
8311000	 0000000019890,00	
8312000	 0000000006049,00	
8314000	 0000000037914,00	
8315000	 0000000380298,00	
8315100	 0000000352021,00	
8315200	 0000000028277,00	
8317000	 0000000944022,00	
8318000	 0000000166614,00	
8318100	 0000000000000,00	
8318900	 0000000166614,00	
8319000	 0000000005601,00	
8510000	 0000003960010,00	
8511000	 0000000170043,00	
8513000	 0000003789967,00	
8520000	 0000000211944,00	
8521000	 0000000000000,00	
8523000	 0000000211944,00	
8530000	 0000000066915,00	
8531000	 0000000000000,00	
8533000	 0000000066915,00	
8540000	 0000001500139,00	
8543000	 0000000353490,00	
8544000	 0000000998467,00	
8545000	 0000000148182,00	
8560000	 0000000018485,00	
8563000	 0000000009530,00	
8564000	 0000000006553,00	
8565000	 0000000002402,00	
8610000	 0000001199655,00	
8620000	 0000000018731,00	
8630000	 0000000000302,00	
8640000	 0000000341295,00	
8660000	 0000000000405,00	
8700000	 0000000000376,00	
8710000	 0000000000407,00	
8711000	 0000000000241,00	
8712000	 0000000000107,00	
8713000	 0000000000000,00	
8714000	 0000000000004,00	
8715000	 0000000000000,00	
8716000	 0000000000008,00	
8717000	 0000000000047,00	
8720000	 0000000000031,00	
8721000	 0000000000000,00	
8722000	 0000000000031,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000000,00	
8727000	 0000000000000,00	
8910000	 0000000023638,00	
8911000	 0000000000000,00	
8913000	 0000000018890,00	
8914000	 0000000004344,00	
8915000	 0000000000404,00	
