001	BANCO DE CHILE
8110000	 0000000794458,00	
8111000	 0000000000000,00	
8113000	 0000000365038,00	
8114000	 0000000164941,00	
8115000	 0000000264479,00	
8130000	 0000000078146,00	
8131000	 0000000000000,00	
8133000	 0000000014179,00	
8134000	 0000000001862,00	
8135000	 0000000062105,00	
8140000	 0000000012138,00	
8141000	 0000000000000,00	
8143000	 0000000002856,00	
8144000	 0000000001190,00	
8145000	 0000000008092,00	
8310000	 0000010754459,00	
8311000	 0000000312438,00	
8312000	 0000000057670,00	
8314000	 0000000363057,00	
8315000	 0000002233552,00	
8315100	 0000001890299,00	
8315200	 0000000343253,00	
8317000	 0000007744121,00	
8318000	 0000000043621,00	
8318100	 0000000000000,00	
8318900	 0000000043621,00	
8319000	 0000000000000,00	
8510000	 0000011745810,00	
8511000	 0000000315800,00	
8513000	 0000011430010,00	
8520000	 0000000088088,00	
8521000	 0000000000000,00	
8523000	 0000000088088,00	
8530000	 0000000123562,00	
8531000	 0000000000000,00	
8533000	 0000000123562,00	
8540000	 0000015874991,00	
8543000	 0000003610875,00	
8544000	 0000008059785,00	
8545000	 0000004204331,00	
8560000	 0000000668735,00	
8563000	 0000000239315,00	
8564000	 0000000164941,00	
8565000	 0000000264479,00	
8610000	 0000004346339,00	
8620000	 0000000007946,00	
8630000	 0000000002323,00	
8640000	 0000006386528,00	
8660000	 0000000011323,00	
8700000	 0000000000961,00	
8710000	 0000000000978,00	
8711000	 0000000000019,00	
8712000	 0000000000260,00	
8713000	 0000000000078,00	
8714000	 0000000000005,00	
8715000	 0000000000008,00	
8716000	 0000000000211,00	
8717000	 0000000000397,00	
8720000	 0000000000017,00	
8721000	 0000000000000,00	
8722000	 0000000000009,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000000,00	
8727000	 0000000000008,00	
8910000	 0000000331536,00	
8911000	 0000000000000,00	
8913000	 0000000161143,00	
8914000	 0000000092934,00	
8915000	 0000000077459,00	
