016	BANCO DE CRÉDITO E INVERSIONES
811000000	 2076339801013,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1370097503632,00	
811200100	 1244057641078,00	
811200101	 0997237654010,00	
811200102	 0246502539861,00	
811200103	 0000317447207,00	
811200104	 0000000000000,00	
811200600	 0019365321833,00	
811200700	 0011992033090,00	
811200800	 0007399654299,00	
811200900	 0000948600714,00	
811201000	 0059785554710,00	
811201100	 0015633352693,00	
811201200	 0010915345215,00	
811300000	 0431340114914,00	
811300100	 0000059724694,00	
811300200	 0017265440727,00	
811300300	 0000000000000,00	
811300400	 0411177381288,00	
811300500	 0000000000000,00	
811300600	 0002837568205,00	
811400000	 0274902182467,00	
811400100	 0177560711378,00	
811400200	 0018205679516,00	
811400300	 0078734048294,00	
811400400	 0000003831019,00	
811400500	 0000397912260,00	
812000000	 0900303013812,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0514650769957,00	
812200100	 0459609825770,00	
812200101	 0436918674101,00	
812200102	 0022623117887,00	
812200103	 0000068033782,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0005527603523,00	
812200800	 0006141946878,00	
812200900	 0000000000000,00	
812201000	 0021561121414,00	
812201100	 0011885803674,00	
812201200	 0009924468698,00	
812300000	 0346600757066,00	
812300100	 0000057777390,00	
812300200	 0015477602052,00	
812300300	 0000000000000,00	
812300400	 0330580540175,00	
812300500	 0000000000000,00	
812300600	 0000484837449,00	
812400000	 0039051486789,00	
812400100	 0020511527856,00	
812400200	 0003645119305,00	
812400300	 0014778203881,00	
812400400	 0000007662038,00	
812400500	 0000108973709,00	
813000000	 0062143910827,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0014620355886,00	
813200100	 0011161892992,00	
813200101	 0009956992527,00	
813200102	 0000446701468,00	
813200103	 0000758198997,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000000000000,00	
813200800	 0001308590207,00	
813200900	 0000001558626,00	
