039	BANCO ITAÚ CHILE
411000000	 0492211908090,00	
411100000	 0451660943324,00	
411150000	 0008660187960,00	
411150100	 0000000000000,00	
411150101	 0000000000000,00	
411150102	 0000000000000,00	
411150103	 0000000000000,00	
411150200	 0006315505141,00	
411150201	 0000117991518,00	
411150202	 0006197513623,00	
411150203	 0000000000000,00	
411150300	 0002184561488,00	
411150301	 0002184561488,00	
411150302	 0000000000000,00	
411150400	 0000160121331,00	
411150401	 0000160121331,00	
411150402	 0000000000000,00	
411200000	 0030785921823,00	
411200100	 0023690770713,00	
411200101	 0023426672221,00	
411200102	 0000264098492,00	
411200109	 0000000000000,00	
411200200	 0000000000000,00	
411200201	 0000000000000,00	
411200202	 0000000000000,00	
411200209	 0000000000000,00	
411200300	 0007095151110,00	
411200301	 0000000000000,00	
411200302	 0000000000000,00	
411200303	 0000230664538,00	
411200304	 0000000000000,00	
411200309	 0006864486572,00	
411250000	 0000228563552,00	
411250100	 0000000000000,00	
411250101	 0000000000000,00	
411250102	 0000000000000,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0000228563552,00	
411250201	 0000228563552,00	
411250202	 0000000000000,00	
411250203	 0000000000000,00	
411250204	 0000000000000,00	
411250205	 0000000000000,00	
411250206	 0000000000000,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0000000000000,00	
411250301	 0000000000000,00	
411250302	 0000000000000,00	
411250309	 0000000000000,00	
411250400	 0000000000000,00	
411250401	 0000000000000,00	
411250402	 0000000000000,00	
411250409	 0000000000000,00	
411280000	 0244152653240,00	
411280100	 0193695910965,00	
411280101	 0100506933052,00	
411280102	 0087098828616,00	
411280103	 0000000000000,00	
411280104	 0000000269563,00	
411280105	 0000000054786,00	
411280106	 0006089824948,00	
411280200	 0020847568040,00	
411280201	 0010592319816,00	
411280202	 0001498171565,00	
411280203	 0007945086800,00	
411280204	 0000000000000,00	
411280205	 0000000000000,00	
411280209	 0000811989859,00	
411280300	 0004236881533,00	
411280400	 0000155560891,00	
411280500	 0004646394155,00	
411280501	 0003243898082,00	
411280502	 0001402496073,00	
411280600	 0016997136254,00	
411280601	 0002076557429,00	
411280602	 0014920578825,00	
411280700	 0003573201402,00	
411280701	 0003409482488,00	
411280702	 0000163718914,00	
411280709	 0000000000000,00	
411280900	 0000000000000,00	
411280901	 0000000000000,00	
411280902	 0000000000000,00	
411280990	 0000000000000,00	
411350000	 0048915799518,00	
411350100	 0000108963108,00	
411350200	 0000517674452,00	
411350300	 0000000000000,00	
411350400	 0042444496205,00	
411350401	 0034771675402,00	
411350402	 0007672820803,00	
411350500	 0005841219703,00	
411350900	 0000003446050,00	
411350901	 0000003446050,00	
411350902	 0000000000000,00	
411350903	 0000000000000,00	
411350990	 0000000000000,00	
411380000	 0093645501803,00	
411380100	 0060247108824,00	
411380200	 0008042911836,00	
411380300	 0025286174004,00	
411380400	 0000013651952,00	
411380900	 0000055655187,00	
411380901	 0000055655187,00	
411380990	 0000000000000,00	
411450000	 0025272315428,00	
411450100	 0003292890866,00	
411450101	 0000000000000,00	
411450102	 0003292890866,00	
411450109	 0000000000000,00	
411450200	 0014919389610,00	
411450201	 0014877243169,00	
411450202	 0000042146441,00	
411450209	 0000000000000,00	
411450300	 0000000000000,00	
411450400	 0002908322478,00	
411450900	 0004151712474,00	
411700000	 0029790185194,00	
411720000	 0027870131471,00	
411720100	 0022226770038,00	
411720101	 0009767580769,00	
411720102	 0011908845751,00	
411720109	 0000550343518,00	
411720200	 0000511427516,00	
411720201	 0000125458043,00	
411720202	 0000000000000,00	
411720209	 0000385969473,00	
411720300	 0005131933917,00	
411720301	 0000000000000,00	
411720302	 0003980578092,00	
411720303	 0000000000000,00	
411720304	 0000000000000,00	
411720309	 0001151355825,00	
411740000	 0001920053723,00	
411740100	 0000000000000,00	
411740101	 0000000000000,00	
411740102	 0000000000000,00	
411740103	 0000000000000,00	
411740104	 0000000000000,00	
411740200	 0001920053723,00	
411800000	 0010760779572,00	
411800100	 0018654579161,00	
411800200	-0007026114764,00	
411800300	-0000867684825,00	
412000000	-0307440844891,00	
412100000	-0293286782690,00	
412150000	-0028537052369,00	
412150100	-0005372440383,00	
412150101	 0000000000000,00	
412150102	-0000708548343,00	
412150103	-0004663243509,00	
412150104	-0000000648531,00	
412150200	-0021922255468,00	
412150201	 0000000000000,00	
412150202	-0021922255468,00	
412150300	 0000000000000,00	
412150500	-0001242356518,00	
412180000	-0190062116096,00	
412180100	-0190060533601,00	
412180200	 0000000000000,00	
412180201	 0000000000000,00	
412180202	 0000000000000,00	
412180300	-0000001582495,00	
412180301	 0000000000000,00	
412180302	 0000000000000,00	
412180390	-0000001582495,00	
412250000	-0001903983628,00	
412250100	 0000000000000,00	
412250101	 0000000000000,00	
412250102	 0000000000000,00	
412250103	 0000000000000,00	
412250200	-0000164359675,00	
412250201	 0000000000000,00	
412250202	-0000164359675,00	
412250203	 0000000000000,00	
412250300	-0001628087833,00	
412250301	-0001628087833,00	
412250302	 0000000000000,00	
412250400	-0000111536120,00	
412250401	-0000111536120,00	
412250402	 0000000000000,00	
412280000	-0026753090882,00	
412280100	-0000701386921,00	
412280110	 0000000000000,00	
412280111	 0000000000000,00	
412280112	 0000000000000,00	
412280113	 0000000000000,00	
412280120	-0000701386921,00	
412280121	-0000010069444,00	
412280122	 0000000000000,00	
