037	BANCO SANTANDER-CHILE
811000000	 2393611578957,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1420339244506,00	
811200100	 1227931296759,00	
811200101	 1227930737639,00	
811200102	 0000000000000,00	
811200103	 0000000559120,00	
811200104	 0000000000000,00	
811200600	 0045345967434,00	
811200700	 0011384708276,00	
811200800	 0012225030601,00	
811200900	 0008492104478,00	
811201000	 0086157050956,00	
811201100	 0010654961407,00	
811201200	 0018148124595,00	
811300000	 0691302463666,00	
811300100	 0000046257528,00	
811300200	 0000090098764,00	
811300300	 0002917206604,00	
811300400	 0670884075426,00	
811300500	 0000000000000,00	
811300600	 0017364825344,00	
811400000	 0281969870785,00	
811400100	 0239679872569,00	
811400200	 0008837013329,00	
811400300	 0032879045768,00	
811400400	 0000050669282,00	
811400500	 0000523269837,00	
812000000	 1349058601920,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0719146741017,00	
812200100	 0665248800044,00	
812200101	 0665248800044,00	
812200102	 0000000000000,00	
812200103	 0000000000000,00	
812200104	 0000000000000,00	
812200600	 0000457781122,00	
812200700	 0000078204392,00	
812200800	 0006215979120,00	
812200900	 0000007201902,00	
812201000	 0033241571706,00	
812201100	 0009311357212,00	
812201200	 0004585845519,00	
812300000	 0425114737697,00	
812300100	 0000045444177,00	
812300200	 0000075697991,00	
812300300	 0001374611355,00	
812300400	 0421404702707,00	
812300500	 0000000000000,00	
812300600	 0002214281467,00	
812400000	 0204797123206,00	
812400100	 0183773665591,00	
812400200	 0000000562558,00	
812400300	 0020981133253,00	
812400400	 0000041657845,00	
812400500	 0000000103959,00	
813000000	 0094043885667,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0032197437964,00	
813200100	 0023310189724,00	
813200101	 0023310189687,00	
813200102	 0000000000000,00	
813200103	 0000000000037,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000720720287,00	
813200800	 0000723528404,00	
813200900	 0000620432240,00	
813201000	 0002514990127,00	
813201100	 0000949680337,00	
813201200	 0003357896845,00	
813300000	 0005490638543,00	
813300100	 0000006593180,00	
813300200	 0000015067856,00	
813300300	 0000000000000,00	
813300400	 0005453547617,00	
813300500	 0000000000000,00	
813300600	 0000015429890,00	
813400000	 0056355809160,00	
813400100	 0038552699661,00	
813400200	 0002115470305,00	
813400300	 0015142593284,00	
813400400	 0000000000000,00	
813400500	 0000545045910,00	
814000000	 0021207060438,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0010536639950,00	
814200100	 0008943084207,00	
814200101	 0008943084207,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000092020746,00	
814200800	 0000149543295,00	
814200900	 0000000000000,00	
814201000	 0000490868883,00	
814201100	 0000001567703,00	
814201200	 0000859555116,00	
814300000	 0005879533512,00	
814300100	 0000002423181,00	
814300200	 0000009191161,00	
814300300	 0000000000000,00	
814300400	 0005855251999,00	
814300500	 0000000000000,00	
814300600	 0000012667171,00	
814400000	 0004790886976,00	
814400100	 0003125630656,00	
814400200	 0000276670912,00	
814400300	 0001320323618,00	
814400400	 0000007687221,00	
814400500	 0000060574569,00	
821000000	 41928265259667,00	
821100000	 0001515526871,00	
821100100	 0000000000000,00	
821100200	 0001515526871,00	
821200000	 19169756617870,00	
821200100	 14260462544029,00	
821200101	 14260427814691,00	
821200102	 0000000000000,00	
821200103	 0000034729338,00	
821200104	 0000000000000,00	
821200600	 2043735733928,00	
821200700	 0187929931512,00	
821200800	 0142700729514,00	
821200900	 0978384714769,00	
821201000	 1218570101074,00	
821201100	 0045990754016,00	
821201200	 0291982109028,00	
821300000	 17176231323092,00	
821300100	 0000382978291,00	
821300200	 0000921784220,00	
821300300	 0094627443335,00	
821300400	 16856341355073,00	
821300500	 0000000000000,00	
821300600	 0223957762173,00	
821400000	 5580761791834,00	
821400100	 3700413787967,00	
821400200	 0149752875085,00	
821400300	 1727818357884,00	
821400400	 0002146266975,00	
821400500	 0000630503923,00	
831000000	 12567499683674,00	
831100000	 0397384878046,00	
831100100	 0193496625002,00	
831100200	 0203888253044,00	
831200000	 0264875823118,00	
831300000	 0000000000000,00	
831500000	 1688322991400,00	
831500100	 1155108412067,00	
831500200	 0533214579333,00	
831600000	 9891665254886,00	
831600100	 1696367748039,00	
831600200	 0432760536438,00	
831600300	 0837417119648,00	
831600400	 6925119850761,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0325250736224,00	
831800100	 0000724295282,00	
831800200	 0324526440942,00	
831900000	 0000000000000,00	
832000000	 1521759291391,00	
832100000	 0086215915367,00	
832100100	 0072369375374,00	
832100200	 0013846539993,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0007151802159,00	
832500100	 0000770557144,00	
832500200	 0000000000000,00	
832500300	 0006381245015,00	
832700000	 1428391573865,00	
832700100	 1428391573865,00	
832700101	 0000000000000,00	
832700102	 1428356493050,00	
832700103	 0000000000000,00	
832700104	 0000035080815,00	
832700200	 0000000000000,00	
832700201	 0000000000000,00	
832700202	 0000000000000,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 31754664461896,00	
833050000	 0817963736425,00	
833050100	 0000000000000,00	
833050200	 0817963736425,00	
833100000	 12225067654435,00	
833200000	 0000000000000,00	
833300000	 18711633071036,00	
833300100	 15058521809446,00	
833300200	 0000000000000,00	
833300300	 3653111261590,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0101449362250,00	
833500100	 0101449362250,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0000000000000,00	
833500500	 0000000000000,00	
833500600	 0000000000000,00	
833500700	 0000000000000,00	
841000000	 0283731280000,00	
841000100	 0204680000000,00	
841000200	 0000000000000,00	
841000300	 0000000000000,00	
841000400	 0079051280000,00	
841000500	 0000000000000,00	
841000600	 0000000000000,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
