014	SCOTIABANK CHILE
811000000	 1841413913656,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0962388761686,00	
811200100	 0795618538780,00	
811200101	 0795269615746,00	
811200102	 0000000000000,00	
811200103	 0000348923034,00	
811200104	 0000000000000,00	
811200600	 0013429613815,00	
811200700	 0008571529442,00	
811200800	 0000378263912,00	
811200900	 0003578317970,00	
811201000	 0031094239986,00	
811201100	 0105710947526,00	
811201200	 0004007310255,00	
811300000	 0432399563600,00	
811300100	 0007937606643,00	
811300200	 0002508384828,00	
811300300	 0000000000000,00	
811300400	 0413905061258,00	
811300500	 0003122435618,00	
811300600	 0004926075253,00	
811400000	 0446625588370,00	
811400100	 0154972643964,00	
811400200	 0007269553788,00	
811400300	 0284383141196,00	
811400400	 0000000000000,00	
811400500	 0000000249422,00	
812000000	 0873816273048,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0365195135911,00	
812200100	 0202972366961,00	
812200101	 0202940926607,00	
812200102	 0000000000000,00	
812200103	 0000031440354,00	
812200104	 0000000000000,00	
812200600	 0045979028573,00	
812200700	 0000000000000,00	
812200800	 0000000000000,00	
812200900	 0000000000000,00	
812201000	 0011247655795,00	
812201100	 0104996084582,00	
812201200	 0000000000000,00	
812300000	 0430614555026,00	
812300100	 0000011000531,00	
812300200	 0000142557128,00	
812300300	 0000000000000,00	
812300400	 0428682524213,00	
812300500	 0001776428409,00	
812300600	 0000002044745,00	
812400000	 0078006582111,00	
812400100	 0074261947235,00	
812400200	 0000000000000,00	
812400300	 0003744634876,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0072348283965,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0014996675944,00	
813200100	 0008008852279,00	
813200101	 0008008852279,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000918410649,00	
813200700	 0000379868652,00	
813200800	 0000000000000,00	
813200900	 0000253636634,00	
813201000	 0000484437716,00	
813201100	 0004632099174,00	
813201200	 0000319370840,00	
813300000	 0001411403586,00	
813300100	 0000024080265,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0001366448599,00	
813300500	 0000015088494,00	
813300600	 0000005786228,00	
813400000	 0055940204435,00	
813400100	 0020207560819,00	
813400200	 0001257078809,00	
813400300	 0034475564807,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0012288570014,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0003430670441,00	
814200100	 0001662086127,00	
814200101	 0001659729777,00	
814200102	 0000000000000,00	
814200103	 0000002356350,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000008807619,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0000192389162,00	
814201100	 0001491081036,00	
814201200	 0000076306497,00	
814300000	 0001279325308,00	
814300100	 0000027158798,00	
814300200	 0000000363112,00	
814300300	 0000000000000,00	
814300400	 0001200980378,00	
814300500	 0000045656199,00	
814300600	 0000005166821,00	
814400000	 0007578574265,00	
814400100	 0004862062677,00	
814400200	 0000168880073,00	
814400300	 0002546961810,00	
814400400	 0000000000000,00	
814400500	 0000000669705,00	
821000000	 32870277493606,00	
821100000	 0000000000000,00	
821100100	 0000000000000,00	
821100200	 0000000000000,00	
821200000	 14680273477364,00	
821200100	 10807219392460,00	
821200101	 10757754437535,00	
821200102	 0000517947840,00	
821200103	 0004770854797,00	
821200104	 0044176152288,00	
821200600	 1987106316323,00	
821200700	 0082852169825,00	
821200800	 0013509263742,00	
821200900	 0301718257375,00	
821201000	 0857382017668,00	
821201100	 0625787672257,00	
821201200	 0004698387714,00	
821300000	 13885194524341,00	
821300100	 0073057185208,00	
821300200	 0032998954034,00	
821300300	 0000000000000,00	
821300400	 13666751936814,00	
821300500	 0034265931910,00	
821300600	 0078120516375,00	
821400000	 4304809491901,00	
821400100	 1749363934183,00	
821400200	 0080703264656,00	
821400300	 2474448573927,00	
821400400	 0000000000000,00	
821400500	 0000293719135,00	
831000000	 7462393940124,00	
831100000	 0557888512316,00	
831100100	 0124949616323,00	
831100200	 0432938895993,00	
831200000	 0149464757017,00	
831300000	 0000000000000,00	
831500000	 0648977598249,00	
831500100	 0458072946813,00	
831500200	 0190904651436,00	
831600000	 5980996107780,00	
831600100	 0695528144603,00	
831600200	 0057464450412,00	
831600300	 0393976730099,00	
831600400	 4834026782666,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0125066964762,00	
831800100	 0014985384518,00	
831800200	 0110081580244,00	
831900000	 0000000000000,00	
832000000	 1481276158717,00	
832100000	 0071563720651,00	
832100100	 0063208702389,00	
832100200	 0008355018262,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 1370686214351,00	
832500100	 0000000000000,00	
832500200	 0001674346889,00	
832500300	 1369011867462,00	
832700000	 0039026223715,00	
832700100	 0000000000000,00	
832700101	 0000000000000,00	
832700102	 0000000000000,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0039026223715,00	
832700201	 0000000000000,00	
832700202	 0039026223715,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 8008391889469,00	
833050000	 0000000000000,00	
833050100	 0000000000000,00	
833050200	 0000000000000,00	
833100000	 8008338565304,00	
833200000	 0000000000000,00	
833300000	 0000053324165,00	
833300100	 0000000000000,00	
833300200	 0000053324165,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0000000000000,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0000000000000,00	
833500500	 0000000000000,00	
833500600	 0000000000000,00	
833500700	 0000000000000,00	
841000000	 4015314129415,00	
841000100	 0045883336723,00	
841000200	 0050700000000,00	
841000300	 0000000000000,00	
841000400	 0005604638344,00	
841000500	 0000000000000,00	
841000600	 3913126154348,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0002773766123,00	
843000100	 0000000000000,00	
843000200	 0002773766123,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0001208229932,00	
844200000	 0000000000000,00	
844300000	 0000000000000,00	
844400000	 0000000000000,00	
844400100	 0000000000000,00	
844400200	 0000000000000,00	
844500000	 0000000000000,00	
844500100	 0000000000000,00	
844500200	 0000000000000,00	
844500300	 0000000000000,00	
844600000	 0000000000000,00	
845250000	 0424844221806,00	
845250100	 0011054782684,00	
845250200	 0000000000000,00	
845250300	 0037941222634,00	
845250400	 0000511248175,00	
845250500	 0341130692219,00	
845250501	 0228786312319,00	
845250502	 0000000000000,00	
845250503	 0016678925532,00	
845250504	 0009225223388,00	
845250505	 0007317836626,00	
845250509	 0079122394354,00	
845250600	 0034206276094,00	
845250601	 0000000000000,00	
845250602	 0003541896846,00	
845250603	 0000000000000,00	
845250609	 0030664379248,00	
845500000	 0079149011057,00	
845500100	 0000000000000,00	
845500200	 0000000000000,00	
845500300	 0048122192967,00	
845500400	 0000000000000,00	
845500500	 0031026818090,00	
845500501	 0001456451187,00	
845500502	 0000000000000,00	
845500503	 0000000000000,00	
845500504	 0000000000000,00	
845500509	 0029570366903,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0002760241376,00	
847100000	 0003337918232,00	
847100100	 0000834063750,00	
847100200	 0002334141949,00	
847100300	 0000022346837,00	
847100400	 0000011090123,00	
847100500	 0000000000000,00	
847100600	 0000014840240,00	
847100700	 0000121435333,00	
847200000	 0000577676856,00	
847200100	 0000000000000,00	
847200200	 0000447157985,00	
847200300	 0000000000000,00	
847200400	 0000009943677,00	
847200500	 0000000000000,00	
847200600	 0000000000000,00	
847200700	 0000120575194,00	
851000000	 11300133848662,00	
851100000	 0002567367755,00	
851200000	 11297566480907,00	
852000000	 0961684700880,00	
852100000	 0000000000000,00	
852200000	 0961684700880,00	
853000000	 0373776299997,00	
853100000	 0000000000000,00	
853200000	 0373776299997,00	
854000000	 18842558662333,00	
854200000	 1698267126824,00	
854300000	 13422681700461,00	
854400000	 3721609835048,00	
855000000	 1137507023207,00	
855200000	 0258481871237,00	
855300000	 0432399563600,00	
855400000	 0446625588370,00	
856050000	 2107980382895,00	
856050100	 0553264462510,00	
856050200	 0149430071799,00	
856050300	 0000000000000,00	
856050400	 0608368079358,00	
856050500	 0000000000000,00	
856050600	 0686836188984,00	
856050800	 0110081580244,00	
856050900	 0000000000000,00	
856150000	 0048546472227,00	
856150100	 0004624049806,00	
856150200	 0000000000000,00	
856150300	 0000000000000,00	
856150400	 0037898082827,00	
856150500	 0000000000000,00	
856150600	 0006024339594,00	
856150800	 0000000000000,00	
856150900	 0000000000000,00	
856250000	 0002850873960,00	
856250100	 0000000000000,00	
856250200	 0000000000000,00	
856250300	 0000000000000,00	
856250400	 0002341411168,00	
856250500	 0000000000000,00	
856250600	 0000509462792,00	
856250800	 0000000000000,00	
856250900	 0000000000000,00	
856350000	 0074800920457,00	
856350100	 0000000000000,00	
856350200	 0000034685218,00	
856350300	 0000000000000,00	
856350400	 0000370024896,00	
856350500	 0000000000000,00	
856350600	 0059410825825,00	
856350700	 0014985384518,00	
856350800	 0000000000000,00	
856350900	 0000000000000,00	
856450000	 0000211777820,00	
856450100	 0000000000000,00	
856450200	 0000000000000,00	
856450300	 0000000000000,00	
856450400	 0000000000000,00	
856450500	 0000000000000,00	
856450600	 0000211777820,00	
856450700	 0000000000000,00	
856450800	 0000000000000,00	
856450900	 0000000000000,00	
856550000	 5209430309375,00	
856550100	 0000000000000,00	
856550200	 0000000000000,00	
856550300	 0000000000000,00	
856550400	 0392399120330,00	
856550500	 4817031189045,00	
856550600	 0000000000000,00	
856650000	 0018573203390,00	
856650100	 0000000000000,00	
856650200	 0000000000000,00	
856650300	 0000000000000,00	
856650400	 0001577609769,00	
856650500	 0016995593621,00	
856650600	 0000000000000,00	
856750000	 0000000000000,00	
856750100	 0000000000000,00	
856750200	 0000000000000,00	
856750300	 0000000000000,00	
856750400	 0000000000000,00	
856750500	 0000000000000,00	
856750600	 0000000000000,00	
856750800	 0000000000000,00	
856750900	 0000000000000,00	
856850000	 0000000000000,00	
856850100	 0000000000000,00	
856850200	 0000000000000,00	
856850300	 0000000000000,00	
856850400	 0000000000000,00	
856850500	 0000000000000,00	
856850600	 0000000000000,00	
