039	BANCO ITAÚ CHILE
811000000	 1977031811770,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1379757982669,00	
811200100	 1206327504613,00	
811200101	 0998048644552,00	
811200102	 0207993046771,00	
811200103	 0000285813290,00	
811200104	 0000000000000,00	
811200600	 0006349804408,00	
811200700	 0017621809859,00	
811200800	 0000228025035,00	
811200900	 0002733969231,00	
811201000	 0074358184618,00	
811201100	 0066850999422,00	
811201200	 0005287685483,00	
811300000	 0344886764254,00	
811300100	 0000866642669,00	
811300200	 0008052858963,00	
811300300	 0000000000000,00	
811300400	 0319160756173,00	
811300500	 0013383102993,00	
811300600	 0003423403456,00	
811400000	 0252387064847,00	
811400100	 0201823142492,00	
811400200	 0013047928155,00	
811400300	 0035317607488,00	
811400400	 0000060568646,00	
811400500	 0002137818066,00	
812000000	 1310021972812,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0861962983428,00	
812200100	 0751929387170,00	
812200101	 0532181572702,00	
812200102	 0127170531371,00	
812200103	 0092577283097,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000475036668,00	
812200800	 0000209303899,00	
812200900	 0000000000000,00	
812201000	 0059566853488,00	
812201100	 0049782402203,00	
812201200	 0000000000000,00	
812300000	 0314585757650,00	
812300100	 0000632235685,00	
812300200	 0005517115213,00	
812300300	 0000000000000,00	
812300400	 0255017262014,00	
812300500	 0051084355105,00	
812300600	 0002334789633,00	
812400000	 0133473231734,00	
812400100	 0108673319924,00	
812400200	 0000085637885,00	
812400300	 0019792698252,00	
812400400	 0000008094205,00	
812400500	 0004913481468,00	
813000000	 0089307687877,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0035524299868,00	
813200100	 0031731335849,00	
813200101	 0006335803195,00	
813200102	 0024841412173,00	
813200103	 0000554120481,00	
813200104	 0000000000000,00	
813200600	 0000198777263,00	
813200700	 0000267823250,00	
813200800	 0000012336923,00	
813200900	 0000000000000,00	
813201000	 0000907471596,00	
813201100	 0002406554987,00	
813201200	 0000000000000,00	
813300000	 0000680431910,00	
813300100	 0000000000000,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0000678174102,00	
813300500	 0000002257808,00	
813300600	 0000000000000,00	
813400000	 0053102956099,00	
813400100	 0035370004720,00	
813400200	 0002335257110,00	
813400300	 0014316527605,00	
813400400	 0000004818505,00	
813400500	 0001076348159,00	
814000000	 0030602169193,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0023041464789,00	
814200100	 0020916736596,00	
814200101	 0002322195077,00	
814200102	 0018594541519,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000064706282,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0001923834715,00	
814201100	 0000136093468,00	
814201200	 0000000093728,00	
814300000	 0000862419450,00	
814300100	 0000024943468,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0000603670663,00	
814300500	 0000233805319,00	
814300600	 0000000000000,00	
814400000	 0006698284954,00	
814400100	 0004899218721,00	
814400200	 0000267946172,00	
814400300	 0001407444759,00	
814400400	 0000014741164,00	
814400500	 0000108934138,00	
821000000	 28783710798846,00	
821100000	 0020695814681,00	
