012	BANCO DEL ESTADO DE CHILE
811000000	 3459084470680,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1426146932746,00	
811200100	 1105111926933,00	
811200101	 1005000124178,00	
811200102	 0000000000000,00	
811200103	 0100111802755,00	
811200104	 0000000000000,00	
811200600	 0016481534790,00	
811200700	 0012038887064,00	
811200800	 0002100317932,00	
811200900	 0001086430916,00	
811201000	 0068579088239,00	
811201100	 0207908738624,00	
811201200	 0012840008248,00	
811300000	 1593380557412,00	
811300100	 0029138407829,00	
811300200	 0069854265007,00	
811300300	 0000000000000,00	
811300400	 1470365789859,00	
811300500	 0000000000000,00	
811300600	 0024022094717,00	
811400000	 0439556980522,00	
811400100	 0391391596196,00	
811400200	 0018021396606,00	
811400300	 0030143987720,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 1664500735057,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0726771098357,00	
812200100	 0478332812499,00	
812200101	 0433365091021,00	
812200102	 0000000000000,00	
812200103	 0044967721478,00	
812200104	 0000000000000,00	
812200600	 0010526937701,00	
812200700	 0007328312534,00	
812200800	 0001627113185,00	
812200900	 0000140584921,00	
812201000	 0030627602662,00	
812201100	 0181678230633,00	
812201200	 0016509504222,00	
812300000	 0837529477188,00	
812300100	 0017181987439,00	
812300200	 0042305990935,00	
812300300	 0000000000000,00	
812300400	 0765734092033,00	
812300500	 0000000000000,00	
812300600	 0012307406781,00	
812400000	 0100200159512,00	
812400100	 0086275553637,00	
812400200	 0003660225232,00	
812400300	 0010264380643,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0096982126694,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0027860474006,00	
813200100	 0021225006972,00	
813200101	 0021225006972,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000276437439,00	
813200700	 0000000000000,00	
813200800	 0000000000000,00	
813200900	 0000000000000,00	
813201000	 0001440063343,00	
813201100	 0004687130402,00	
813201200	 0000231835850,00	
813300000	 0004972683069,00	
813300100	 0000129745505,00	
813300200	 0000167980114,00	
813300300	 0000000000000,00	
813300400	 0003702467940,00	
813300500	 0000000000000,00	
813300600	 0000972489510,00	
813400000	 0064148969619,00	
813400100	 0054413415618,00	
813400200	 0002405747406,00	
813400300	 0007329806595,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0016344728163,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0006256529869,00	
814200100	 0005204530570,00	
814200101	 0005204530570,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000031901056,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0000755308388,00	
814201100	 0000000000000,00	
814201200	 0000264789855,00	
814300000	 0004966259209,00	
814300100	 0000265808324,00	
814300200	 0000019883500,00	
814300300	 0000000000000,00	
814300400	 0004612295815,00	
814300500	 0000000000000,00	
814300600	 0000068271570,00	
814400000	 0005121939085,00	
814400100	 0003222073211,00	
814400200	 0000507982948,00	
814400300	 0001391882926,00	
814400400	 0000000000000,00	
814400500	 0000000000000,00	
821000000	 35576800880740,00	
821100000	 0941560174857,00	
821100100	 0000000000000,00	
821100200	 0941560174857,00	
821200000	 17086918497718,00	
821200100	 13344609224399,00	
821200101	 12166957605887,00	
821200102	 0018672177699,00	
821200103	 0823795716358,00	
821200104	 0335183724455,00	
821200600	 1235190428345,00	
821200700	 0100799298274,00	
821200800	 0010499042984,00	
821200900	 0185909576269,00	
821201000	 1027957593464,00	
821201100	 1163926540597,00	
821201200	 0018026793386,00	
821300000	 14918404388427,00	
821300100	 0177061424903,00	
821300200	 0427431265201,00	
821300300	 0000000000000,00	
821300400	 14147437322920,00	
821300500	 0000000000000,00	
821300600	 0166474375403,00	
821400000	 2629917819738,00	
821400100	 2050665557949,00	
821400200	 0106556111550,00	
821400300	 0472696150239,00	
821400400	 0000000000000,00	
821400500	 0000000000000,00	
831000000	 5433014896642,00	
831100000	 0280625167063,00	
831100100	 0194554428664,00	
831100200	 0086070738399,00	
831200000	 0263094533472,00	
831300000	 0000000000000,00	
831500000	 1332905923050,00	
831500100	 1038542922614,00	
831500200	 0294363000436,00	
831600000	 0633225131592,00	
831600100	 0633225131592,00	
831600200	 0000000000000,00	
831600300	 0000000000000,00	
831600400	 0000000000000,00	
831600500	 0000000000000,00	
831700000	 1550541652247,00	
831700100	 0102003025258,00	
831700200	 0018318083848,00	
831700300	 0323799024375,00	
831700400	 1106421518766,00	
831700500	 0000000000000,00	
831800000	 1372622489218,00	
831800100	 0913738356455,00	
831800200	 0458884132763,00	
831900000	 0000000000000,00	
832000000	 0115913380271,00	
832100000	 0052319208819,00	
832100100	 0007857310034,00	
832100200	 0044461898785,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0000000000000,00	
832500100	 0000000000000,00	
832500200	 0000000000000,00	
832500300	 0000000000000,00	
832700000	 0063594171452,00	
832700100	 0000000000000,00	
832700101	 0000000000000,00	
832700102	 0000000000000,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0063594171452,00	
832700201	 0000000000000,00	
832700202	 0063594171452,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 11300905702590,00	
833050000	 3590879807834,00	
833050100	 0000000000000,00	
833050200	 3590879807834,00	
833100000	 0766026474069,00	
833200000	 0005236500000,00	
833300000	 6938762920687,00	
833300100	 6937950074289,00	
833300200	 0000812846398,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0000000000000,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
