049	BANCO SECURITY
8110000	 0000000207400,00	
8111000	 0000000000000,00	
8113000	 0000000189773,00	
8114000	 0000000006902,00	
8115000	 0000000010725,00	
8130000	 0000000022958,00	
8131000	 0000000000000,00	
8133000	 0000000011294,00	
8134000	 0000000000433,00	
8135000	 0000000011231,00	
8140000	 0000000001533,00	
8141000	 0000000000000,00	
8143000	 0000000000470,00	
8144000	 0000000000000,00	
8145000	 0000000001063,00	
8310000	 0000001054269,00	
8311000	 0000000004943,00	
8312000	 0000000000000,00	
8314000	 0000000021417,00	
8315000	 0000000208799,00	
8315100	 0000000186781,00	
8315200	 0000000022018,00	
8317000	 0000000819110,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002487693,00	
8511000	 0000000000158,00	
8513000	 0000002487535,00	
8520000	 0000000767068,00	
8521000	 0000000000000,00	
8523000	 0000000767068,00	
8530000	 0000000146221,00	
8531000	 0000000000000,00	
8533000	 0000000146221,00	
8540000	 0000001248041,00	
8543000	 0000000265639,00	
8544000	 0000000584531,00	
8545000	 0000000397871,00	
8560000	 0000000027996,00	
8563000	 0000000010369,00	
8564000	 0000000006902,00	
8565000	 0000000010725,00	
8610000	 0000000380755,00	
8620000	 0000000016486,00	
8630000	 0000000007470,00	
8640000	 0000000649289,00	
8660000	 0000000000269,00	
