009	BANCO INTERNACIONAL
8110000	 0000000133565,00	
8111000	 0000000000000,00	
8113000	 0000000129635,00	
8114000	 0000000003364,00	
8115000	 0000000000566,00	
8130000	 0000000003799,00	
8131000	 0000000000000,00	
8133000	 0000000003092,00	
8134000	 0000000000153,00	
8135000	 0000000000554,00	
8140000	 0000000001538,00	
8141000	 0000000000000,00	
8143000	 0000000001369,00	
8144000	 0000000000050,00	
8145000	 0000000000119,00	
8310000	 0000000274044,00	
8311000	 0000000000852,00	
8312000	 0000000000000,00	
8314000	 0000000005513,00	
8315000	 0000000068829,00	
8315100	 0000000066488,00	
8315200	 0000000002341,00	
8317000	 0000000065644,00	
8318000	 0000000133206,00	
8318100	 0000000133206,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000001188310,00	
8511000	 0000000000000,00	
8513000	 0000001188310,00	
8520000	 0000000100451,00	
8521000	 0000000000000,00	
8523000	 0000000100451,00	
8530000	 0000000093747,00	
8531000	 0000000000000,00	
8533000	 0000000093747,00	
8540000	 0000000072840,00	
8543000	 0000000041666,00	
8544000	 0000000025508,00	
8545000	 0000000005666,00	
8560000	 0000000004920,00	
8563000	 0000000000990,00	
8564000	 0000000003364,00	
8565000	 0000000000566,00	
8610000	 0000000126587,00	
8620000	 0000000005434,00	
8630000	 0000000001033,00	
8640000	 0000000140916,00	
8660000	 0000000000074,00	
