039	ITAÚ CORPBANCA
8110000	 0000001320968,00	
8111000	 0000000000000,00	
8113000	 0000001012684,00	
8114000	 0000000183821,00	
8115000	 0000000124463,00	
8130000	 0000000032227,00	
8131000	 0000000000000,00	
8133000	 0000000006707,00	
8134000	 0000000000356,00	
8135000	 0000000025164,00	
8140000	 0000000004598,00	
8141000	 0000000000000,00	
8143000	 0000000001577,00	
8144000	 0000000000256,00	
8145000	 0000000002765,00	
8310000	 0000005170442,00	
8311000	 0000000248587,00	
8312000	 0000000003766,00	
8314000	 0000000073950,00	
8315000	 0000001242027,00	
8315100	 0000000915549,00	
8315200	 0000000326478,00	
8317000	 0000002363894,00	
8318000	 0000001238218,00	
8318100	 0000000933238,00	
8318900	 0000000304980,00	
8319000	 0000000000000,00	
8510000	 0000010866071,00	
8511000	 0000000141189,00	
8513000	 0000010724882,00	
8520000	 0000000606268,00	
8521000	 0000000000000,00	
8523000	 0000000606268,00	
8530000	 0000000462678,00	
8531000	 0000000000000,00	
8533000	 0000000462678,00	
8540000	 0000008201708,00	
8543000	 0000001772388,00	
8544000	 0000004026461,00	
8545000	 0000002402859,00	
8560000	 0000000519406,00	
8563000	 0000000211122,00	
8564000	 0000000183821,00	
8565000	 0000000124463,00	
8610000	 0000002177553,00	
8620000	 0000000102727,00	
8630000	 0000000003456,00	
8640000	 0000002876748,00	
8660000	 0000000009958,00	
