014	SCOTIABANK CHILE
8110000	 0000000850352,00	
8111000	 0000000000000,00	
8113000	 0000000421900,00	
8114000	 0000000268885,00	
8115000	 0000000159567,00	
8130000	 0000000115996,00	
8131000	 0000000000000,00	
8133000	 0000000033072,00	
8134000	 0000000005878,00	
8135000	 0000000077046,00	
8140000	 0000000046605,00	
8141000	 0000000000000,00	
8143000	 0000000008281,00	
8144000	 0000000002371,00	
8145000	 0000000035953,00	
8310000	 0000006624566,00	
8311000	 0000000230228,00	
8312000	 0000000020319,00	
8314000	 0000000173108,00	
8315000	 0000000722482,00	
8315100	 0000000608767,00	
8315200	 0000000113715,00	
8317000	 0000005221547,00	
8318000	 0000000256882,00	
8318100	 0000000073513,00	
8318900	 0000000183369,00	
8319000	 0000000000000,00	
8510000	 0000010905579,00	
8511000	 0000000001798,00	
8513000	 0000010903781,00	
8520000	 0000000263475,00	
8521000	 0000000000000,00	
8523000	 0000000263475,00	
8530000	 0000000165797,00	
8531000	 0000000000000,00	
8533000	 0000000165797,00	
8540000	 0000015266842,00	
8543000	 0000001843339,00	
8544000	 0000010547803,00	
8545000	 0000002875700,00	
8560000	 0000000606880,00	
8563000	 0000000178428,00	
8564000	 0000000268885,00	
8565000	 0000000159567,00	
8610000	 0000001929802,00	
8620000	 0000000006086,00	
8630000	 0000000003066,00	
8640000	 0000004670248,00	
8660000	 0000000015364,00	
8700000	 0000000005081,00	
8710000	 0000000006910,00	
8711000	 0000000000065,00	
8712000	 0000000003858,00	
8713000	 0000000000084,00	
8714000	 0000000000027,00	
8715000	 0000000000061,00	
8716000	 0000000001228,00	
8717000	 0000000001587,00	
8720000	 0000000001829,00	
8721000	 0000000000557,00	
8722000	 0000000000960,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000258,00	
8726000	 0000000000027,00	
8727000	 0000000000027,00	
8910000	 0000000328644,00	
8911000	 0000000000000,00	
8913000	 0000000216407,00	
8914000	 0000000082138,00	
8915000	 0000000030099,00	
