014	SCOTIABANK CHILE
8110000	 0000000797748,00	
8111000	 0000000000000,00	
8113000	 0000000380799,00	
8114000	 0000000260231,00	
8115000	 0000000156718,00	
8130000	 0000000169503,00	
8131000	 0000000000000,00	
8133000	 0000000051858,00	
8134000	 0000000007364,00	
8135000	 0000000110281,00	
8140000	 0000000071785,00	
8141000	 0000000000000,00	
8143000	 0000000014915,00	
8144000	 0000000004704,00	
8145000	 0000000052166,00	
8310000	 0000006920403,00	
8311000	 0000000398485,00	
8312000	 0000000020919,00	
8314000	 0000000182455,00	
8315000	 0000000694373,00	
8315100	 0000000539872,00	
8315200	 0000000154501,00	
8317000	 0000005439837,00	
8318000	 0000000184334,00	
8318100	 0000000023903,00	
8318900	 0000000160431,00	
8319000	 0000000000000,00	
8510000	 0000011679405,00	
8511000	 0000000002998,00	
8513000	 0000011676407,00	
8520000	 0000000285902,00	
8521000	 0000000000000,00	
8523000	 0000000285902,00	
8530000	 0000000108627,00	
8531000	 0000000000000,00	
8533000	 0000000108627,00	
8540000	 0000016306013,00	
8543000	 0000001849160,00	
8544000	 0000011365972,00	
8545000	 0000003090881,00	
8560000	 0000000592060,00	
8563000	 0000000175111,00	
8564000	 0000000260231,00	
8565000	 0000000156718,00	
8610000	 0000002068366,00	
8620000	 0000000005966,00	
8630000	 0000000001947,00	
8640000	 0000004828414,00	
8660000	 0000000015710,00	
8700000	 0000000010294,00	
8710000	 0000000012472,00	
8711000	 0000000000483,00	
8712000	 0000000006590,00	
8713000	 0000000000101,00	
8714000	 0000000000063,00	
8715000	 0000000000061,00	
8716000	 0000000001387,00	
8717000	 0000000003787,00	
8720000	 0000000002178,00	
8721000	 0000000000557,00	
8722000	 0000000001290,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000258,00	
8726000	 0000000000033,00	
8727000	 0000000000040,00	
8910000	 0000000276296,00	
8911000	 0000000000000,00	
8913000	 0000000155501,00	
8914000	 0000000085274,00	
8915000	 0000000035521,00	
