016	BANCO DE CRÉDITO E INVERSIONES
811000000	 1848264747871,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1185598745247,00	
811200100	 1071840739333,00	
811200101	 0903159475062,00	
811200102	 0168220847120,00	
811200103	 0000460417151,00	
811200104	 0000000000000,00	
811200600	 0006616038667,00	
811200700	 0010900137932,00	
811200800	 0007717530320,00	
811200900	 0004368253795,00	
811201000	 0060853081565,00	
811201100	 0013868210750,00	
811201200	 0009434752885,00	
811300000	 0367034730156,00	
811300100	 0000089300872,00	
811300200	 0014571929985,00	
811300300	 0000000000000,00	
811300400	 0348781113211,00	
811300500	 0000000000000,00	
811300600	 0003592386088,00	
811400000	 0295631272468,00	
811400100	 0185216171948,00	
811400200	 0017415048827,00	
811400300	 0092648354145,00	
811400400	 0000003945594,00	
811400500	 0000347751954,00	
812000000	 0829740428762,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0492096187677,00	
812200100	 0431089325404,00	
812200101	 0400595275695,00	
812200102	 0030350565434,00	
812200103	 0000143484275,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0004761444504,00	
812200800	 0006714571469,00	
812200900	 0000000000000,00	
812201000	 0027886020605,00	
812201100	 0012501461832,00	
812201200	 0009143363863,00	
812300000	 0282466712903,00	
812300100	 0000086947761,00	
812300200	 0011919058535,00	
812300300	 0000000000000,00	
812300400	 0269550266402,00	
812300500	 0000000000000,00	
812300600	 0000910440205,00	
812400000	 0055177528182,00	
812400100	 0036967071354,00	
812400200	 0003078896173,00	
812400300	 0015022101262,00	
812400400	 0000007891188,00	
812400500	 0000101568205,00	
813000000	 0363165343884,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0055136568238,00	
813200100	 0041968511871,00	
813200101	 0032172288360,00	
813200102	 0004737119449,00	
813200103	 0005059104062,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000000000000,00	
813200800	 0001672409430,00	
813200900	 0002536331190,00	
813201000	 0002102650139,00	
813201100	 0006232728465,00	
813201200	 0000623937143,00	
813300000	 0007691609728,00	
813300100	 0000000000000,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0007691609728,00	
813300500	 0000000000000,00	
813300600	 0000000000000,00	
813400000	 0300337165918,00	
813400100	 0109087428904,00	
813400200	 0010817548646,00	
813400300	 0180432188368,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0057207841667,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0018512568856,00	
814200100	 0013650501130,00	
814200101	 0009924831850,00	
814200102	 0000261250529,00	
814200103	 0003464418751,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000000000000,00	
814200800	 0000000000000,00	
814200900	 0000912656558,00	
814201000	 0000222373972,00	
814201100	 0003519703232,00	
814201200	 0000207333964,00	
814300000	 0003263615016,00	
814300100	 0000017700049,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0003245914967,00	
814300500	 0000000000000,00	
814300600	 0000000000000,00	
814400000	 0035431657795,00	
814400100	 0021978347919,00	
814400200	 0001119713469,00	
814400300	 0012210875840,00	
814400400	 0000119213130,00	
814400500	 0000003507437,00	
821000000	 50275307967860,00	
821100000	 0734704424522,00	
821100100	 0000000000000,00	
821100200	 0734704424522,00	
821200000	 32232904767629,00	
821200100	 27092196042528,00	
821200101	 13229781536310,00	
821200102	 6159737613768,00	
821200103	 7702676892450,00	
821200104	 0000000000000,00	
821200600	 1980198576880,00	
821200700	 0166165970189,00	
821200800	 0069736856126,00	
821200900	 1117097825417,00	
821201000	 1679487551107,00	
821201100	 0118557287458,00	
821201200	 0009464657924,00	
821300000	 13624657163409,00	
821300100	 0000821382285,00	
821300200	 3352146666063,00	
821300300	 10199276406184,00	
821300400	 0000000000000,00	
821300500	 0000000000000,00	
821300600	 0072412708877,00	
821400000	 3683041612300,00	
821400100	 1783207972617,00	
