028	BANCO BICE
811000000	 0215579322790,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0191773953063,00	
811200100	 0164959050020,00	
811200101	 0154809643736,00	
811200102	 0000000000000,00	
811200103	 0010149406284,00	
811200104	 0000000000000,00	
811200600	 0003777817807,00	
811200700	 0000976284916,00	
811200800	 0000179936440,00	
811200900	 0000173138242,00	
811201000	 0015109895019,00	
811201100	 0000171944562,00	
811201200	 0006425886057,00	
811300000	 0017326425895,00	
811300100	 0000000000000,00	
811300200	 0004967261935,00	
811300300	 0000000000000,00	
811300400	 0012240124709,00	
811300500	 0000000000000,00	
811300600	 0000119039251,00	
811400000	 0006478943832,00	
811400100	 0004853627863,00	
811400200	 0000603372949,00	
811400300	 0001021943020,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0100672725173,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0086869979493,00	
812200100	 0079692872667,00	
812200101	 0078270616534,00	
812200102	 0000000000000,00	
812200103	 0001422256133,00	
812200104	 0000000000000,00	
812200600	 0002841350364,00	
812200700	 0000500035075,00	
812200800	 0000125180387,00	
812200900	 0000000000000,00	
812201000	 0003664634624,00	
812201100	 0000045906376,00	
812201200	 0000000000000,00	
812300000	 0011809830559,00	
812300100	 0000000000000,00	
812300200	 0003296539855,00	
812300300	 0000000000000,00	
812300400	 0008513198126,00	
812300500	 0000000000000,00	
812300600	 0000000092578,00	
812400000	 0001992915121,00	
812400100	 0001537632914,00	
812400200	 0000164588756,00	
812400300	 0000290693451,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0008907362655,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0004992169435,00	
813200100	 0002438431900,00	
813200101	 0002438431900,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000322089803,00	
813200700	 0000099081636,00	
813200800	 0000000000000,00	
813200900	 0001185303695,00	
813201000	 0000581483037,00	
813201100	 0000000000000,00	
813201200	 0000365779364,00	
813300000	 0000286283801,00	
813300100	 0000000000000,00	
813300200	 0000286283801,00	
813300300	 0000000000000,00	
813300400	 0000000000000,00	
813300500	 0000000000000,00	
813300600	 0000000000000,00	
813400000	 0003628909419,00	
813400100	 0002460407713,00	
813400200	 0000326004506,00	
813400300	 0000842497200,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0001239379348,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0000778731049,00	
814200100	 0000231120318,00	
814200101	 0000231120318,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000003626335,00	
814200800	 0000000000000,00	
814200900	 0000126687690,00	
814201000	 0000001582393,00	
814201100	 0000000000000,00	
814201200	 0000415714313,00	
814300000	 0000000000000,00	
814300100	 0000000000000,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0000000000000,00	
814300500	 0000000000000,00	
814300600	 0000000000000,00	
814400000	 0000460648299,00	
814400100	 0000252617830,00	
814400200	 0000069830274,00	
814400300	 0000138200195,00	
814400400	 0000000000000,00	
814400500	 0000000000000,00	
821000000	 8801535193278,00	
821100000	 0000000000000,00	
821100100	 0000000000000,00	
821100200	 0000000000000,00	
821200000	 6184432796351,00	
821200100	 5002936594056,00	
821200101	 5002936594056,00	
821200102	 0000000000000,00	
821200103	 0000000000000,00	
821200104	 0000000000000,00	
821200600	 0437981192054,00	
821200700	 0060897128395,00	
821200800	 0000000000000,00	
821200900	 0153630953526,00	
821201000	 0504516872187,00	
821201100	 0012165902350,00	
821201200	 0012304153783,00	
821300000	 2368156847474,00	
821300100	 0000126099272,00	
821300200	 0874170576133,00	
821300300	 0000000000000,00	
821300400	 1489320892781,00	
821300500	 0000000000000,00	
821300600	 0004539279288,00	
821400000	 0248945549453,00	
821400100	 0156201063413,00	
821400200	 0013628404215,00	
821400300	 0079116081825,00	
821400400	 0000000000000,00	
821400500	 0000000000000,00	
831000000	 1518104230457,00	
831100000	 0021951956768,00	
831100100	 0000000000000,00	
831100200	 0021951956768,00	
831200000	 0067306393379,00	
831300000	 0000000000000,00	
831500000	 0479127247881,00	
831500100	 0464705044621,00	
831500200	 0014422203260,00	
831600000	 0861731092511,00	
831600100	 0449500997028,00	
831600200	 0026082989774,00	
831600300	 0078071228744,00	
831600400	 0308075876965,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0081438048610,00	
831800100	 0000000000000,00	
831800200	 0081438048610,00	
831900000	 0006549491308,00	
832000000	 3094179127338,00	
832100000	 0036597733171,00	
832100100	 0036343199912,00	
832100200	 0000254533259,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0000266929244,00	
832500100	 0000266929244,00	
832500200	 0000000000000,00	
832500300	 0000000000000,00	
832700000	 3057314464923,00	
832700100	 1158652450680,00	
832700101	 0000000000000,00	
832700102	 1158652450680,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 1898662014243,00	
832700201	 0000000000000,00	
832700202	 1898662014243,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 7820689330948,00	
833050000	 0000000000000,00	
833050100	 0000000000000,00	
833050200	 0000000000000,00	
833100000	 2052916955237,00	
833200000	 1550109135834,00	
833300000	 4217663239877,00	
833300100	 4217663239877,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0001542628911,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0001542628911,00	
833500500	 0000000000000,00	
833500600	 0000000000000,00	
833500700	 0000000000000,00	
841000000	 0604261470865,00	
841000100	 0003136783685,00	
841000200	 0006203861065,00	
841000300	 0000000000000,00	
841000400	 0000000000000,00	
841000500	 0000000000000,00	
841000600	 0594920826115,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0001129900000,00	
844200000	 0000031416469,00	
844300000	 0000000000000,00	
844400000	 0088895000000,00	
844400100	 0088895000000,00	
844400200	 0000000000000,00	
844500000	 0543488939800,00	
844500100	 0471093879800,00	
844500200	 0000000000000,00	
844500300	 0072395060000,00	
844600000	 0000000000000,00	
845250000	 0056287340092,00	
845250100	 0000000000000,00	
845250200	 0000000000000,00	
