039	BANCO ITAÚ CHILE
811000000	 1816389600803,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1269157797679,00	
811200100	 1114875825649,00	
811200101	 0919623354240,00	
811200102	 0194962877211,00	
811200103	 0000289594198,00	
811200104	 0000000000000,00	
811200600	 0001891111670,00	
811200700	 0017068876218,00	
811200800	 0000222658903,00	
811200900	 0003051832812,00	
811201000	 0060376108678,00	
811201100	 0067090757703,00	
811201200	 0004580626046,00	
811300000	 0310713687731,00	
811300100	 0001064739153,00	
811300200	 0007971286354,00	
811300300	 0000000000000,00	
811300400	 0286711297557,00	
811300500	 0011505285659,00	
811300600	 0003461079008,00	
811400000	 0236518115393,00	
811400100	 0191115489236,00	
811400200	 0011743179331,00	
811400300	 0031516110706,00	
811400400	 0000036687056,00	
811400500	 0002106649064,00	
812000000	 1233333154559,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0841964001115,00	
812200100	 0734836959215,00	
812200101	 0521127501889,00	
812200102	 0128494629757,00	
812200103	 0085214827569,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000044335295,00	
812200800	 0000160632114,00	
812200900	 0000000000000,00	
812201000	 0063545856187,00	
812201100	 0043376218304,00	
812201200	 0000000000000,00	
812300000	 0277849953373,00	
812300100	 0000812251729,00	
812300200	 0005130828713,00	
812300300	 0000000000000,00	
812300400	 0217278552731,00	
812300500	 0052404856822,00	
812300600	 0002223463378,00	
812400000	 0113519200071,00	
812400100	 0090289396758,00	
812400200	 0000099710047,00	
812400300	 0018425158003,00	
812400400	 0000007680718,00	
812400500	 0004697254545,00	
813000000	 0304184861218,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0087762086958,00	
813200100	 0062960111924,00	
813200101	 0046207340115,00	
813200102	 0015163901337,00	
813200103	 0001588870472,00	
813200104	 0000000000000,00	
813200600	 0010190775748,00	
813200700	 0002185474963,00	
813200800	 0000090784665,00	
813200900	 0000459743274,00	
813201000	 0004701144280,00	
813201100	 0007174052104,00	
813201200	 0000000000000,00	
813300000	 0007452788438,00	
813300100	 0000016552882,00	
