028	BANCO BICE
8110000	 0000000067742,00	
8111000	 0000000000000,00	
8113000	 0000000060699,00	
8114000	 0000000004229,00	
8115000	 0000000002814,00	
8130000	 0000000001018,00	
8131000	 0000000000000,00	
8133000	 0000000000557,00	
8134000	 0000000000122,00	
8135000	 0000000000339,00	
8140000	 0000000000163,00	
8141000	 0000000000000,00	
8143000	 0000000000051,00	
8144000	 0000000000000,00	
8145000	 0000000000112,00	
8310000	 0000001204123,00	
8311000	 0000000011107,00	
8312000	 0000000013519,00	
8314000	 0000000033607,00	
8315000	 0000000261811,00	
8315100	 0000000221585,00	
8315200	 0000000040226,00	
8317000	 0000000729264,00	
8318000	 0000000149477,00	
8318100	 0000000000000,00	
8318900	 0000000149477,00	
8319000	 0000000005338,00	
8510000	 0000003232042,00	
8511000	 0000000011096,00	
8513000	 0000003220946,00	
8520000	 0000000184781,00	
8521000	 0000000000000,00	
8523000	 0000000184781,00	
8530000	 0000000045832,00	
8531000	 0000000000000,00	
8533000	 0000000045832,00	
8540000	 0000001086523,00	
8543000	 0000000205435,00	
8544000	 0000000755631,00	
8545000	 0000000125457,00	
8560000	 0000000014466,00	
8563000	 0000000007423,00	
8564000	 0000000004229,00	
8565000	 0000000002814,00	
8610000	 0000000873155,00	
8620000	 0000000033893,00	
8630000	 0000000001388,00	
8640000	 0000000295476,00	
8660000	 0000000000211,00	
