001	BANCO DE CHILE
8110000	 0000000852978,00	
8111000	 0000000000000,00	
8113000	 0000000453903,00	
8114000	 0000000146647,00	
8115000	 0000000252428,00	
8130000	 0000000104788,00	
8131000	 0000000000000,00	
8133000	 0000000020401,00	
8134000	 0000000001720,00	
8135000	 0000000082667,00	
8140000	 0000000013462,00	
8141000	 0000000000000,00	
8143000	 0000000003279,00	
8144000	 0000000000668,00	
8145000	 0000000009515,00	
8310000	 0000010484781,00	
8311000	 0000000361279,00	
8312000	 0000000038137,00	
8314000	 0000000154110,00	
8315000	 0000002225381,00	
8315100	 0000001880784,00	
8315200	 0000000344597,00	
8317000	 0000007560821,00	
8318000	 0000000145053,00	
8318100	 0000000000000,00	
8318900	 0000000145053,00	
8319000	 0000000000000,00	
8510000	 0000011511676,00	
8511000	 0000000310358,00	
8513000	 0000011201318,00	
8520000	 0000000161176,00	
8521000	 0000000000000,00	
8523000	 0000000161176,00	
8530000	 0000000192549,00	
8531000	 0000000000000,00	
8533000	 0000000192549,00	
8540000	 0000013334276,00	
8543000	 0000002639310,00	
8544000	 0000006984252,00	
8545000	 0000003710714,00	
8560000	 0000000587526,00	
8563000	 0000000188451,00	
8564000	 0000000146647,00	
8565000	 0000000252428,00	
8610000	 0000004274529,00	
8620000	 0000000010098,00	
8630000	 0000000002232,00	
8640000	 0000006184197,00	
8660000	 0000000013725,00	
