055	BANCO CONSORCIO
8110000	 0000000043630,00	
8111000	 0000000000000,00	
8113000	 0000000040934,00	
8114000	 0000000000509,00	
8115000	 0000000002187,00	
8130000	 0000000001206,00	
8131000	 0000000000000,00	
8133000	 0000000000155,00	
8134000	 0000000000010,00	
8135000	 0000000001041,00	
8140000	 0000000000281,00	
8141000	 0000000000000,00	
8143000	 0000000000000,00	
8144000	 0000000000000,00	
8145000	 0000000000281,00	
8310000	 0000000066125,00	
8311000	 0000000000000,00	
8312000	 0000000008556,00	
8314000	 0000000000000,00	
8315000	 0000000045018,00	
8315100	 0000000041407,00	
8315200	 0000000003611,00	
8317000	 0000000012551,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000001704814,00	
8511000	 0000000000000,00	
8513000	 0000001704814,00	
8520000	 0000000047648,00	
8521000	 0000000000000,00	
8523000	 0000000047648,00	
8530000	 0000000022803,00	
8531000	 0000000000000,00	
8533000	 0000000022803,00	
8540000	 0000000154322,00	
8543000	 0000000004373,00	
8544000	 0000000084476,00	
8545000	 0000000065473,00	
8560000	 0000000002705,00	
8563000	 0000000000009,00	
8564000	 0000000000509,00	
8565000	 0000000002187,00	
8610000	 0000000061653,00	
8620000	 0000000002537,00	
8630000	 0000000000851,00	
8640000	 0000000001083,00	
8660000	 0000000000001,00	
